case_id,condition_id,artifact_file,artifact_file_sha256,annotation_semantic_sha256,sparse_only,coordinate_level_QA,trainer_candidate,training_authorized
coronacases_002,C50_DIS,data/cova3d_training_grid_candidates_v1_2/coronacases_002/C50_DIS.npz,521ac033e4492f2348988f55787dc26689d1ce7fa3f6adc7150cbbe8c883392b,00c5affe5cf3797c2958fd2c9ffc2ba9be05fbc1255bf797a37ea4b59ea1505e,True,True,True,False
coronacases_002,C50_FRG,data/cova3d_training_grid_candidates_v1_2/coronacases_002/C50_FRG.npz,abdb7ed8833acda2229447ced6dbeeddebdd2e4aea28de06a9038e33ed2c5b48,557f3c038640cc0cc604352bc2a79eac5b4a2bfeae7571b60029cba2da1fe0f5,True,True,True,False
coronacases_003,C100_COH,data/cova3d_training_grid_candidates_v1_2/coronacases_003/C100_COH.npz,f67b5976854ee8a43d3a3cca2d36990ed2043e7e7ef91b7101cfc80a88c39db2,4078146d85a94c4e8f14cd623592f347c4247a9aa87884bb562cfac57f76a7e0,True,True,True,False
coronacases_003,C100_DIS,data/cova3d_training_grid_candidates_v1_2/coronacases_003/C100_DIS.npz,ba2e5316077276058f1886f46b358b69455741b2b6a164b96b73a416ec1a7bdf,deff2cdee1c1a853f048c04ffda308289d134dc56c4a9bc5f044fbc1f77f8a9f,True,True,True,False
coronacases_003,C100_FRG,data/cova3d_training_grid_candidates_v1_2/coronacases_003/C100_FRG.npz,40e7f026435d2a68da26b24e621e635a2bd356b0c99ce7419ff7ba7077a8821d,45cc4124ccd9f75d127987f1195fb9e7479d68cd8ae9bed607ccbbdfd74ce703,True,True,True,False
coronacases_003,C50_COH,data/cova3d_training_grid_candidates_v1_2/coronacases_003/C50_COH.npz,a340acb268cddecdfed7eb9007d00d048c8e3f25199dfd79f28b84a83dfbec44,149e93419ff0cbeb900bb05635961c5037dc4b262961fda9696b3798b6c7fdd5,True,True,True,False
coronacases_003,C50_DIS,data/cova3d_training_grid_candidates_v1_2/coronacases_003/C50_DIS.npz,652cb10e6d08ff6fb337f1aa342d8e4160dcf9583eeb0e08d2fecedda840b908,73f3beda64df73795ce048c248ab6d7cc4eee9bc576816aa56ca40223ba3c910,True,True,True,False
coronacases_003,C50_FRG,data/cova3d_training_grid_candidates_v1_2/coronacases_003/C50_FRG.npz,75a29fead4b6c42e548745292e3d634e13dc908cf128b015963d97a46640bd39,5f6fc0b878d0e6963bc09ae89fab36790a3d97270fb8f8b29f6bd6d9b4fb61ea,True,True,True,False
coronacases_004,C100_COH,data/cova3d_training_grid_candidates_v1_2/coronacases_004/C100_COH.npz,a255ab60a3bdc69697599574c42a397e17de774da5c7d436a19a73f05e2245d4,285187669fb153301cec45a22d4feae97ac30eb3324560a88dc86f48c64133be,True,True,True,False
coronacases_004,C100_DIS,data/cova3d_training_grid_candidates_v1_2/coronacases_004/C100_DIS.npz,cfda6ec9d1529e7e2f22358cc61a91355bfe2ccc26ff810ed93ce6e6b3b39525,afba9164dd191c1c763202f298bfff946f11307c94d9b502e056b6e2ebcc5746,True,True,True,False
coronacases_004,C100_FRG,data/cova3d_training_grid_candidates_v1_2/coronacases_004/C100_FRG.npz,feb1df80dd14b72fc506f48bbdd7f401fab218b4a46e7d8ff8f67299ba0bf5ea,0ac9ddbb32e7c0af36463a3cc91eac446a8c90bc4ae35f1b260cd18bbd735668,True,True,True,False
coronacases_004,C50_COH,data/cova3d_training_grid_candidates_v1_2/coronacases_004/C50_COH.npz,5239c447b0a41da0e2a6f475b013dfa5094233711ade28dd969c1faacb9b125f,fd8655814dc0714e43a3e4fbd90eb2ab1f115501f7b15604db3ce68cebc3e223,True,True,True,False
coronacases_004,C50_DIS,data/cova3d_training_grid_candidates_v1_2/coronacases_004/C50_DIS.npz,09fc86bd98922d054a5680f03af90fe939d1699d0518d2baa818e32066170e28,bb41d5b15d6f964026d09329e9d45fd3e75d20ace9806d1e160e86c338fdbc3d,True,True,True,False
coronacases_004,C50_FRG,data/cova3d_training_grid_candidates_v1_2/coronacases_004/C50_FRG.npz,a41d121c4d053ae0eecfd05daf15110da24e2627eb5d0f3c89e5b6f782a4726f,97653916ed034c762e88c6a7772d08c72cfc9fe8234a40f4b697d828ccc4249f,True,True,True,False
coronacases_005,C100_COH,data/cova3d_training_grid_candidates_v1_2/coronacases_005/C100_COH.npz,956d7b2e653edbe343e44314ec57d120242db89ef1ed9cdbaa8d507b143d4c80,9781d93a4a367f79ec4d8c72c19cae22c57b5b00c55a92dcd40d31ec85c690b7,True,True,True,False
coronacases_005,C100_DIS,data/cova3d_training_grid_candidates_v1_2/coronacases_005/C100_DIS.npz,a9804c124f8ec4d2cc32f7f74012ed5aa099b17088bae43ccbfe18abb1cfcaa2,8cc07484b86393ff58547afbf30aed835e804f61ca280545eab962479eeb2a71,True,True,True,False
coronacases_005,C100_FRG,data/cova3d_training_grid_candidates_v1_2/coronacases_005/C100_FRG.npz,8e743c6956ce88fa188472e5baf7296fa08214fc5d7f6a1ac28b587865739353,8c9a2b9f6cf83aeec5626434ce63f8cf0fb4c8c6222800d5bc0e999ad07b0a70,True,True,True,False
coronacases_005,C50_COH,data/cova3d_training_grid_candidates_v1_2/coronacases_005/C50_COH.npz,6581f029041808f29007e375fd5b14937c6c0b700ad670e5792b2c3e3a232e5a,b129045a722f9ad76c96cce1ea0cb48496525237ef0e38fa58bfdffeba5eb32f,True,True,True,False
coronacases_005,C50_DIS,data/cova3d_training_grid_candidates_v1_2/coronacases_005/C50_DIS.npz,f6c4ab099b01da6ded2e04af43f1a7447c2384f37f0e9fb0afa577d25969d708,d08819d736a2e099df240241012e5690ccb06527a005cf46cf17c447fd683844,True,True,True,False
coronacases_005,C50_FRG,data/cova3d_training_grid_candidates_v1_2/coronacases_005/C50_FRG.npz,ca7cb61e7b5d4dcbe41290aa5cb342cbf7e38a392384fbe937059e76a8fc5f35,aac109d8c41c81bd35578e369cee9d782b90e6304c5b39b88ca69d5e5ab2b9cb,True,True,True,False
coronacases_006,C100_COH,data/cova3d_training_grid_candidates_v1_2/coronacases_006/C100_COH.npz,e9f2edf0a9da2f379743796c435733768e44efc20e7303772c53ec2419b00bcd,9dd9e0edaaef26ffb41adc5e86bf07f16e83a9a9f7ac820374f05c57f497b5c1,True,True,True,False
coronacases_006,C100_DIS,data/cova3d_training_grid_candidates_v1_2/coronacases_006/C100_DIS.npz,ee98e1b6c62e76a64c10245b842d1774a4e59ed0f9e59d8d8ce9d2665085acc7,382e49ae8161360f289729066de3ac81cbc8aaaff507272667dc698fb6ce7a06,True,True,True,False
coronacases_006,C100_FRG,data/cova3d_training_grid_candidates_v1_2/coronacases_006/C100_FRG.npz,dcbfc0782d3140fff7508dfb04643196d1e1bbd6c4d6514992e4d3bba09cd1e3,3e55bc48e661fd598e50f73fd5be221d684a10088e3e592d77fcbf1beaef524c,True,True,True,False
coronacases_006,C50_COH,data/cova3d_training_grid_candidates_v1_2/coronacases_006/C50_COH.npz,57138a091ad00125cbdba147fbedf7c096bee5357caff3c94ee8134d7577ba88,55c01cf0eb48ec558a9a9337b7cf7f8f4f37a8edf63a750aacb9820aea4d9d41,True,True,True,False
coronacases_006,C50_DIS,data/cova3d_training_grid_candidates_v1_2/coronacases_006/C50_DIS.npz,a9f31a3616ebb0703828e234612380c3d69f620e00636cbe15c41dd0e2f1a964,72ecd1762a5af4a9b71eda5339b7f3b636f95e5c03cae8aba3a619873be958b4,True,True,True,False
coronacases_006,C50_FRG,data/cova3d_training_grid_candidates_v1_2/coronacases_006/C50_FRG.npz,21bb408efe773eb77bf1383728b8cb39a09b54b9d5e7f8be9d7f2cfb81a18d84,6dbfb8f5e9d01ea71ea2578f7e8bb09820dc5e9db9295a28892162535e8f1be9,True,True,True,False
coronacases_007,C100_COH,data/cova3d_training_grid_candidates_v1_2/coronacases_007/C100_COH.npz,b7eee728c7aeea7d23c655e04d9c833cfce8004ac575ae2ac8d73d86e9641284,813f0a7e327f6605721ba4e7ab5cb5cfef60efd76a07adb39186f2d83d320fce,True,True,True,False
coronacases_007,C100_DIS,data/cova3d_training_grid_candidates_v1_2/coronacases_007/C100_DIS.npz,a6e934c6eb7ef1c266b8c7012f21f6b4d7510692202ee3dfccf0b53b1a5456dc,c90025fac13efc274f884450fa4156038906641ecb6235991c200a0fd21feb5c,True,True,True,False
coronacases_007,C100_FRG,data/cova3d_training_grid_candidates_v1_2/coronacases_007/C100_FRG.npz,353fa16bf87c1bfd6d5a50dfede16ed074212f6a7e689685047a2e9726b587f8,030a0ba7a60dcfde59e96d46677993e29ec5e40b6cbeef45f47e15493cd8a676,True,True,True,False
coronacases_007,C50_COH,data/cova3d_training_grid_candidates_v1_2/coronacases_007/C50_COH.npz,f92259f6ab0f7c5f8fa1e796555e5a1fbb0381d19234554823ddd80169e19a7a,931f9ad575c49bd52733aad34c6155a827cab7436f3bd7fec4a0622b5f66e3f5,True,True,True,False
coronacases_007,C50_DIS,data/cova3d_training_grid_candidates_v1_2/coronacases_007/C50_DIS.npz,042a4d9e68d0c6e13fb69e34cf096294dc1847966066e333c247a10cf6ccb524,416759b2af685e3465aba07bb620252e9efcab152d03e881866a4a51a46fd8ca,True,True,True,False
coronacases_007,C50_FRG,data/cova3d_training_grid_candidates_v1_2/coronacases_007/C50_FRG.npz,8914bb16c39e4d9d82e766d9c88f0236c42e27274bb9b848f0c90dfb0e6c0e21,9023cf264f2d7cacbad78f7ec0e11138ec5565d1f2e013c86de41a9be369e8b4,True,True,True,False
coronacases_008,C100_COH,data/cova3d_training_grid_candidates_v1_2/coronacases_008/C100_COH.npz,c84153a47d58f72ea6351839a388a1e8e95eb422eea0806777c854e401bc4735,a8563d09772cbd8e32ede4144c025c5c5c282c1736da8810afe8fbee7fc4d4d0,True,True,True,False
coronacases_008,C100_DIS,data/cova3d_training_grid_candidates_v1_2/coronacases_008/C100_DIS.npz,f79c1aade5eb8a4746a38f09fe20463f9413f70ea187d4edf20d34916c4ee17a,0acd848288a1f2563497ebaa5ed118a0acdcbc7832e8999b78acf671a5b4859f,True,True,True,False
coronacases_008,C100_FRG,data/cova3d_training_grid_candidates_v1_2/coronacases_008/C100_FRG.npz,d7178f8dda150598ac1d53f0a8dbd993199492410120e3ce5d9b034158c8f66b,ff80ea98350abec5de221dc9f9f5ab9256707354932e7f7185b6cb11fe06a96f,True,True,True,False
coronacases_008,C50_COH,data/cova3d_training_grid_candidates_v1_2/coronacases_008/C50_COH.npz,dfd153f228ceb73cb909696d7479593e99062d926670a1099ef85f93f9cfd9fb,885289c298e6b9d39dc0573a5a4b43de8ec3403c9dec7ba1eb1cd8ec3363bc58,True,True,True,False
coronacases_008,C50_DIS,data/cova3d_training_grid_candidates_v1_2/coronacases_008/C50_DIS.npz,dd1a06bbb08516d1ca5d8a69a55abc6098992abc3172c78a670c54a89a14cf3b,d845c7f67f41ec33e3f426a4d04a314dba60ab76976391167b108e525540808f,True,True,True,False
coronacases_008,C50_FRG,data/cova3d_training_grid_candidates_v1_2/coronacases_008/C50_FRG.npz,f02472977cb54db4efa4901a59a68ca9b2c323012111ca19c9f7568faa88b1d9,4224e5dc7cbf8f6847c86fcdf51483b46ccb8b71592615c8eccd1efd985b18f9,True,True,True,False
coronacases_009,C100_COH,data/cova3d_training_grid_candidates_v1_2/coronacases_009/C100_COH.npz,f332f6382d1d52d7c49ff290a9face71bbf7d6d810d209ebf7a615259a0926ce,5959bae9b50ecc5475c6cca88f08700c34fd7ddd379692e2b350b315ecd03eeb,True,True,True,False
coronacases_009,C100_DIS,data/cova3d_training_grid_candidates_v1_2/coronacases_009/C100_DIS.npz,ede23f0e2fefe2270ab1624679ee51d9fa1f4eb2fb6f902b8534eb453b0cced3,74bbf25fa601b2db029bd963089ea3c4d12635ce014020ab8c2d81bdb8391488,True,True,True,False
coronacases_009,C100_FRG,data/cova3d_training_grid_candidates_v1_2/coronacases_009/C100_FRG.npz,c846912da9c6aa3265560eddb875de768374c37496ea4cf1c4fe5866ce4e5a2d,c3eaaee7399d68448650715dbe8839f0f6aab2f7ea25627f8ecf9133e6a3a9a9,True,True,True,False
coronacases_009,C50_COH,data/cova3d_training_grid_candidates_v1_2/coronacases_009/C50_COH.npz,b052da69a3633ff3c35d6c65c8c07424362fa36a2108ab4ec1ac8ea555cde8a1,69aad8fa17ffdf17ecfe00c95fb361a9f13d8d06c5e952ea7bb5dc4c88564080,True,True,True,False
coronacases_009,C50_DIS,data/cova3d_training_grid_candidates_v1_2/coronacases_009/C50_DIS.npz,2efc98d25c720d18e59f97717d1e094b6932013000bbd9622343f9d28525d444,1f9bb46d133f862a9e7fb87b86b3bf4eeeb85f1462d54e1d8d482dc7a6f87d23,True,True,True,False
coronacases_009,C50_FRG,data/cova3d_training_grid_candidates_v1_2/coronacases_009/C50_FRG.npz,17f5d76d0e4dbd7712197fd039a300887edf3b77a3a399cafebe24cb66d263ec,a3a09521ee649f7aa07044a2facf2acbf915be1de7ba9fa5e562023ba696deef,True,True,True,False
coronacases_010,C100_COH,data/cova3d_training_grid_candidates_v1_2/coronacases_010/C100_COH.npz,aa714960288514a62ca8ac724621a55f247d4aa9c30afe8708377fabf4f5ab81,436555e100b5115f819bf4929ac6d14ae6983d70543de1420b1a7c4064ee4d1b,True,True,True,False
coronacases_010,C100_DIS,data/cova3d_training_grid_candidates_v1_2/coronacases_010/C100_DIS.npz,229f43686fa38cdc9d4e1f40574e8fff2b79716d5091fd062d16c0b53c6f8338,b663721fc22965eaa3b02f5b0c1a5936f12a61926e59c56236468a281bcbd994,True,True,True,False
coronacases_010,C100_FRG,data/cova3d_training_grid_candidates_v1_2/coronacases_010/C100_FRG.npz,9e6ca04633cfce01fbb5e391af2a8a40ddc02b9eccf4081713d2e88b6f463925,6605e6a9015c9b6f442791fed42c930cb80c51e18db072963fb4947a431a58c5,True,True,True,False
coronacases_010,C50_COH,data/cova3d_training_grid_candidates_v1_2/coronacases_010/C50_COH.npz,27dbb4fc8599b31a3f3d5a6bf81df48cfe0c069e534ba991a85fa65faabf093c,2be82af0e7fca50522130b8c01c4eb1dcb11536df61ad035bbf1b67a24b96d67,True,True,True,False
coronacases_010,C50_DIS,data/cova3d_training_grid_candidates_v1_2/coronacases_010/C50_DIS.npz,d1cdc18a15370a636c75b7a00b19361aa6be78004c7f0d13e64f21015056ef5d,71dff5eaf7924103fc98490fe249448c7553f06b9d09b115da3a550ddf20ae87,True,True,True,False
coronacases_010,C50_FRG,data/cova3d_training_grid_candidates_v1_2/coronacases_010/C50_FRG.npz,87be630e2d219517ae05d50fb0d686d8d76c4b5e9c7934000b363fc73ff607eb,319e72c52ccd55f29c298580dea93f4b1a6007bb3b733e2ba9d655570ac1ae18,True,True,True,False
radiopaedia_10_85902_1,C100_COH,data/cova3d_training_grid_candidates_v1_2/radiopaedia_10_85902_1/C100_COH.npz,e81b9ec430d6ed4c5629658c33c8c8124b4a99e5bf1eac6d852dae7f6bf7a111,6544d07ec947181826221e122ddc6118fc0b1d39330003eb147de01fd57fd252,True,True,True,False
radiopaedia_10_85902_1,C100_DIS,data/cova3d_training_grid_candidates_v1_2/radiopaedia_10_85902_1/C100_DIS.npz,f96c0644b1b34fdd6f6eab95b02f5312380cdeeab5d4b0cbfbad0fc33291c762,6bb123b9604225fb5f8849891fdfe9a6ade5aea742c30e35504935703ea48e78,True,True,True,False
radiopaedia_10_85902_1,C100_FRG,data/cova3d_training_grid_candidates_v1_2/radiopaedia_10_85902_1/C100_FRG.npz,ca9bb3396d0dff47e92f52c856ee501c1862c99cf3fca983909f6c57689e9cdb,2ef3df189831d5806230ae475cc974b70edffed0b319bb0348cf8de4da044907,True,True,True,False
radiopaedia_10_85902_1,C50_COH,data/cova3d_training_grid_candidates_v1_2/radiopaedia_10_85902_1/C50_COH.npz,af3dd3db5a2f79cd0ae158e4279f710356c8cf077365a2d41e2af90995456ee0,dfc54558b2f533a5d557f95780243dffaa6a39b848f9582b0e3c198804712542,True,True,True,False
radiopaedia_10_85902_1,C50_DIS,data/cova3d_training_grid_candidates_v1_2/radiopaedia_10_85902_1/C50_DIS.npz,855874efa4feb98632da374ea33008a415bfba33b5b7c9791bf15c701e541279,414380ebc0b7ad0de267bc7a79baecd33f84837c3f10fe88b286ed850a5c7618,True,True,True,False
radiopaedia_10_85902_1,C50_FRG,data/cova3d_training_grid_candidates_v1_2/radiopaedia_10_85902_1/C50_FRG.npz,04ab0cddb567f84307b723dc451fc9cfdd06e0f1624bd56cac7e58f4f4e5bf10,6ac0aaf84f1d8feffd6cb1d666d4bf7e82ae6b7ebd9d714201f9532b63e20f45,True,True,True,False
radiopaedia_10_85902_3,C100_COH,data/cova3d_training_grid_candidates_v1_2/radiopaedia_10_85902_3/C100_COH.npz,0367b61bda2d2aaacde15bcb98d00fb2588f86b6131589dd9a50128cdaece340,94b8d6e587ffb8156ba757955ce60e3361dfbf17c577dc6b8de95384008e2b4e,True,True,True,False
radiopaedia_10_85902_3,C100_DIS,data/cova3d_training_grid_candidates_v1_2/radiopaedia_10_85902_3/C100_DIS.npz,8397fcb27d4f01b357fe8db9ec611735ffffc97b87e86c141d6258a9a109e504,906e4f61f4d9dd1f100d7723b120aa8a3ed67732af996ad5b4bae63ca8c07ee3,True,True,True,False
radiopaedia_10_85902_3,C100_FRG,data/cova3d_training_grid_candidates_v1_2/radiopaedia_10_85902_3/C100_FRG.npz,d47db5093545f973fb556bb4f37edcda73b289a735bfcc7a658554dde5dbeaed,b2e60a76947d2b66e304512024efccbd385ff0e6d668194d1d2559665cbabc97,True,True,True,False
radiopaedia_10_85902_3,C50_COH,data/cova3d_training_grid_candidates_v1_2/radiopaedia_10_85902_3/C50_COH.npz,f879b91598aa4066794b665986b375a66198e8e13938e3fafc385b75b380a60b,fcf72bdf1c406820c0c01dadbc40b00583cfda964d874ab77127a36edb9f81c6,True,True,True,False
radiopaedia_10_85902_3,C50_DIS,data/cova3d_training_grid_candidates_v1_2/radiopaedia_10_85902_3/C50_DIS.npz,96d4dde56d89164a2d186ccee1efe9c50a82cb554c167561497fd3b72dfbccb7,945c8ad64f3a82679b33fc9bc010f1cfff4818420b16f27db3c38b8c2714ff4a,True,True,True,False
radiopaedia_10_85902_3,C50_FRG,data/cova3d_training_grid_candidates_v1_2/radiopaedia_10_85902_3/C50_FRG.npz,ca43d74a5d6046511c71b97837b94fdcbb048bd16270f3b20af93a53aca11c39,d025e504425567bd754ce47c6ba601db638c2989913268f66f142f534ceca102,True,True,True,False
radiopaedia_14_85914_0,C100_COH,data/cova3d_training_grid_candidates_v1_2/radiopaedia_14_85914_0/C100_COH.npz,06404d49229517399d090226e4f17ca69d1f8fde477268887c488ba0a5761f28,3983272089f2100e8fd739415f93f3a615155e9f41e4496c6f4807bcd3a0c1d9,True,True,True,False
radiopaedia_14_85914_0,C100_DIS,data/cova3d_training_grid_candidates_v1_2/radiopaedia_14_85914_0/C100_DIS.npz,b685dab4264ec5837d1bd0ac99563c42715463f5df66a879200b78c73b718b36,0e537d8cccf503312d776b8f4378489434c1861248940382f60ec36dd88943cf,True,True,True,False
radiopaedia_14_85914_0,C100_FRG,data/cova3d_training_grid_candidates_v1_2/radiopaedia_14_85914_0/C100_FRG.npz,65ce6606ccea37213e0c62dca46691a473a1d53a4a106886f1b783d452e3d6d4,551df23815ade76f3b3ad8f9d410efddf71cf3ce0645a2c35224f9c5c033f84c,True,True,True,False
radiopaedia_14_85914_0,C50_COH,data/cova3d_training_grid_candidates_v1_2/radiopaedia_14_85914_0/C50_COH.npz,89f4f47d8e3a166366da7221f3e401c502b8bfc4a0373536439f5198c1bc7890,3661c5b79e1d23ec3148b6a31318e0751e905ea1a5af71a6b1a9d358065c8091,True,True,True,False
radiopaedia_14_85914_0,C50_DIS,data/cova3d_training_grid_candidates_v1_2/radiopaedia_14_85914_0/C50_DIS.npz,2f1ff343a11018f9473093c2b6a84299001faede9710e5c3832bc4845fc18581,8ee39b7ee66a9ab91535230cb05fc21b7a6bdf6acec1d44a708d5acd703c3cfd,True,True,True,False
radiopaedia_14_85914_0,C50_FRG,data/cova3d_training_grid_candidates_v1_2/radiopaedia_14_85914_0/C50_FRG.npz,5677e43169799c23c31094c98807ad8381d5e3d6293bb9996105894774f8974f,531658d26bb52604fc1657995136bb275b12054f603845b0cf74ef5a1ad516ea,True,True,True,False
radiopaedia_27_86410_0,C100_COH,data/cova3d_training_grid_candidates_v1_2/radiopaedia_27_86410_0/C100_COH.npz,91b706335750b533ce86f5493c138e6f7c7777ac5710293d07f8a7bae3312e03,2fa043490f3000655a95a9aa653aaf6b31809ec987db011926c6939ddd777b33,True,True,True,False
radiopaedia_27_86410_0,C100_DIS,data/cova3d_training_grid_candidates_v1_2/radiopaedia_27_86410_0/C100_DIS.npz,9a9425950ae54d48d2f76b45dcad0135cc5b509700b6509ffd2c618b0a23eb1d,02406102e3fa9fda86c1e938fc7025ecfc2255048477ce58a1fb896dc41f62d4,True,True,True,False
radiopaedia_27_86410_0,C100_FRG,data/cova3d_training_grid_candidates_v1_2/radiopaedia_27_86410_0/C100_FRG.npz,ce32aadff066b8fcd9236da3a4cb37896386a3bf22e9bca2b5091965cd3d5a0e,013bb7ab1a36d040495491a19c44cbac65a081d96c7a12dadd1f1b8032b76a61,True,True,True,False
radiopaedia_27_86410_0,C50_COH,data/cova3d_training_grid_candidates_v1_2/radiopaedia_27_86410_0/C50_COH.npz,08b4862b0f06dda8e5c7eb3c366f9ee200aeb3d95106bd6e2ec7e10386dbfb1b,8a3d3512aa4bb194a15b1828ac4302de5d7eef223177bbef88b363e4a820945a,True,True,True,False
radiopaedia_27_86410_0,C50_DIS,data/cova3d_training_grid_candidates_v1_2/radiopaedia_27_86410_0/C50_DIS.npz,273e76866c97d7083e197b9732505247ece725a249b257d3e0f99239c27706b2,5a83329cbe5692553b24151ca0a69ddf2c316e20eba5b277fefb2c9b3d5b005e,True,True,True,False
radiopaedia_27_86410_0,C50_FRG,data/cova3d_training_grid_candidates_v1_2/radiopaedia_27_86410_0/C50_FRG.npz,6b8dbb0849776001f7413f4e9d73d121f38108ccc0838bd53f8be393acc93d17,6f5daeba53600a809b30d9f3cc8cb9408c9792524cf9375752d437d6c5f676e0,True,True,True,False
radiopaedia_29_86490_1,C100_COH,data/cova3d_training_grid_candidates_v1_2/radiopaedia_29_86490_1/C100_COH.npz,6c1113b6a604d9eca4412b37a27f70b425d79eedb8290bae65485daa46112ecc,68a92ddf23ea80e373fcaf3b934093debcd02fd97b029e9e1b5c0c78a96d4a3c,True,True,True,False
radiopaedia_29_86490_1,C100_DIS,data/cova3d_training_grid_candidates_v1_2/radiopaedia_29_86490_1/C100_DIS.npz,6c1113b6a604d9eca4412b37a27f70b425d79eedb8290bae65485daa46112ecc,68a92ddf23ea80e373fcaf3b934093debcd02fd97b029e9e1b5c0c78a96d4a3c,True,True,True,False
radiopaedia_29_86490_1,C100_FRG,data/cova3d_training_grid_candidates_v1_2/radiopaedia_29_86490_1/C100_FRG.npz,6c1113b6a604d9eca4412b37a27f70b425d79eedb8290bae65485daa46112ecc,68a92ddf23ea80e373fcaf3b934093debcd02fd97b029e9e1b5c0c78a96d4a3c,True,True,True,False
radiopaedia_29_86490_1,C50_COH,data/cova3d_training_grid_candidates_v1_2/radiopaedia_29_86490_1/C50_COH.npz,d1e583837e38193c451cc6b0fc974d7adc0e2b284948355937f0be2c804726a0,7ad4d2634ebf8e3ed8350ceeb7116e2f90c4bd82a50eb60993358104a4bd90c8,True,True,True,False
radiopaedia_29_86490_1,C50_DIS,data/cova3d_training_grid_candidates_v1_2/radiopaedia_29_86490_1/C50_DIS.npz,d1e583837e38193c451cc6b0fc974d7adc0e2b284948355937f0be2c804726a0,7ad4d2634ebf8e3ed8350ceeb7116e2f90c4bd82a50eb60993358104a4bd90c8,True,True,True,False
radiopaedia_29_86490_1,C50_FRG,data/cova3d_training_grid_candidates_v1_2/radiopaedia_29_86490_1/C50_FRG.npz,d1e583837e38193c451cc6b0fc974d7adc0e2b284948355937f0be2c804726a0,7ad4d2634ebf8e3ed8350ceeb7116e2f90c4bd82a50eb60993358104a4bd90c8,True,True,True,False
radiopaedia_29_86491_1,C100_COH,data/cova3d_training_grid_candidates_v1_2/radiopaedia_29_86491_1/C100_COH.npz,00a81a56cbe6bdeb5a9228402583932a4048a95c662ddc4b035f93765143c96d,6f4e50f0b4540246ced2b9397fb27dcf1f9d0972015d0e6bdd783811bdee342c,True,True,True,False
radiopaedia_29_86491_1,C100_DIS,data/cova3d_training_grid_candidates_v1_2/radiopaedia_29_86491_1/C100_DIS.npz,29004ca3773800b1b883e9da62123ea6cf1fe4c62678acce3421a7e049aa401d,21adb08794aae6f67e265422a915151d26b843bf2ea74614c8c9b5aa07498a48,True,True,True,False
