case_id,role,condition_id,coverage_fraction,geometry_condition,component_native_id,component_volume_ml,global_resolution_class,representation,geometry_claim_allowed,quota,connected_sets,mean_nearest_neighbor_mm,common_capacity,coherent_capacity,dispersed_capacity,fragmented_capacity,capacity_source,uses_neutral_bank
coronacases_001,final_outer_cv,C100_COH,1.0,coherent,46,0.1064318016311176,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,3,1,1.5,3,4,4,3,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_COH,1.0,coherent,48,2.476838840427862,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,3,1,1.5,3,3,4,3,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_COH,1.0,coherent,50,0.1261413945257691,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,3,1,2.0,3,3,4,3,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_COH,1.0,coherent,51,0.6103403933043724,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,2,1,1.5,2,2,5,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_COH,1.0,coherent,53,0.1754153767623976,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,2,1,1.5,2,2,4,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_COH,1.0,coherent,55,0.2154915489815222,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,3,1,2.0,3,3,4,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_COH,1.0,coherent,56,0.5157343474100455,GLOBAL_GEOMETRY_RESOLVABLE,coherent,True,3,1,1.5,3,3,5,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,1,197.84095155793204,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,2,2,110.97972787856348,2,2,5,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,2,33.67581041980142,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,3,3,42.69796749463256,3,3,5,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,3,0.4677743380330604,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,3,3,5.950759155375704,3,3,5,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,4,0.144537014560777,GLOBAL_RESOLUTION_LIMITED,neutral_physical_bank_prefix,False,17,1,1.5,42,42,42,42,physical_neutral_bank,True
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,6,0.6254510811902718,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,3,3,8.701789597489904,3,3,5,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,7,1.8132825463079307,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,4,4,10.41482925823555,4,4,5,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,8,2.5760437913309406,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,3,3,10.195542877118251,3,3,4,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,9,0.1005189237627222,GLOBAL_RESOLUTION_LIMITED,neutral_physical_bank_prefix,False,17,1,1.5,39,39,39,39,physical_neutral_bank,True
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,10,0.4060176136298193,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,2,2,9.486832980505138,2,2,5,5,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,11,31.682513591722337,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,3,3,42.13399278740289,3,3,4,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,12,0.3692263735598033,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,3,3,6.184658438426491,3,4,5,3,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,14,0.771959055040514,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,3,3,8.63950323522004,3,3,5,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,15,0.1616186617361416,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,3,3,4.965053297900375,3,3,5,3,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,16,0.6576434162515358,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,4,4,6.732771570173609,4,4,5,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,17,0.1373101638327382,GLOBAL_RESOLUTION_LIMITED,neutral_physical_bank_prefix,False,17,1,1.5,43,43,43,43,physical_neutral_bank,True
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,21,0.4598905008751998,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,3,3,6.433978400210179,3,3,5,3,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,23,1.1470983064687128,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,3,3,10.354334875184472,3,3,5,3,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,24,0.1911830510781187,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,3,3,3.8172068075839793,3,4,5,3,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,25,56.20650304410728,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,3,3,49.081488743593106,3,3,5,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,26,51.29618646761979,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,3,3,46.91268465250008,3,3,5,5,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,27,0.1090597473504045,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,3,3,6.41439347309558,3,3,5,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,28,2.795477258891393,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,3,3,16.237378881101986,3,3,5,5,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,29,0.8534253723384065,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,2,2,11.423659658795863,2,2,4,3,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,30,0.3383480113581827,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,2,2,8.48528137423857,2,2,5,5,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,31,0.1741014039027542,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,2,2,5.408326913195984,2,2,4,5,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,32,7.16378003077597,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,3,3,25.15441496631222,3,3,5,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,33,0.3869650071649896,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,3,3,5.408326913195984,3,3,4,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,35,5.336700769441784,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,4,4,20.300434133407162,4,4,5,5,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,37,6.659871439102715,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,3,3,28.49142084544413,3,3,5,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,38,0.2647655312181508,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,2,2,8.74642784226795,2,2,4,3,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,39,12.372368446402518,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,4,4,22.343168133619272,4,4,5,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,40,0.3547726721037256,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,3,3,6.298133679031242,3,4,5,3,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,42,0.2168055218411656,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,3,3,3.8172068075839793,3,3,5,5,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,43,5.407655303862528,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,3,3,22.10758338401382,3,5,5,3,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,44,0.2161485354113439,GLOBAL_RESOLUTION_LIMITED,neutral_physical_bank_prefix,False,16,1,1.5,101,101,101,101,physical_neutral_bank,True
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,45,0.185927159639545,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,3,3,3.118033988749895,3,3,4,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,46,0.1064318016311176,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,3,2,2.414213562373095,3,4,4,3,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,48,2.476838840427862,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,3,3,16.923760650273476,3,3,4,3,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,50,0.1261413945257691,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,3,2,4.038843615231785,3,3,4,3,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,51,0.6103403933043724,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,2,2,12.0,2,2,5,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,53,0.1754153767623976,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,2,2,6.87386354243376,2,2,4,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,55,0.2154915489815222,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,3,2,3.460812848891379,3,3,4,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,56,0.5157343474100455,GLOBAL_GEOMETRY_RESOLVABLE,dispersed,True,3,3,9.244562646538029,3,3,5,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,1,197.84095155793204,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,2,2,93.21748762973608,2,2,5,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,2,33.67581041980142,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,3,3,42.69796749463256,3,3,5,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,3,0.4677743380330604,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,3,3,5.854860063735631,3,3,5,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,4,0.144537014560777,GLOBAL_RESOLUTION_LIMITED,neutral_physical_bank_prefix,False,17,1,1.5,42,42,42,42,physical_neutral_bank,True
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,6,0.6254510811902718,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,3,3,5.854860063735631,3,3,5,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,7,1.8132825463079307,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,4,3,5.996540211665006,4,4,5,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,8,2.5760437913309406,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,3,3,10.195542877118251,3,3,4,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,9,0.1005189237627222,GLOBAL_RESOLUTION_LIMITED,neutral_physical_bank_prefix,False,17,1,1.5,39,39,39,39,physical_neutral_bank,True
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,10,0.4060176136298193,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,2,2,6.708203932499369,2,2,5,5,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,11,31.682513591722337,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,3,3,34.129123401368936,3,3,4,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,12,0.3692263735598033,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,3,3,4.5,3,4,5,3,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,14,0.771959055040514,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,3,3,6.35917360311745,3,3,5,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,15,0.1616186617361416,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,3,3,4.40956595483038,3,3,5,3,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,16,0.6576434162515358,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,4,3,4.5275972182367195,4,4,5,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,17,0.1373101638327382,GLOBAL_RESOLUTION_LIMITED,neutral_physical_bank_prefix,False,17,1,1.5,43,43,43,43,physical_neutral_bank,True
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,21,0.4598905008751998,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,3,3,6.156684018705007,3,3,5,3,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,23,1.1470983064687128,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,3,3,8.634553419525522,3,3,5,3,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,24,0.1911830510781187,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,3,2,2.53224755112299,3,4,5,3,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,25,56.20650304410728,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,3,3,49.081488743593106,3,3,5,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,26,51.29618646761979,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,3,3,35.70664772894924,3,3,5,5,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,27,0.1090597473504045,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,3,3,6.29128784747792,3,3,5,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,28,2.795477258891393,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,3,3,12.672029976944993,3,3,5,5,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,29,0.8534253723384065,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,2,2,4.743416490252569,2,2,4,3,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,30,0.3383480113581827,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,2,2,5.408326913195984,2,2,5,5,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,31,0.1741014039027542,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,2,2,3.0,2,2,4,5,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,32,7.16378003077597,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,3,3,24.250987394161005,3,3,5,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,33,0.3869650071649896,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,3,3,5.408326913195984,3,3,4,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,35,5.336700769441784,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,4,3,11.202465059924887,4,4,5,5,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,37,6.659871439102715,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,3,3,24.54017641702886,3,3,5,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,38,0.2647655312181508,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,2,2,5.408326913195984,2,2,4,3,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,39,12.372368446402518,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,4,3,11.874866369996615,4,4,5,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,40,0.3547726721037256,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,3,3,4.965053297900375,3,4,5,3,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,42,0.2168055218411656,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,3,3,3.118033988749895,3,3,5,5,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,43,5.407655303862528,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,3,3,22.10758338401382,3,5,5,3,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,44,0.2161485354113439,GLOBAL_RESOLUTION_LIMITED,neutral_physical_bank_prefix,False,16,1,1.5,101,101,101,101,physical_neutral_bank,True
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,45,0.185927159639545,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,3,2,2.118033988749895,3,3,4,4,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,46,0.1064318016311176,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,3,2,2.414213562373095,3,4,4,3,common_geometry_preserving_candidate_capacity,False
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,48,2.476838840427862,GLOBAL_GEOMETRY_RESOLVABLE,fragmented,True,3,3,13.821825380496477,3,3,4,3,common_geometry_preserving_candidate_capacity,False
