case_id,source_subject_key,split_role,outer_fold,condition,image_file,annotation_file,image_semantic_sha256,annotation_semantic_sha256,original_condition_native_semantic_sha256,parent_v1_annotation_semantic_sha256,candidate_condition,candidate_native_semantic_sha256,candidate_v1_annotation_semantic_sha256,construction_policy,equalization_target_unique_fg,preprocess_version
coronacases_001,coronacases_001,final_outer_cv,3.0,pixel_dropout_matched_25,images/coronacases_001.npz,annotations/coronacases_001__pixel_dropout_matched_25.npz,2d0d609002ffcbf1258c7d72412dfe7e5cb1beca16014e7ff2901b8f362f4094,dce265201320dc76023ff63ff1b8da6e7c69aed1b14ee00295cf64b76917a945,fa9beb78b7b462c1432acf632e0b280536f91525597af76c8a4ec58925efd5b1,81ec36e6b62e480b950d02b514b37cd740488206f6f15a4926a1089091982c29,complete,a43cde95b3ea6551e8b6e6bed9bdbc641462804eb8de3f9bd4193d3858b4c50d,bdb2d311132e3019700acc75ad1da1e43a39cd0ee830b983e375470dee5c0e86,post_transfer_unique_voxel_pixel_equalization,84,1.1
coronacases_001,coronacases_001,final_outer_cv,3.0,pixel_dropout_matched_50,images/coronacases_001.npz,annotations/coronacases_001__pixel_dropout_matched_50.npz,2d0d609002ffcbf1258c7d72412dfe7e5cb1beca16014e7ff2901b8f362f4094,6a058ca86a6d0b7ce89bf4a12bfcbe4b4cea8b05414cd9f9cad7e277c9c1d495,8e7e53742dfa4202a2c8a6ab2d8e700f3ec62debdc326a5c2994852cce16ea7a,3f5d1704ae82f317d3810cbf8db1c4a3cffe638ee1d3f12e5379066a8b7a4b0f,complete,a43cde95b3ea6551e8b6e6bed9bdbc641462804eb8de3f9bd4193d3858b4c50d,bdb2d311132e3019700acc75ad1da1e43a39cd0ee830b983e375470dee5c0e86,post_transfer_unique_voxel_pixel_equalization,148,1.1
coronacases_001,coronacases_001,final_outer_cv,3.0,pixel_dropout_matched_75,images/coronacases_001.npz,annotations/coronacases_001__pixel_dropout_matched_75.npz,2d0d609002ffcbf1258c7d72412dfe7e5cb1beca16014e7ff2901b8f362f4094,b317c76ec591ea2b3cbaa86b700c3038b8823bccdab5c06c8ce5b1e3f6fca61b,a16f3cd473c0a41217a926332292628bcac290f9b05a6e687bed8a844dfaef92,ff2bc7117d7f77e5048cc2ee35c6cf119c845d3558bb4b74309025097243e62f,complete,a43cde95b3ea6551e8b6e6bed9bdbc641462804eb8de3f9bd4193d3858b4c50d,bdb2d311132e3019700acc75ad1da1e43a39cd0ee830b983e375470dee5c0e86,post_transfer_unique_voxel_pixel_equalization,243,1.1
coronacases_002,coronacases_002,final_outer_cv,0.0,complete,images/coronacases_002.npz,annotations/coronacases_002__complete.npz,a3577c0ac14cc53a3bb7898aedf79cbc606c44cf34b5e8b51c126b4e571f3d63,dc781e26ebf956cfa108d4556c690127ec358c6be881f320347d53af12b58bba,e0dd79fe62aa0f22864e8fddf71b7fcc0a914e09e51cd52e6f45c7d94acdf179,dc781e26ebf956cfa108d4556c690127ec358c6be881f320347d53af12b58bba,complete,e0dd79fe62aa0f22864e8fddf71b7fcc0a914e09e51cd52e6f45c7d94acdf179,dc781e26ebf956cfa108d4556c690127ec358c6be881f320347d53af12b58bba,unchanged_from_v1_0,261,1.1
coronacases_002,coronacases_002,final_outer_cv,0.0,complete_fixed_25,images/coronacases_002.npz,annotations/coronacases_002__complete_fixed_25.npz,a3577c0ac14cc53a3bb7898aedf79cbc606c44cf34b5e8b51c126b4e571f3d63,5669daa811e1960f2dd5e5f6a5ef9330f91c75fa71172842c3a715e7bd7b97d6,30d869e3a3dcb5bdc8a0baf6644b42e4a387c77054e0f5d44889e3ba9333a6c9,eb5663b7d51069c19135a8f8ae8c59e859377b44d786cff4881760685d5f0e33,complete_fixed_25,30d869e3a3dcb5bdc8a0baf6644b42e4a387c77054e0f5d44889e3ba9333a6c9,eb5663b7d51069c19135a8f8ae8c59e859377b44d786cff4881760685d5f0e33,post_transfer_fixed_pair_unique_voxel_thinning,40,1.1
coronacases_002,coronacases_002,final_outer_cv,0.0,complete_fixed_50,images/coronacases_002.npz,annotations/coronacases_002__complete_fixed_50.npz,a3577c0ac14cc53a3bb7898aedf79cbc606c44cf34b5e8b51c126b4e571f3d63,dc781e26ebf956cfa108d4556c690127ec358c6be881f320347d53af12b58bba,e0dd79fe62aa0f22864e8fddf71b7fcc0a914e09e51cd52e6f45c7d94acdf179,dc781e26ebf956cfa108d4556c690127ec358c6be881f320347d53af12b58bba,complete_fixed_50,e0dd79fe62aa0f22864e8fddf71b7fcc0a914e09e51cd52e6f45c7d94acdf179,dc781e26ebf956cfa108d4556c690127ec358c6be881f320347d53af12b58bba,fixed_pair_side_already_at_shared_training_grid_target_unchanged,261,1.1
coronacases_002,coronacases_002,final_outer_cv,0.0,complete_fixed_75,images/coronacases_002.npz,annotations/coronacases_002__complete_fixed_75.npz,a3577c0ac14cc53a3bb7898aedf79cbc606c44cf34b5e8b51c126b4e571f3d63,dc781e26ebf956cfa108d4556c690127ec358c6be881f320347d53af12b58bba,e0dd79fe62aa0f22864e8fddf71b7fcc0a914e09e51cd52e6f45c7d94acdf179,dc781e26ebf956cfa108d4556c690127ec358c6be881f320347d53af12b58bba,complete_fixed_75,e0dd79fe62aa0f22864e8fddf71b7fcc0a914e09e51cd52e6f45c7d94acdf179,dc781e26ebf956cfa108d4556c690127ec358c6be881f320347d53af12b58bba,fixed_pair_side_already_at_shared_training_grid_target_unchanged,261,1.1
coronacases_002,coronacases_002,final_outer_cv,0.0,component_fixed_25,images/coronacases_002.npz,annotations/coronacases_002__component_fixed_25.npz,a3577c0ac14cc53a3bb7898aedf79cbc606c44cf34b5e8b51c126b4e571f3d63,d6542396e594121bc6bc9a22bd19ff1ccddc6fa57be2806df239b07d4c049c6c,04af673ffd44f9bfea1b26340972d5a78fbe0f3736e0b10a14642833204b0f1e,d6542396e594121bc6bc9a22bd19ff1ccddc6fa57be2806df239b07d4c049c6c,component_fixed_25,04af673ffd44f9bfea1b26340972d5a78fbe0f3736e0b10a14642833204b0f1e,d6542396e594121bc6bc9a22bd19ff1ccddc6fa57be2806df239b07d4c049c6c,fixed_pair_side_already_at_shared_training_grid_target_unchanged,40,1.1
coronacases_002,coronacases_002,final_outer_cv,0.0,component_fixed_50,images/coronacases_002.npz,annotations/coronacases_002__component_fixed_50.npz,a3577c0ac14cc53a3bb7898aedf79cbc606c44cf34b5e8b51c126b4e571f3d63,54f91ed7658bc03d266e594b49dd07c6cfe3cd7e4792732e22be01861390dab2,09fbd0eb3037b81b480fc04c91b29f010b18f7b7a5260d5e2949783cb35726b8,be9c1adb6b79ef68dc62e8f14ba17b7eef8661258350add3ddbc471b21eb23dd,component_fixed_50,09fbd0eb3037b81b480fc04c91b29f010b18f7b7a5260d5e2949783cb35726b8,be9c1adb6b79ef68dc62e8f14ba17b7eef8661258350add3ddbc471b21eb23dd,post_transfer_fixed_pair_unique_voxel_thinning,261,1.1
coronacases_002,coronacases_002,final_outer_cv,0.0,component_fixed_75,images/coronacases_002.npz,annotations/coronacases_002__component_fixed_75.npz,a3577c0ac14cc53a3bb7898aedf79cbc606c44cf34b5e8b51c126b4e571f3d63,c32b4ceb29686a5037e8eff7ae282043d489d2ba7499bddcc0035f1faff45b8d,9a98b7d43fe2eacf0d315648e9fa1e633ef9142885d5d255a6dfe2b6019e68ee,c2df8ad5b1df8119c1e67a8c8826b7a6a063d0de716dea1dc574554a5f8c4eb2,component_fixed_75,9a98b7d43fe2eacf0d315648e9fa1e633ef9142885d5d255a6dfe2b6019e68ee,c2df8ad5b1df8119c1e67a8c8826b7a6a063d0de716dea1dc574554a5f8c4eb2,post_transfer_fixed_pair_unique_voxel_thinning,261,1.1
coronacases_002,coronacases_002,final_outer_cv,0.0,component_natural_25,images/coronacases_002.npz,annotations/coronacases_002__component_natural_25.npz,a3577c0ac14cc53a3bb7898aedf79cbc606c44cf34b5e8b51c126b4e571f3d63,5bdc7133eafe091fd37a2237f20a78872bf604562244f81337637fa656b46436,f00e42653429133bb0fbf1d4388919f8319aa53e4569e7743f0d6ff503edb831,5bdc7133eafe091fd37a2237f20a78872bf604562244f81337637fa656b46436,component_natural_25,f00e42653429133bb0fbf1d4388919f8319aa53e4569e7743f0d6ff503edb831,5bdc7133eafe091fd37a2237f20a78872bf604562244f81337637fa656b46436,natural_component_omission_unchanged,39,1.1
coronacases_002,coronacases_002,final_outer_cv,0.0,component_natural_50,images/coronacases_002.npz,annotations/coronacases_002__component_natural_50.npz,a3577c0ac14cc53a3bb7898aedf79cbc606c44cf34b5e8b51c126b4e571f3d63,3ea7f000c00f9aaef93b6a4623b386b3beb73a85dc1435bf0d25e3fcd880ae44,309b1382a7ecdc0b97c96bb8f0ead9e539883aa2f4c94c441556b069f6e5298f,3ea7f000c00f9aaef93b6a4623b386b3beb73a85dc1435bf0d25e3fcd880ae44,component_natural_50,309b1382a7ecdc0b97c96bb8f0ead9e539883aa2f4c94c441556b069f6e5298f,3ea7f000c00f9aaef93b6a4623b386b3beb73a85dc1435bf0d25e3fcd880ae44,natural_component_omission_unchanged,132,1.1
coronacases_002,coronacases_002,final_outer_cv,0.0,component_natural_75,images/coronacases_002.npz,annotations/coronacases_002__component_natural_75.npz,a3577c0ac14cc53a3bb7898aedf79cbc606c44cf34b5e8b51c126b4e571f3d63,d790f9f17b655c6e2d012a92218787b95d3a3e46a7ccf801f20890bf81423e7f,972d47934f517ec5d4fbbf06a4855ce48f390b442bf8e8e4fed9428e907a78d6,d790f9f17b655c6e2d012a92218787b95d3a3e46a7ccf801f20890bf81423e7f,component_natural_75,972d47934f517ec5d4fbbf06a4855ce48f390b442bf8e8e4fed9428e907a78d6,d790f9f17b655c6e2d012a92218787b95d3a3e46a7ccf801f20890bf81423e7f,natural_component_omission_unchanged,201,1.1
coronacases_002,coronacases_002,final_outer_cv,0.0,pixel_dropout_matched_25,images/coronacases_002.npz,annotations/coronacases_002__pixel_dropout_matched_25.npz,a3577c0ac14cc53a3bb7898aedf79cbc606c44cf34b5e8b51c126b4e571f3d63,879e741c932b615d639f5ac1eececd79c78c016b166e0b6a3c7c16ca5de0ca9f,a05e4badd94c245642d475f6ab08c8a02f2ab34234f1999c6149623b63259fe3,3e21520012ba3023c1d3e881976c862fe48b56e3b5b02d70428715842545f1c0,complete,e0dd79fe62aa0f22864e8fddf71b7fcc0a914e09e51cd52e6f45c7d94acdf179,dc781e26ebf956cfa108d4556c690127ec358c6be881f320347d53af12b58bba,post_transfer_unique_voxel_pixel_equalization,39,1.1
coronacases_002,coronacases_002,final_outer_cv,0.0,pixel_dropout_matched_50,images/coronacases_002.npz,annotations/coronacases_002__pixel_dropout_matched_50.npz,a3577c0ac14cc53a3bb7898aedf79cbc606c44cf34b5e8b51c126b4e571f3d63,c22180e5a2b6dca49605fb19259e0deea317eb9c1dd749bab97ddd5c7c4c44ea,60d18f9ccc73e58a79a4be2d5c9b9bd5718c06cf8ef15d77bd9e450ab439f582,d45816e6a1033fa2bf1110a2a9067dd83272d5cd232569ce97b385717fd6f0b1,complete,e0dd79fe62aa0f22864e8fddf71b7fcc0a914e09e51cd52e6f45c7d94acdf179,dc781e26ebf956cfa108d4556c690127ec358c6be881f320347d53af12b58bba,post_transfer_unique_voxel_pixel_equalization,132,1.1
coronacases_002,coronacases_002,final_outer_cv,0.0,pixel_dropout_matched_75,images/coronacases_002.npz,annotations/coronacases_002__pixel_dropout_matched_75.npz,a3577c0ac14cc53a3bb7898aedf79cbc606c44cf34b5e8b51c126b4e571f3d63,96f45bbe6f05ae2df03821d5aa2a5fa5b2fdbd7bc3c74d8e39155036ab132f88,a47708ad8d5e8f6aa3e92ea054a632f2c88a9c0f459ae42614652428b3fc4ccd,5e3c2199a0f54040b0df1ab48c0aa5cd6a3da1d1d71729ecf02daf1e0ae3c2a6,complete,e0dd79fe62aa0f22864e8fddf71b7fcc0a914e09e51cd52e6f45c7d94acdf179,dc781e26ebf956cfa108d4556c690127ec358c6be881f320347d53af12b58bba,post_transfer_unique_voxel_pixel_equalization,201,1.1
coronacases_003,coronacases_003,final_outer_cv,3.0,complete,images/coronacases_003.npz,annotations/coronacases_003__complete.npz,a52aeeeee952e5e67144d756d8ba22a2eac2841149919f95934bc1e7f516235d,a2ecec4f7b4883498817d6646ce876604638b46e677ae63d4b12c7e09eb6dba0,ae370766cc7ef8f3b9240843234a4c09db157c786bed4cad7c82ddd854fa30ac,a2ecec4f7b4883498817d6646ce876604638b46e677ae63d4b12c7e09eb6dba0,complete,ae370766cc7ef8f3b9240843234a4c09db157c786bed4cad7c82ddd854fa30ac,a2ecec4f7b4883498817d6646ce876604638b46e677ae63d4b12c7e09eb6dba0,unchanged_from_v1_0,353,1.1
coronacases_003,coronacases_003,final_outer_cv,3.0,complete_fixed_25,images/coronacases_003.npz,annotations/coronacases_003__complete_fixed_25.npz,a52aeeeee952e5e67144d756d8ba22a2eac2841149919f95934bc1e7f516235d,87fdbe2e323cb9e2edf4d3fb271f9718b1ac83d29084a5986d60c0e13d2532fd,07b05dde7ae6e36c3239aed2ed4901db81f107d582a9be7875d00537aadfa0f1,87fdbe2e323cb9e2edf4d3fb271f9718b1ac83d29084a5986d60c0e13d2532fd,complete_fixed_25,07b05dde7ae6e36c3239aed2ed4901db81f107d582a9be7875d00537aadfa0f1,87fdbe2e323cb9e2edf4d3fb271f9718b1ac83d29084a5986d60c0e13d2532fd,fixed_pair_side_already_at_shared_training_grid_target_unchanged,260,1.1
coronacases_003,coronacases_003,final_outer_cv,3.0,complete_fixed_50,images/coronacases_003.npz,annotations/coronacases_003__complete_fixed_50.npz,a52aeeeee952e5e67144d756d8ba22a2eac2841149919f95934bc1e7f516235d,a2ecec4f7b4883498817d6646ce876604638b46e677ae63d4b12c7e09eb6dba0,ae370766cc7ef8f3b9240843234a4c09db157c786bed4cad7c82ddd854fa30ac,a2ecec4f7b4883498817d6646ce876604638b46e677ae63d4b12c7e09eb6dba0,complete_fixed_50,ae370766cc7ef8f3b9240843234a4c09db157c786bed4cad7c82ddd854fa30ac,a2ecec4f7b4883498817d6646ce876604638b46e677ae63d4b12c7e09eb6dba0,fixed_pair_side_already_at_shared_training_grid_target_unchanged,353,1.1
coronacases_003,coronacases_003,final_outer_cv,3.0,complete_fixed_75,images/coronacases_003.npz,annotations/coronacases_003__complete_fixed_75.npz,a52aeeeee952e5e67144d756d8ba22a2eac2841149919f95934bc1e7f516235d,a2ecec4f7b4883498817d6646ce876604638b46e677ae63d4b12c7e09eb6dba0,ae370766cc7ef8f3b9240843234a4c09db157c786bed4cad7c82ddd854fa30ac,a2ecec4f7b4883498817d6646ce876604638b46e677ae63d4b12c7e09eb6dba0,complete_fixed_75,ae370766cc7ef8f3b9240843234a4c09db157c786bed4cad7c82ddd854fa30ac,a2ecec4f7b4883498817d6646ce876604638b46e677ae63d4b12c7e09eb6dba0,fixed_pair_side_already_at_shared_training_grid_target_unchanged,353,1.1
coronacases_003,coronacases_003,final_outer_cv,3.0,component_fixed_25,images/coronacases_003.npz,annotations/coronacases_003__component_fixed_25.npz,a52aeeeee952e5e67144d756d8ba22a2eac2841149919f95934bc1e7f516235d,e05fa42b791b3a5d29df87e9044798ee2d82d9c3ddf2fd770d5664bf7b38d2d1,26a437a6a856e2db45a75fbe730d2da61906b27b773f8b31e6c7f6f691b2aea5,b573f6a783178256e50f4fc6f488a6b47ee4908b45cf1b17894ebce12588b32d,component_fixed_25,26a437a6a856e2db45a75fbe730d2da61906b27b773f8b31e6c7f6f691b2aea5,b573f6a783178256e50f4fc6f488a6b47ee4908b45cf1b17894ebce12588b32d,post_transfer_fixed_pair_unique_voxel_thinning,260,1.1
coronacases_003,coronacases_003,final_outer_cv,3.0,component_fixed_50,images/coronacases_003.npz,annotations/coronacases_003__component_fixed_50.npz,a52aeeeee952e5e67144d756d8ba22a2eac2841149919f95934bc1e7f516235d,81873525b3d464ce0977f389d6a2abf2ab6bc02db51ac979b319e7ce8c9a7aed,b4041571e661c5e2beb7f9c4c2ef3bddf9b104cd79e7e61dd11db3f4f58e562a,ea31da59a6afc826024cbbf8010154849a1b39344c505594173a416a891701e0,component_fixed_50,b4041571e661c5e2beb7f9c4c2ef3bddf9b104cd79e7e61dd11db3f4f58e562a,ea31da59a6afc826024cbbf8010154849a1b39344c505594173a416a891701e0,post_transfer_fixed_pair_unique_voxel_thinning,353,1.1
coronacases_003,coronacases_003,final_outer_cv,3.0,component_fixed_75,images/coronacases_003.npz,annotations/coronacases_003__component_fixed_75.npz,a52aeeeee952e5e67144d756d8ba22a2eac2841149919f95934bc1e7f516235d,fe144afe44f6567f82a389d7dfe389c78fcff46f81c629a650a2adae3d7ec0fc,2e61a9cbb8c318e5fd2ef364945846247a896cf177d76dbbeb2a51b93462dc03,3ffaf1b4aee36edb057d96f5f7e69c5f1907c598498b77aecd97065a6843a01d,component_fixed_75,2e61a9cbb8c318e5fd2ef364945846247a896cf177d76dbbeb2a51b93462dc03,3ffaf1b4aee36edb057d96f5f7e69c5f1907c598498b77aecd97065a6843a01d,post_transfer_fixed_pair_unique_voxel_thinning,353,1.1
coronacases_003,coronacases_003,final_outer_cv,3.0,component_natural_25,images/coronacases_003.npz,annotations/coronacases_003__component_natural_25.npz,a52aeeeee952e5e67144d756d8ba22a2eac2841149919f95934bc1e7f516235d,390faf719c7875f8f6d84b70933ac4d5cf11d8230c84dc6d57f23a7a3657e383,58fd664fdce3db9c0aaf7016644c2ee24985fc0788a8ed8eabc49ad9741e2ea8,390faf719c7875f8f6d84b70933ac4d5cf11d8230c84dc6d57f23a7a3657e383,component_natural_25,58fd664fdce3db9c0aaf7016644c2ee24985fc0788a8ed8eabc49ad9741e2ea8,390faf719c7875f8f6d84b70933ac4d5cf11d8230c84dc6d57f23a7a3657e383,natural_component_omission_unchanged,83,1.1
coronacases_003,coronacases_003,final_outer_cv,3.0,component_natural_50,images/coronacases_003.npz,annotations/coronacases_003__component_natural_50.npz,a52aeeeee952e5e67144d756d8ba22a2eac2841149919f95934bc1e7f516235d,2d4f06d20d38225481aa5f9922cb7ca1f8c95e76a95e490f186c3e06cf5faaf9,f22361ef6cae1c4f2e1797fcf81c2f4c6f25bbb0bff788d6be2189dc63877a39,2d4f06d20d38225481aa5f9922cb7ca1f8c95e76a95e490f186c3e06cf5faaf9,component_natural_50,f22361ef6cae1c4f2e1797fcf81c2f4c6f25bbb0bff788d6be2189dc63877a39,2d4f06d20d38225481aa5f9922cb7ca1f8c95e76a95e490f186c3e06cf5faaf9,natural_component_omission_unchanged,174,1.1
coronacases_003,coronacases_003,final_outer_cv,3.0,component_natural_75,images/coronacases_003.npz,annotations/coronacases_003__component_natural_75.npz,a52aeeeee952e5e67144d756d8ba22a2eac2841149919f95934bc1e7f516235d,4faad7dd8052222579d1aeee7e91afcb1921f9c261f0fbe2de84eb8e358cd34d,5ffe41fba898907a08cbf8a810a54f31f49a5fbf4585877776177d89bdebcf4b,4faad7dd8052222579d1aeee7e91afcb1921f9c261f0fbe2de84eb8e358cd34d,component_natural_75,5ffe41fba898907a08cbf8a810a54f31f49a5fbf4585877776177d89bdebcf4b,4faad7dd8052222579d1aeee7e91afcb1921f9c261f0fbe2de84eb8e358cd34d,natural_component_omission_unchanged,271,1.1
coronacases_003,coronacases_003,final_outer_cv,3.0,pixel_dropout_matched_25,images/coronacases_003.npz,annotations/coronacases_003__pixel_dropout_matched_25.npz,a52aeeeee952e5e67144d756d8ba22a2eac2841149919f95934bc1e7f516235d,632a82ed667f0e7ebd7855b8ee9ef004e3ee7859a6d6532d158261a0c378d514,214afb9356df5d65c616837386d36d96f555276eaa844f90bc2fdb8e804084d6,586cb9bd8eefea4725f7d7493c9e240f72d6e375042d14b691cf0b8a325771ae,complete,ae370766cc7ef8f3b9240843234a4c09db157c786bed4cad7c82ddd854fa30ac,a2ecec4f7b4883498817d6646ce876604638b46e677ae63d4b12c7e09eb6dba0,post_transfer_unique_voxel_pixel_equalization,83,1.1
