case_id,source_subject_key,role,outer_fold,condition_id,coverage_fraction,geometry,eligible_components,selected_components,native_positive_budget_B_i,foreground_unique_voxels,background_unique_voxels,mean_component_annotation_nn_mm,mean_annotation_connected_sets_per_component,selected_component_ids,selected_component_quotas,foreground_semantic_sha256,background_semantic_sha256,annotation_semantic_sha256,artifact_file,artifact_file_sha256,trainer_eligible
coronacases_002,coronacases_002,final_outer_cv,0,C50_DIS,0.5,dispersed,27,14,280,280,280,5.889546850180468,18.571428571428573,15;27;6;19;16;12;21;2;23;18;20;26;14;1,20;20;20;20;20;20;20;20;20;20;20;20;20;20,5090c9b95a16b377885c74f482196bef1404e6b72da20054a91cc108fff9179c,b831f7df87d51edbefd8c012bad4f835657518b18e43f4d74d2fdbb9e0f9142a,10e16c4717cce346dc122495fb5328d09dddf07db32d1d6a86b52c8f5b2ce289,data/cova3d_native_candidates_v1_0/coronacases_002/C50_DIS.npz,eb36b07da2cdaeec016a717bac145f03cc1479d46ee678c7110e1abe48b3487a,False
coronacases_002,coronacases_002,final_outer_cv,0,C50_FRG,0.5,fragmented,27,14,280,280,280,0.6952566964285715,2.9285714285714284,15;27;6;19;16;12;21;2;23;18;20;26;14;1,20;20;20;20;20;20;20;20;20;20;20;20;20;20,05e748a8740a7aeccfe08b4d36837467aa6c68d39a7b7b1f2e16d7c2becf59f5,b831f7df87d51edbefd8c012bad4f835657518b18e43f4d74d2fdbb9e0f9142a,d37b3b954dc3eec29dd0ef8a9a24391fc3ccd251e7e6b8b49b5600087bdd810f,data/cova3d_native_candidates_v1_0/coronacases_002/C50_FRG.npz,0d00bd00d4c675dccde42f28e7d2bc5568f23b92c8214da268db0411de357164,False
coronacases_003,coronacases_003,final_outer_cv,3,C100_COH,1.0,coherent,39,39,400,400,400,0.7900239149374136,1.0,39;16;38;26;20;43;12;34;35;14;2;6;42;29;30;27;37;5;40;4;3;1;15;41;22;25;21;13;9;32;36;33;10;28;44;31;8;23;18,11;11;11;11;11;11;11;11;11;11;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10,89a45f7952e4fe8202b8e03fcc76bca9531ee813d27d75287194a73292bf9c21,ef21abd1096446f80227ed3de27584fbb76d3b95a916dda80e8ec972da48f74e,9d505169874b26bc947327bf6cf8049071d8ebf30e9a42012347b00e27416329,data/cova3d_native_candidates_v1_0/coronacases_003/C100_COH.npz,d05a61b4814d62be3de6b2834251ae67df440bacb46893614b823cde9099b94e,False
coronacases_003,coronacases_003,final_outer_cv,3,C100_DIS,1.0,dispersed,39,39,400,400,400,8.476182797014237,10.205128205128204,39;16;38;26;20;43;12;34;35;14;2;6;42;29;30;27;37;5;40;4;3;1;15;41;22;25;21;13;9;32;36;33;10;28;44;31;8;23;18,11;11;11;11;11;11;11;11;11;11;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10,2a942a5ab191926caad5048ee83a1c605c1ae475739e3009e30f573b3f31671c,ef21abd1096446f80227ed3de27584fbb76d3b95a916dda80e8ec972da48f74e,b691c6e7c95267fe751342203e22864b4c5bdd3296a2fd0c16df4f97cb3d2ceb,data/cova3d_native_candidates_v1_0/coronacases_003/C100_DIS.npz,32fd7437cc98ba669c7c5c379ed21a6932fcc443d3baaf1105db7cec1118cb30,False
coronacases_003,coronacases_003,final_outer_cv,3,C100_FRG,1.0,fragmented,39,39,400,400,400,0.736328125,3.0,39;16;38;26;20;43;12;34;35;14;2;6;42;29;30;27;37;5;40;4;3;1;15;41;22;25;21;13;9;32;36;33;10;28;44;31;8;23;18,11;11;11;11;11;11;11;11;11;11;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10,5a2ad906db91b6db7012869f0b2e81ee5c921db885c7448247ef977baa2e35f8,ef21abd1096446f80227ed3de27584fbb76d3b95a916dda80e8ec972da48f74e,220632f2b8abb822c594df56170a23f0218d637cf0aaab886c801c2fa2b80105,data/cova3d_native_candidates_v1_0/coronacases_003/C100_FRG.npz,5cd8034919e6aa43a06a64f05e5fd60b63b7cdcf844350da073d41b958502953,False
coronacases_003,coronacases_003,final_outer_cv,3,C50_COH,0.5,coherent,39,20,400,400,400,0.7665596377401569,1.0,39;16;38;26;20;43;12;34;35;14;2;6;42;29;30;27;37;5;40;4,20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20,94ed49cd730f7ed1cfb33a650c8934122388a7547f468f6baf1a5b24f50c3c62,ef21abd1096446f80227ed3de27584fbb76d3b95a916dda80e8ec972da48f74e,79789b7ab240a40ac6705c03007c458104e24de5d4314654e88370856ff50015,data/cova3d_native_candidates_v1_0/coronacases_003/C50_COH.npz,c07638b9ed5a879365aa2dbd12a17bfcc962170d3a020edf9f249c283c9918b7,False
coronacases_003,coronacases_003,final_outer_cv,3,C50_DIS,0.5,dispersed,39,20,400,400,400,5.494428629026603,18.05,39;16;38;26;20;43;12;34;35;14;2;6;42;29;30;27;37;5;40;4,20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20,121d7c8ceb9c1cddb63c26b94a8eaa9406a0ee1911d1fe1a777033fa6f467b4c,ef21abd1096446f80227ed3de27584fbb76d3b95a916dda80e8ec972da48f74e,139cd68f44493dff12f18da96a94844fd06022292ea308d43a43925dfa4c0d00,data/cova3d_native_candidates_v1_0/coronacases_003/C50_DIS.npz,ce5c305576c59ef4774b7f352a4b2b74411c31d645d5cd46aa8c170d1487239c,False
coronacases_003,coronacases_003,final_outer_cv,3,C50_FRG,0.5,fragmented,39,20,400,400,400,0.7420556640625,3.0,39;16;38;26;20;43;12;34;35;14;2;6;42;29;30;27;37;5;40;4,20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20,d198af1348f726bea1c84c1a3d4f56bd1f53b785a7e447389a086935d377a721,ef21abd1096446f80227ed3de27584fbb76d3b95a916dda80e8ec972da48f74e,2b05d82293a8f4a06209aecf000ecc685c04bbabdb792b4aec1fdef382489916,data/cova3d_native_candidates_v1_0/coronacases_003/C50_FRG.npz,ae2733f6f21d0c0ca7ca06bcff1358f53b0e373982a40d0bce3ec150ba8fe27f,False
coronacases_004,coronacases_004,permanent_development,,C100_COH,1.0,coherent,8,8,80,80,80,0.7091346602538492,1.0,4;2;9;5;1;12;6;3,10;10;10;10;10;10;10;10,ee5f725e0c8ee06daee741ab8b275d21028a51691514088abe267c095b8c4168,855dd2c6709698cc00ad05147fa729df107323cd0e0d7867c011286c9d7b79c8,8351af0dfcc6a6a939d3cdc0cec6ddbc38a05c477fa2b6e1b6b792645bdc3745,data/cova3d_native_candidates_v1_0/coronacases_004/C100_COH.npz,980ed7a0df19e10fde57a05138f6b7e08029c64b16b58e5b3c08aa95f8d98449,False
coronacases_004,coronacases_004,permanent_development,,C100_DIS,1.0,dispersed,8,8,80,80,80,7.63732345817442,10.0,4;2;9;5;1;12;6;3,10;10;10;10;10;10;10;10,ac0eb603d887401551be2fcc72db48b1c6bb3474eb1f26eb5b30d35e7e21cbc5,855dd2c6709698cc00ad05147fa729df107323cd0e0d7867c011286c9d7b79c8,43367232807457f1e6009ed41b383459312bf4becfcc4797d36f10fe2cdbef34,data/cova3d_native_candidates_v1_0/coronacases_004/C100_DIS.npz,29e56494119aac01fc6caf6b520452c7e6c3ed26fb8dc7de0b315ef7bf1fa465,False
coronacases_004,coronacases_004,permanent_development,,C100_FRG,1.0,fragmented,8,8,80,80,80,0.6835939884185791,3.0,4;2;9;5;1;12;6;3,10;10;10;10;10;10;10;10,a673f15c6be1cba562e639e19bbe9a81efbd2036a27e04b00738828ff8c28691,855dd2c6709698cc00ad05147fa729df107323cd0e0d7867c011286c9d7b79c8,81d5726a69fa0c905d14fbc9edf508bdc8495b4434227acdbef385bcafb99255,data/cova3d_native_candidates_v1_0/coronacases_004/C100_FRG.npz,2837908aac899e5e2f3d4bc50fed0583abd8f0ae2c944753862c0b4c1e286ca2,False
coronacases_004,coronacases_004,permanent_development,,C50_COH,0.5,coherent,8,4,80,80,80,0.6835939884185791,1.0,4;2;9;5,20;20;20;20,640e1981c9e6c3790e67995652ac56f2ad6596c4c8536b77027ec0cd626da045,855dd2c6709698cc00ad05147fa729df107323cd0e0d7867c011286c9d7b79c8,0dda60c5be5df330457f3e3489c2a08add4d266e4d695569b2ae9643d3da6d9f,data/cova3d_native_candidates_v1_0/coronacases_004/C50_COH.npz,83ec185a2aae33945373822772bc2eb4dc26be5d1bf78152cd123389f4d84bf8,False
coronacases_004,coronacases_004,permanent_development,,C50_DIS,0.5,dispersed,8,4,80,80,80,2.7153328123135836,17.25,4;2;9;5,20;20;20;20,345d75238f984e58df5026da8df388d1a300aaf15c8ce571e18825397271710a,855dd2c6709698cc00ad05147fa729df107323cd0e0d7867c011286c9d7b79c8,1d41cc55155dca0bec187703bbc0391f0319a450dce4eef2025f7304c3c174e3,data/cova3d_native_candidates_v1_0/coronacases_004/C50_DIS.npz,4c4a6aa6e8eb2683814587702df9e7d5919a6706179fafefa6ae0cf178f9eda3,False
coronacases_004,coronacases_004,permanent_development,,C50_FRG,0.5,fragmented,8,4,80,80,80,0.6985829862371069,3.0,4;2;9;5,20;20;20;20,3bd8712194a68eb538359d2d24484296a920950459e9e062fc85c9b51a868fe8,855dd2c6709698cc00ad05147fa729df107323cd0e0d7867c011286c9d7b79c8,9f6148dd5e7cee62cfcc7d28c98f81cd9e4efd2fd1c64be08756851978b3b9e6,data/cova3d_native_candidates_v1_0/coronacases_004/C50_FRG.npz,04628b81fb7481b26fc284b98142d58b2ad2e17e38828a29f780936126d57e28,False
coronacases_005,coronacases_005,final_outer_cv,0,C100_COH,1.0,coherent,3,3,40,40,40,0.7256483021555655,1.0,2;3;1,14;13;13,f98fde5ecf4cebef51f919663c4a9e47a706fa8480a052974e7f19a8d73b5e4a,5fdcd78225c145a6f8a4713401f6b4cdf3ad92ca0494bb4e437033c90f321525,7563644bfed132cbf4f8aae97a8d2b64c41c6fea29883356f25f2e48d30c7be3,data/cova3d_native_candidates_v1_0/coronacases_005/C100_COH.npz,d9666cfef9f7d679619901bc7770795e6dd855b8cf09f7913fa02290506a7d68,False
coronacases_005,coronacases_005,final_outer_cv,0,C100_DIS,1.0,dispersed,3,3,40,40,40,11.161497699596525,13.333333333333334,2;3;1,14;13;13,68bad146d9d337ffeea109e61a22354603b84e03bfdb7077622cdcf7c7b76191,5fdcd78225c145a6f8a4713401f6b4cdf3ad92ca0494bb4e437033c90f321525,52055b2129f67e6902e44dd48e895f8015b68b2f06dcb389fcc865babc4e490a,data/cova3d_native_candidates_v1_0/coronacases_005/C100_DIS.npz,9e7c3d1b532205545edc05b5275f0d403ce2f61337888124fe3a1af69eeb3885,False
coronacases_005,coronacases_005,final_outer_cv,0,C100_FRG,1.0,fragmented,3,3,40,40,40,0.6911274648848034,3.0,2;3;1,14;13;13,fe51182c0fee6061e58a1e1d2ab1051c3d34269a0757d08aa292ba07070f2fbd,5fdcd78225c145a6f8a4713401f6b4cdf3ad92ca0494bb4e437033c90f321525,8392638e953eb6cd475d82ee1dde736ae92f678bdaff59c5011d67473831c29a,data/cova3d_native_candidates_v1_0/coronacases_005/C100_FRG.npz,ae3c64d5105781b0afb49e41be06c4fe0c86c93f0f69596d8385b0a8869e5bb9,False
coronacases_005,coronacases_005,final_outer_cv,0,C50_COH,0.5,coherent,3,2,40,40,40,0.7109448812205128,1.0,2;3,20;20,d6f4f37a501de36c79e0f0ddfe7b5cb9ca0bbc389abdc643cfc0f0fa6b08f5ae,5fdcd78225c145a6f8a4713401f6b4cdf3ad92ca0494bb4e437033c90f321525,ed8ecbd3318a2ca430ff91b3d8771d017f7104769b12fa3d672278bc07cd062f,data/cova3d_native_candidates_v1_0/coronacases_005/C50_COH.npz,56da3d36efaa374beae1f595682ef6507d1b2030f5776dc30246ee9adceeb3f4,False
coronacases_005,coronacases_005,final_outer_cv,0,C50_DIS,0.5,dispersed,3,2,40,40,40,11.174348271781364,17.5,2;3,20;20,84ad64f0be96e035f24790b17e4da5b489b7fa1e56e739ab97e9822e1a10c0b8,5fdcd78225c145a6f8a4713401f6b4cdf3ad92ca0494bb4e437033c90f321525,95db1ca212813cb5fd953fd2ef295240bf3c1d32644517bd85ad51e828892691,data/cova3d_native_candidates_v1_0/coronacases_005/C50_DIS.npz,1bd44ae6f4713bd843dc87ea3f4fb6d838638b30f2549f247e93f036129bc996,False
coronacases_005,coronacases_005,final_outer_cv,0,C50_FRG,0.5,fragmented,3,2,40,40,40,0.6994142889976501,3.0,2;3,20;20,b39b28213ded5f90d63d0296309fa645894b21814f1dd5b678d3d45b75959178,5fdcd78225c145a6f8a4713401f6b4cdf3ad92ca0494bb4e437033c90f321525,c00fdcf828cd8d4811a4dd81aa9b3daf7ee27b70a88aa03f7c3fbec8a9850c67,data/cova3d_native_candidates_v1_0/coronacases_005/C50_FRG.npz,fabbaee41e243760f07720d031a6989b1e28d5b55fc5bff09a4c5937477ccdd1,False
coronacases_006,coronacases_006,final_outer_cv,2,C100_COH,1.0,coherent,2,2,20,20,20,0.9171182380499355,1.0,1;2,10;10,e940f494cca596fd5fe001f1e5839175e32330e583d81faa237faca7aef36e3d,75531151f5a23e93b1a47e03ffd5140af794ef542bf397181554c4ce3e73eac9,889a3f326c702cc2496b88fe682f93cc428bc1f3454de8e35bd2c7ce9d1d14f0,data/cova3d_native_candidates_v1_0/coronacases_006/C100_COH.npz,4c2653c489d3ebac638ce036b430998bb5022ded00ca998e2ec5d586cc7e2f69,False
coronacases_006,coronacases_006,final_outer_cv,2,C100_DIS,1.0,dispersed,2,2,20,20,20,24.973556550788153,10.0,1;2,10;10,c7d21490f340f82820c33ab2da0804b28b687313a87011a6788927baee23ec5a,75531151f5a23e93b1a47e03ffd5140af794ef542bf397181554c4ce3e73eac9,901f4d634d0228b786ec711ea59a21c29ea8bd54a586b82c865132170be0b952,data/cova3d_native_candidates_v1_0/coronacases_006/C100_DIS.npz,6f78dffda803b2a89e013277b20fe2d12fdc3603a9eb69f73e444222b79048ae,False
coronacases_006,coronacases_006,final_outer_cv,2,C100_FRG,1.0,fragmented,2,2,20,20,20,0.759765625,3.0,1;2,10;10,78feb2abb76f523f90939d3a4a9b641194959f229e53a0432a5e5f195c0a071f,75531151f5a23e93b1a47e03ffd5140af794ef542bf397181554c4ce3e73eac9,77f0023d32c02258a360d91605f0c4e4bcdafc19787870d0564959e0e6d2bf3e,data/cova3d_native_candidates_v1_0/coronacases_006/C100_FRG.npz,27d006bb61f4418ea6e43d882dd422a5befdb4dc90b54705793f86c334efb6b9,False
coronacases_006,coronacases_006,final_outer_cv,2,C50_COH,0.5,coherent,2,1,20,20,20,0.759765625,1.0,1,20,0cbaf83de010d8d880167f655637c7f6e418cc18af46547355bdd15caffa1f51,75531151f5a23e93b1a47e03ffd5140af794ef542bf397181554c4ce3e73eac9,a670ce4ad6201119a04cac9d4ccf7cb48ad9a903b5ba87eda9c8e03a507a6f71,data/cova3d_native_candidates_v1_0/coronacases_006/C50_COH.npz,f00ccc39715fb3bfc4c622a4d104d8e52c4497cc5bd190c0401660f37196139c,False
coronacases_006,coronacases_006,final_outer_cv,2,C50_DIS,0.5,dispersed,2,1,20,20,20,7.545252237282192,20.0,1,20,26a5771b03b193e7a237357afe3a40648c405dbeb8faef6be62ca03443158ce0,75531151f5a23e93b1a47e03ffd5140af794ef542bf397181554c4ce3e73eac9,3ba27dad97c8537e59c7f8b3604eef1f57285d30de22dd8655d6b5791ce0bbb7,data/cova3d_native_candidates_v1_0/coronacases_006/C50_DIS.npz,6c14e7c7d9eac7983bdf4f97627ccd8a524782adea04442616887d2d58b8faa5,False
coronacases_006,coronacases_006,final_outer_cv,2,C50_FRG,0.5,fragmented,2,1,20,20,20,0.759765625,3.0,1,20,b1d2ba227623e5b360515e0e8c611da7c8bcb0cf2021c35872b7f33fb0e73120,75531151f5a23e93b1a47e03ffd5140af794ef542bf397181554c4ce3e73eac9,93803390b79013c17d39a6b9186fcb3c218e29d7f52076d9f5fd6ea15dac20e9,data/cova3d_native_candidates_v1_0/coronacases_006/C50_FRG.npz,bf9174bb8c925495f30654cc52ad1af5802272bd06f92b7f77a5effff2bfc7ce,False
coronacases_007,coronacases_007,final_outer_cv,2,C100_COH,1.0,coherent,9,9,100,100,100,0.8088371963462053,1.0,9;4;8;5;2;7;1;6;3,12;11;11;11;11;11;11;11;11,fb0c023f29fd5f69df03558de76e5a648980d263935b41f787e5df8ce3a97e85,0921ab68254fe7faa53f6f5542e0c061b091d0749224e8f90db204cf82e33a77,3cec5b24cd6e9199d6a0d59708be45b3ad35afff78619dfcc3a4ef01d9e4e7d2,data/cova3d_native_candidates_v1_0/coronacases_007/C100_COH.npz,be148e2adc634fa907875994ac5d1ba93b85848209875c0ca98059658b1ac9d1,False
coronacases_007,coronacases_007,final_outer_cv,2,C100_DIS,1.0,dispersed,9,9,100,100,100,9.240667437296985,11.11111111111111,9;4;8;5;2;7;1;6;3,12;11;11;11;11;11;11;11;11,f4a944a0d553fb4c2e7d2b40bbd36c9c18f6c9f3853f3b61d2166190a19c8d78,0921ab68254fe7faa53f6f5542e0c061b091d0749224e8f90db204cf82e33a77,19a3d501547e0e105bc7e9812c2a5bcb82290321e622cf576a1cedfa1b7f3095,data/cova3d_native_candidates_v1_0/coronacases_007/C100_DIS.npz,d5a70ab2abafed198f897962dac504535f8eb09d769693ddef1f2362b20ef59e,False
coronacases_007,coronacases_007,final_outer_cv,2,C100_FRG,1.0,fragmented,9,9,100,100,100,0.724249329229798,3.0,9;4;8;5;2;7;1;6;3,12;11;11;11;11;11;11;11;11,e0a77f78de1ffe9e25e01ad139340d7a5ff1f4135c23a25d66993710cd77583a,0921ab68254fe7faa53f6f5542e0c061b091d0749224e8f90db204cf82e33a77,89f4c1cc8de9db51f2da2dee58eb0bad64e5854aafee4c83a1ab252998317eab,data/cova3d_native_candidates_v1_0/coronacases_007/C100_FRG.npz,46dc75d4e21ed75049762bbd1966e3fe88b5f78c64188e1b87c63d8d6277cc59,False
coronacases_007,coronacases_007,final_outer_cv,2,C50_COH,0.5,coherent,9,5,100,100,100,0.7885232871151862,1.0,9;4;8;5;2,20;20;20;20;20,3d23b043b80d8c4896c1c64c4e65ea16e2e4952ba1ecd5b9c482a6740ff72650,0921ab68254fe7faa53f6f5542e0c061b091d0749224e8f90db204cf82e33a77,995a5d1a1228f3eb0910b5c30ccb53971f73473b2634f371bf0c841a0a19cffc,data/cova3d_native_candidates_v1_0/coronacases_007/C50_COH.npz,fe64c3e3f3a49c65d05d89523cf4eee34f3823192d473b5fb1b685ae2b5a655f,False
coronacases_007,coronacases_007,final_outer_cv,2,C50_DIS,0.5,dispersed,9,5,100,100,100,7.213912143120322,20.0,9;4;8;5;2,20;20;20;20;20,155c9d2d19c0f20136b6f16bcf2f695291c84c9524ab7bc3a9b3ccbe308a90c6,0921ab68254fe7faa53f6f5542e0c061b091d0749224e8f90db204cf82e33a77,90e2154166f2198d2df719d9e4d5eb8510e7d97c927f7f8beb55fb328f0b376a,data/cova3d_native_candidates_v1_0/coronacases_007/C50_DIS.npz,d787b89b91adf5ae9610e11f90f61351b13fb4125909151871e79ee529faf622,False
