case_id,component_native_id,component_volume_ml,selected_in_C50,selected_in_C100,C50_resolution_class,C100_resolution_class,cross_coverage_discordant,minimum_common_raw_capacity_across_available_coverages,minimum_common_geometry_capacity_across_available_coverages,global_resolution_class,minimum_train_quota,geometry_claim_allowed,shared_anchor_required,A1_3_operational_geometry_class,A1_3_trigger,A1_3_geometry_claim_allowed
coronacases_001,30,0.3383480113581827,True,True,GEOMETRY_RESOLVABLE,GEOMETRY_RESOLVABLE,False,2,2,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_001,31,0.1741014039027542,True,True,GEOMETRY_RESOLVABLE,GEOMETRY_RESOLVABLE,False,2,2,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_001,32,7.16378003077597,True,True,GEOMETRY_RESOLVABLE,GEOMETRY_RESOLVABLE,False,3,3,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_001,33,0.3869650071649896,False,True,,GEOMETRY_RESOLVABLE,False,3,3,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_OPERATIONALLY_NEUTRAL_ALIAS,A1.3_exact_geometry_alias,False
coronacases_001,35,5.336700769441784,False,True,,GEOMETRY_RESOLVABLE,False,4,4,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_001,37,6.659871439102715,True,True,GEOMETRY_RESOLVABLE,GEOMETRY_RESOLVABLE,False,3,3,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_001,38,0.2647655312181508,False,True,,GEOMETRY_RESOLVABLE,False,2,2,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_001,39,12.372368446402518,False,True,,GEOMETRY_RESOLVABLE,False,4,4,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_001,40,0.3547726721037256,False,True,,GEOMETRY_RESOLVABLE,False,3,3,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_001,42,0.2168055218411656,False,True,,GEOMETRY_RESOLVABLE,False,3,3,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_001,43,5.407655303862528,False,True,,GEOMETRY_RESOLVABLE,False,3,3,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_OPERATIONALLY_NEUTRAL_ALIAS,A1.3_exact_geometry_alias,False
coronacases_001,44,0.2161485354113439,False,True,,RESOLUTION_LIMITED,False,1,0,GLOBAL_RESOLUTION_LIMITED,1,False,True,GLOBAL_RESOLUTION_NEUTRAL,A1.2_resolution_limit,False
coronacases_001,45,0.185927159639545,False,True,,GEOMETRY_RESOLVABLE,False,3,3,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_001,46,0.1064318016311176,False,True,,GEOMETRY_RESOLVABLE,False,3,3,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_OPERATIONALLY_NEUTRAL_ALIAS,A1.3_exact_geometry_alias,False
coronacases_001,48,2.476838840427862,False,True,,GEOMETRY_RESOLVABLE,False,3,3,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_001,50,0.1261413945257691,False,True,,GEOMETRY_RESOLVABLE,False,3,3,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_001,51,0.6103403933043724,True,True,GEOMETRY_RESOLVABLE,GEOMETRY_RESOLVABLE,False,2,2,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_001,53,0.1754153767623976,False,True,,GEOMETRY_RESOLVABLE,False,2,2,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_001,55,0.2154915489815222,False,True,,GEOMETRY_RESOLVABLE,False,3,3,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_001,56,0.5157343474100455,False,True,,GEOMETRY_RESOLVABLE,False,3,3,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_002,1,15.839381217956545,True,True,GEOMETRY_RESOLVABLE,GEOMETRY_RESOLVABLE,False,4,4,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_002,2,28.66677761077881,True,True,GEOMETRY_RESOLVABLE,GEOMETRY_RESOLVABLE,False,6,6,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_002,3,24.04120445251465,False,True,,GEOMETRY_RESOLVABLE,False,4,4,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_002,4,0.4654312133789062,False,True,,GEOMETRY_RESOLVABLE,False,3,3,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_002,5,0.8572626113891602,False,True,,GEOMETRY_RESOLVABLE,False,6,6,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_002,6,0.4359912872314453,True,True,GEOMETRY_RESOLVABLE,GEOMETRY_RESOLVABLE,False,4,4,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_002,7,3.1500720977783203,False,True,,GEOMETRY_RESOLVABLE,False,5,5,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_002,8,22.78229713439941,False,True,,GEOMETRY_RESOLVABLE,False,6,6,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_002,9,3.829994201660156,False,True,,GEOMETRY_RESOLVABLE,False,4,4,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_002,10,4.347295761108398,False,True,,GEOMETRY_RESOLVABLE,False,5,5,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_002,11,0.1093482971191406,False,True,,RESOLUTION_LIMITED,False,5,0,GLOBAL_RESOLUTION_LIMITED,1,False,True,GLOBAL_RESOLUTION_NEUTRAL,A1.2_resolution_limit,False
coronacases_002,12,0.3399610519409179,True,True,GEOMETRY_RESOLVABLE,GEOMETRY_RESOLVABLE,False,6,6,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_002,13,1.0072660446166992,False,True,,GEOMETRY_RESOLVABLE,False,6,6,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_002,14,0.1682281494140625,True,True,GEOMETRY_RESOLVABLE,GEOMETRY_RESOLVABLE,False,3,3,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_002,15,0.7114648818969727,True,True,GEOMETRY_RESOLVABLE,GEOMETRY_RESOLVABLE,False,6,6,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_002,16,21.999335289001465,True,True,GEOMETRY_RESOLVABLE,GEOMETRY_RESOLVABLE,False,6,6,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_002,17,0.2537441253662109,False,True,,GEOMETRY_RESOLVABLE,False,6,6,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_002,18,0.3960371017456054,True,True,GEOMETRY_RESOLVABLE,GEOMETRY_RESOLVABLE,False,6,6,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_002,19,2.599825859069824,True,True,GEOMETRY_RESOLVABLE,GEOMETRY_RESOLVABLE,False,5,5,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_002,20,5.25853157043457,True,True,GEOMETRY_RESOLVABLE,GEOMETRY_RESOLVABLE,False,4,4,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_002,21,1.870136260986328,True,True,GEOMETRY_RESOLVABLE,GEOMETRY_RESOLVABLE,False,4,4,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_002,22,28.2216739654541,False,True,,GEOMETRY_RESOLVABLE,False,4,4,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_002,23,1.8259763717651367,True,True,GEOMETRY_RESOLVABLE,GEOMETRY_RESOLVABLE,False,5,5,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_002,24,4.905252456665039,False,True,,GEOMETRY_RESOLVABLE,False,4,4,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_002,25,16.984033584594727,False,True,,GEOMETRY_RESOLVABLE,False,4,4,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_002,26,0.7780551910400391,True,True,GEOMETRY_RESOLVABLE,GEOMETRY_RESOLVABLE,False,6,6,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_002,27,0.1002359390258789,True,True,RESOLUTION_LIMITED,RESOLUTION_LIMITED,False,3,0,GLOBAL_RESOLUTION_LIMITED,1,False,True,GLOBAL_RESOLUTION_NEUTRAL,A1.2_resolution_limit,False
coronacases_003,1,498.867129650116,False,True,,GEOMETRY_RESOLVABLE,False,4,4,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_003,2,0.4627498683929443,True,True,GEOMETRY_RESOLVABLE,GEOMETRY_RESOLVABLE,False,5,5,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_003,3,6.543559650421143,False,True,,GEOMETRY_RESOLVABLE,False,5,5,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_003,4,0.1618404636383056,True,True,RESOLUTION_LIMITED,GEOMETRY_RESOLVABLE,True,4,0,GLOBAL_RESOLUTION_LIMITED,1,False,True,GLOBAL_RESOLUTION_NEUTRAL,A1.2_resolution_limit,False
coronacases_003,5,0.2740715389251709,True,True,GEOMETRY_RESOLVABLE,GEOMETRY_RESOLVABLE,False,7,7,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_003,6,1.5069868297576905,True,True,GEOMETRY_RESOLVABLE,GEOMETRY_RESOLVABLE,False,4,4,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_003,8,0.2236488819122314,False,True,,GEOMETRY_RESOLVABLE,False,6,6,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_003,9,0.2643123149871826,False,True,,GEOMETRY_RESOLVABLE,False,5,5,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_003,10,0.4269660472869873,False,True,,GEOMETRY_RESOLVABLE,False,6,6,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_003,12,0.2252754192352294,True,True,GEOMETRY_RESOLVABLE,GEOMETRY_RESOLVABLE,False,5,5,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_003,13,0.1455750904083252,False,True,,RESOLUTION_LIMITED,False,5,0,GLOBAL_RESOLUTION_LIMITED,1,False,True,GLOBAL_RESOLUTION_NEUTRAL,A1.2_resolution_limit,False
coronacases_003,14,2.841560703277588,True,True,GEOMETRY_RESOLVABLE,GEOMETRY_RESOLVABLE,False,5,5,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_003,15,0.6083249588012696,False,True,,GEOMETRY_RESOLVABLE,False,5,5,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_003,16,0.1228035678863525,True,True,RESOLUTION_LIMITED,RESOLUTION_LIMITED,False,4,0,GLOBAL_RESOLUTION_LIMITED,1,False,True,GLOBAL_RESOLUTION_NEUTRAL,A1.2_resolution_limit,False
coronacases_003,18,1.7314489803314208,False,True,,GEOMETRY_RESOLVABLE,False,6,6,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_003,20,0.4904010028839111,True,True,GEOMETRY_RESOLVABLE,GEOMETRY_RESOLVABLE,False,5,5,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_003,21,1.6802130546569825,False,True,,GEOMETRY_RESOLVABLE,False,4,4,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_003,22,0.7034773921966553,False,True,,GEOMETRY_RESOLVABLE,False,5,5,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_003,23,2.9041823902130126,False,True,,GEOMETRY_RESOLVABLE,False,5,5,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_003,25,0.1146708812713623,False,True,,GEOMETRY_RESOLVABLE,False,5,5,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_003,26,0.9986939163208008,True,True,GEOMETRY_RESOLVABLE,GEOMETRY_RESOLVABLE,False,7,7,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_003,27,0.3350666885375976,True,True,GEOMETRY_RESOLVABLE,GEOMETRY_RESOLVABLE,False,6,6,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_003,28,0.1268699111938476,False,True,,GEOMETRY_RESOLVABLE,False,6,6,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_003,29,494.5746976547241,True,True,GEOMETRY_RESOLVABLE,GEOMETRY_RESOLVABLE,False,5,5,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_003,30,7.795993389129639,True,True,GEOMETRY_RESOLVABLE,GEOMETRY_RESOLVABLE,False,5,5,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_003,31,0.3887424201965332,False,True,,GEOMETRY_RESOLVABLE,False,7,7,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_003,32,2.385316984176636,False,True,,GEOMETRY_RESOLVABLE,False,5,5,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_003,33,0.1602139263153076,False,True,,GEOMETRY_RESOLVABLE,False,5,5,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_003,34,0.7042906608581543,True,True,GEOMETRY_RESOLVABLE,GEOMETRY_RESOLVABLE,False,7,7,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_003,35,0.8205880794525147,True,True,GEOMETRY_RESOLVABLE,GEOMETRY_RESOLVABLE,False,5,5,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_003,36,2.6170985527038573,False,True,,GEOMETRY_RESOLVABLE,False,6,6,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_003,37,0.4830815849304199,True,True,GEOMETRY_RESOLVABLE,GEOMETRY_RESOLVABLE,False,4,4,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_003,38,0.2391009864807129,True,True,GEOMETRY_RESOLVABLE,GEOMETRY_RESOLVABLE,False,3,3,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_003,39,0.1447618217468261,True,True,RESOLUTION_LIMITED,GEOMETRY_RESOLVABLE,True,3,0,GLOBAL_RESOLUTION_LIMITED,1,False,True,GLOBAL_RESOLUTION_NEUTRAL,A1.2_resolution_limit,False
coronacases_003,40,0.8563719005584717,True,True,GEOMETRY_RESOLVABLE,GEOMETRY_RESOLVABLE,False,6,6,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_003,41,2.4764030742645264,False,True,,GEOMETRY_RESOLVABLE,False,5,5,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_003,42,0.5261848239898682,True,True,GEOMETRY_RESOLVABLE,GEOMETRY_RESOLVABLE,False,5,5,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_003,43,0.1366291351318359,True,True,GEOMETRY_RESOLVABLE,GEOMETRY_RESOLVABLE,False,5,5,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_003,44,0.1114178066253662,False,True,,GEOMETRY_RESOLVABLE,False,5,5,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_004,1,0.2252389571629738,False,True,,GEOMETRY_RESOLVABLE,False,6,6,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_004,2,2.743989951163864,True,True,GEOMETRY_RESOLVABLE,GEOMETRY_RESOLVABLE,False,4,4,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_004,3,58.72101111431389,False,True,,GEOMETRY_RESOLVABLE,False,6,6,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_004,4,0.2261735586449779,True,True,RESOLUTION_LIMITED,GEOMETRY_RESOLVABLE,True,3,0,GLOBAL_RESOLUTION_LIMITED,1,False,True,GLOBAL_RESOLUTION_NEUTRAL,A1.2_resolution_limit,False
coronacases_004,5,0.4430011024699154,True,True,GEOMETRY_RESOLVABLE,GEOMETRY_RESOLVABLE,False,4,4,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_004,6,0.572443407727475,False,True,,GEOMETRY_RESOLVABLE,False,4,4,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_004,9,0.2920629631262628,True,True,RESOLUTION_LIMITED,GEOMETRY_RESOLVABLE,True,6,0,GLOBAL_RESOLUTION_LIMITED,1,False,True,GLOBAL_RESOLUTION_NEUTRAL,A1.2_resolution_limit,False
coronacases_004,12,0.1299096059985617,False,True,,GEOMETRY_RESOLVABLE,False,3,3,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_005,1,2.561742662173076,False,True,,GEOMETRY_RESOLVABLE,False,6,6,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_005,2,79.63599037934132,True,True,GEOMETRY_RESOLVABLE,GEOMETRY_RESOLVABLE,False,8,8,GLOBAL_GEOMETRY_RESOLVABLE,2,True,False,GLOBAL_GEOMETRY_OPERATIONAL,none,True
coronacases_005,3,0.2093507319689051,True,True,RESOLUTION_LIMITED,GEOMETRY_RESOLVABLE,True,5,0,GLOBAL_RESOLUTION_LIMITED,1,False,True,GLOBAL_RESOLUTION_NEUTRAL,A1.2_resolution_limit,False
