case_id,source_subject_key,role,outer_fold,condition_id,coverage_fraction,geometry,selected_components,selected_resolvable_components,selected_resolution_limited_components,train_positive_budget_B_i,foreground_unique_voxels,background_unique_voxels,selected_component_ids,selected_component_quotas,background_semantic_sha256,annotation_semantic_sha256,artifact_file,artifact_file_sha256,effective_protocol,coordinate_level_QA,factorial_training_authorized,selected_geometry_operational_components,selected_resolution_neutral_components,selected_alias_neutral_components,A1_3_changed_component_count
coronacases_002,coronacases_002,final_outer_cv,0.0,C100_DIS,1.0,dispersed,27,25,2,144,144,144,15;27;6;19;16;12;21;2;23;18;20;26;14;1;25;24;9;11;22;13;4;10;17;3;7;5;8,6;11;4;5;6;6;4;6;5;6;4;6;3;4;4;4;4;11;4;6;3;5;6;4;5;6;6,638b5927997fa29781f586f10c1ccaf381747b18a3d63339bbe51626754bcb81,f561c12be69faa2092995f3e08700fa5474e238415a49cfb8d2c2937d43a6ab2,data/cova3d_training_grid_candidates_v1_3/coronacases_002/C100_DIS.npz,d498309dd284bf11d45f3b9912884e87f9be6524550f82969cf633f1af448147,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,25,2,0,0
coronacases_002,coronacases_002,final_outer_cv,0.0,C100_FRG,1.0,fragmented,27,25,2,144,144,144,15;27;6;19;16;12;21;2;23;18;20;26;14;1;25;24;9;11;22;13;4;10;17;3;7;5;8,6;11;4;5;6;6;4;6;5;6;4;6;3;4;4;4;4;11;4;6;3;5;6;4;5;6;6,638b5927997fa29781f586f10c1ccaf381747b18a3d63339bbe51626754bcb81,12ed58c6c8bd3ce7454afab0b0f60e375b682430fdabd8aed71d83efecba5003,data/cova3d_training_grid_candidates_v1_3/coronacases_002/C100_FRG.npz,a6b6b547c08b8f88c48d0c4a138d0370e260b8daf525aabfbb4ad85437162d76,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,25,2,0,0
coronacases_003,coronacases_003,final_outer_cv,3.0,C50_COH,0.5,coherent,20,17,3,261,261,261,39;16;38;26;20;43;12;34;35;14;2;6;42;29;30;27;37;5;40;4,39;33;5;9;12;8;7;9;8;9;10;8;9;10;9;9;9;11;8;39,e27051904ffe45b4db153b14f0a743df3002f4f9936a6c5ff985226a348b4629,149e93419ff0cbeb900bb05635961c5037dc4b262961fda9696b3798b6c7fdd5,data/cova3d_training_grid_candidates_v1_3/coronacases_003/C50_COH.npz,e090aa183dd1ebf02dc6a0e9ed8d30926f1d93d63519f4bb2c91111738081eca,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,17,3,0,0
coronacases_003,coronacases_003,final_outer_cv,3.0,C50_DIS,0.5,dispersed,20,17,3,261,261,261,39;16;38;26;20;43;12;34;35;14;2;6;42;29;30;27;37;5;40;4,39;33;5;9;12;8;7;9;8;9;10;8;9;10;9;9;9;11;8;39,e27051904ffe45b4db153b14f0a743df3002f4f9936a6c5ff985226a348b4629,73f3beda64df73795ce048c248ab6d7cc4eee9bc576816aa56ca40223ba3c910,data/cova3d_training_grid_candidates_v1_3/coronacases_003/C50_DIS.npz,428166a40b53c58eafbc9392e63ab5b59535b625e252e019df1b38578c705dc7,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,17,3,0,0
coronacases_003,coronacases_003,final_outer_cv,3.0,C50_FRG,0.5,fragmented,20,17,3,261,261,261,39;16;38;26;20;43;12;34;35;14;2;6;42;29;30;27;37;5;40;4,39;33;5;9;12;8;7;9;8;9;10;8;9;10;9;9;9;11;8;39,e27051904ffe45b4db153b14f0a743df3002f4f9936a6c5ff985226a348b4629,5f6fc0b878d0e6963bc09ae89fab36790a3d97270fb8f8b29f6bd6d9b4fb61ea,data/cova3d_training_grid_candidates_v1_3/coronacases_003/C50_FRG.npz,a6fc18fefdcd34ad6d42534a7ac0df7497d0ac1eefb60c9eeb1d38ef74f25ab8,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,17,3,0,0
coronacases_003,coronacases_003,final_outer_cv,3.0,C100_COH,1.0,coherent,39,35,4,261,261,261,39;16;38;26;20;43;12;34;35;14;2;6;42;29;30;27;37;5;40;4;3;1;15;41;22;25;21;13;9;32;36;33;10;28;44;31;8;23;18,20;19;3;7;5;5;5;7;5;5;5;4;5;5;5;6;4;7;6;19;5;4;5;5;5;5;4;19;5;5;6;5;6;6;5;7;6;5;6,e27051904ffe45b4db153b14f0a743df3002f4f9936a6c5ff985226a348b4629,4078146d85a94c4e8f14cd623592f347c4247a9aa87884bb562cfac57f76a7e0,data/cova3d_training_grid_candidates_v1_3/coronacases_003/C100_COH.npz,9c096aeaa40326823145a141637ef3b9ff7401ffd22867b204b64df2317737c9,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,35,4,0,0
coronacases_003,coronacases_003,final_outer_cv,3.0,C100_DIS,1.0,dispersed,39,35,4,261,261,261,39;16;38;26;20;43;12;34;35;14;2;6;42;29;30;27;37;5;40;4;3;1;15;41;22;25;21;13;9;32;36;33;10;28;44;31;8;23;18,20;19;3;7;5;5;5;7;5;5;5;4;5;5;5;6;4;7;6;19;5;4;5;5;5;5;4;19;5;5;6;5;6;6;5;7;6;5;6,e27051904ffe45b4db153b14f0a743df3002f4f9936a6c5ff985226a348b4629,deff2cdee1c1a853f048c04ffda308289d134dc56c4a9bc5f044fbc1f77f8a9f,data/cova3d_training_grid_candidates_v1_3/coronacases_003/C100_DIS.npz,59c19a222a5571e99dda94f5264c75bcdaf4fdc020156bc16d6e87794c3f4b71,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,35,4,0,0
coronacases_003,coronacases_003,final_outer_cv,3.0,C100_FRG,1.0,fragmented,39,35,4,261,261,261,39;16;38;26;20;43;12;34;35;14;2;6;42;29;30;27;37;5;40;4;3;1;15;41;22;25;21;13;9;32;36;33;10;28;44;31;8;23;18,20;19;3;7;5;5;5;7;5;5;5;4;5;5;5;6;4;7;6;19;5;4;5;5;5;5;4;19;5;5;6;5;6;6;5;7;6;5;6,e27051904ffe45b4db153b14f0a743df3002f4f9936a6c5ff985226a348b4629,45cc4124ccd9f75d127987f1195fb9e7479d68cd8ae9bed607ccbbdfd74ce703,data/cova3d_training_grid_candidates_v1_3/coronacases_003/C100_FRG.npz,d4b967993e37964da1b1e0f79b770ec7255e100b50cbf724ccf33cce71e4b93b,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,35,4,0,0
coronacases_004,coronacases_004,permanent_development,,C50_COH,0.5,coherent,4,2,2,80,80,80,4;2;9;5,33;8;33;6,9608b9f7f8247228e3a71db23461a9e4d61d74dddc49b3b022efa21ffd982993,fd8655814dc0714e43a3e4fbd90eb2ab1f115501f7b15604db3ce68cebc3e223,data/cova3d_training_grid_candidates_v1_3/coronacases_004/C50_COH.npz,df53a00f6b184513962b8ec8b5a09065f6d91bc9eb25a95d682016fd27419f5f,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,2,2,0,0
coronacases_004,coronacases_004,permanent_development,,C50_DIS,0.5,dispersed,4,2,2,80,80,80,4;2;9;5,33;8;33;6,9608b9f7f8247228e3a71db23461a9e4d61d74dddc49b3b022efa21ffd982993,bb41d5b15d6f964026d09329e9d45fd3e75d20ace9806d1e160e86c338fdbc3d,data/cova3d_training_grid_candidates_v1_3/coronacases_004/C50_DIS.npz,998c8c9c13d91ecb7bc40e1758c0d2c802b33b1ddf8bf139f7e58bbc46c011fc,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,2,2,0,0
coronacases_004,coronacases_004,permanent_development,,C50_FRG,0.5,fragmented,4,2,2,80,80,80,4;2;9;5,33;8;33;6,9608b9f7f8247228e3a71db23461a9e4d61d74dddc49b3b022efa21ffd982993,97653916ed034c762e88c6a7772d08c72cfc9fe8234a40f4b697d828ccc4249f,data/cova3d_training_grid_candidates_v1_3/coronacases_004/C50_FRG.npz,128d974a3e0e253d1d2991549092781944c276e44918fc92b814d3f78f4e609f,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,2,2,0,0
coronacases_004,coronacases_004,permanent_development,,C100_COH,1.0,coherent,8,6,2,80,80,80,4;2;9;5;1;12;6;3,27;4;26;4;6;3;4;6,9608b9f7f8247228e3a71db23461a9e4d61d74dddc49b3b022efa21ffd982993,285187669fb153301cec45a22d4feae97ac30eb3324560a88dc86f48c64133be,data/cova3d_training_grid_candidates_v1_3/coronacases_004/C100_COH.npz,42ddfe2a3d5611d6ab120334718fb0ecf624d66364088fc388ee4bb36728399e,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,6,2,0,0
coronacases_004,coronacases_004,permanent_development,,C100_DIS,1.0,dispersed,8,6,2,80,80,80,4;2;9;5;1;12;6;3,27;4;26;4;6;3;4;6,9608b9f7f8247228e3a71db23461a9e4d61d74dddc49b3b022efa21ffd982993,afba9164dd191c1c763202f298bfff946f11307c94d9b502e056b6e2ebcc5746,data/cova3d_training_grid_candidates_v1_3/coronacases_004/C100_DIS.npz,340c6a0d4f73b040f52d6ec24c05afff60335435c3f245bb6e3f123be16ec117,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,6,2,0,0
coronacases_004,coronacases_004,permanent_development,,C100_FRG,1.0,fragmented,8,6,2,80,80,80,4;2;9;5;1;12;6;3,27;4;26;4;6;3;4;6,9608b9f7f8247228e3a71db23461a9e4d61d74dddc49b3b022efa21ffd982993,0ac9ddbb32e7c0af36463a3cc91eac446a8c90bc4ae35f1b260cd18bbd735668,data/cova3d_training_grid_candidates_v1_3/coronacases_004/C100_FRG.npz,c558c7d5e61bd56c0f5717265a846d34b4f1628163f33cd95db8b3cb1602bef0,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,6,2,0,0
coronacases_005,coronacases_005,final_outer_cv,0.0,C50_COH,0.5,coherent,2,1,1,40,40,40,2;3,8;32,72dc5bca4082696e3cb415871826f90065e2b2a183a0d01787417b92672a5582,b129045a722f9ad76c96cce1ea0cb48496525237ef0e38fa58bfdffeba5eb32f,data/cova3d_training_grid_candidates_v1_3/coronacases_005/C50_COH.npz,8c8442cb0de353fc32863677962f022ca2b6599cea2e20295dbe97fcb825c358,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,1,1,0,0
coronacases_005,coronacases_005,final_outer_cv,0.0,C50_DIS,0.5,dispersed,2,1,1,40,40,40,2;3,8;32,72dc5bca4082696e3cb415871826f90065e2b2a183a0d01787417b92672a5582,d08819d736a2e099df240241012e5690ccb06527a005cf46cf17c447fd683844,data/cova3d_training_grid_candidates_v1_3/coronacases_005/C50_DIS.npz,19d6a0be456e7a0261aebb68eef408d7886c0b91b4204ccf2f3a9e63b24c936f,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,1,1,0,0
coronacases_005,coronacases_005,final_outer_cv,0.0,C50_FRG,0.5,fragmented,2,1,1,40,40,40,2;3,8;32,72dc5bca4082696e3cb415871826f90065e2b2a183a0d01787417b92672a5582,aac109d8c41c81bd35578e369cee9d782b90e6304c5b39b88ca69d5e5ab2b9cb,data/cova3d_training_grid_candidates_v1_3/coronacases_005/C50_FRG.npz,c1372a6d20ffe6a2cee2838eb8e746477c696e6da343ad241d0183eabb4eea62,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,1,1,0,0
coronacases_005,coronacases_005,final_outer_cv,0.0,C100_COH,1.0,coherent,3,2,1,40,40,40,2;3;1,8;26;6,72dc5bca4082696e3cb415871826f90065e2b2a183a0d01787417b92672a5582,9781d93a4a367f79ec4d8c72c19cae22c57b5b00c55a92dcd40d31ec85c690b7,data/cova3d_training_grid_candidates_v1_3/coronacases_005/C100_COH.npz,a36230b15a3120e432aedc0b3bd289497777a1a70dac5818c0a47ac35eda5e7b,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,2,1,0,0
coronacases_005,coronacases_005,final_outer_cv,0.0,C100_DIS,1.0,dispersed,3,2,1,40,40,40,2;3;1,8;26;6,72dc5bca4082696e3cb415871826f90065e2b2a183a0d01787417b92672a5582,8cc07484b86393ff58547afbf30aed835e804f61ca280545eab962479eeb2a71,data/cova3d_training_grid_candidates_v1_3/coronacases_005/C100_DIS.npz,7ff9d4c4b619d4873f486c5da68002aaa9d0e74bc707782dcc45e30adc5a213a,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,2,1,0,0
coronacases_005,coronacases_005,final_outer_cv,0.0,C100_FRG,1.0,fragmented,3,2,1,40,40,40,2;3;1,8;26;6,72dc5bca4082696e3cb415871826f90065e2b2a183a0d01787417b92672a5582,8c9a2b9f6cf83aeec5626434ce63f8cf0fb4c8c6222800d5bc0e999ad07b0a70,data/cova3d_training_grid_candidates_v1_3/coronacases_005/C100_FRG.npz,562092492e3ba7237531dcffd02934a980ea03bdc4d6a70b67654a61ce7d7173,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,2,1,0,0
coronacases_006,coronacases_006,final_outer_cv,2.0,C50_COH,0.5,coherent,1,1,0,10,10,10,1,10,4dcd4ff114800d50d3a7bc340c0e18561c102de45773d1e359f6c13b73b3b336,55c01cf0eb48ec558a9a9337b7cf7f8f4f37a8edf63a750aacb9820aea4d9d41,data/cova3d_training_grid_candidates_v1_3/coronacases_006/C50_COH.npz,7fcdeb748fb78c7f86e1c8e759f38b1c7052f5e8569a2cc80008c0d953775850,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,1,0,0,0
coronacases_006,coronacases_006,final_outer_cv,2.0,C50_DIS,0.5,dispersed,1,1,0,10,10,10,1,10,4dcd4ff114800d50d3a7bc340c0e18561c102de45773d1e359f6c13b73b3b336,72ecd1762a5af4a9b71eda5339b7f3b636f95e5c03cae8aba3a619873be958b4,data/cova3d_training_grid_candidates_v1_3/coronacases_006/C50_DIS.npz,3aa7b74628374cf850bffe22b16f1c9567400fe328bf1e503ef0e02b6ab248cb,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,1,0,0,0
coronacases_006,coronacases_006,final_outer_cv,2.0,C50_FRG,0.5,fragmented,1,1,0,10,10,10,1,10,4dcd4ff114800d50d3a7bc340c0e18561c102de45773d1e359f6c13b73b3b336,6dbfb8f5e9d01ea71ea2578f7e8bb09820dc5e9db9295a28892162535e8f1be9,data/cova3d_training_grid_candidates_v1_3/coronacases_006/C50_FRG.npz,c2e77cdb113858fdd269ba2586ddb39720113e3980f30ff4c2a2bbc1c5e09e84,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,1,0,0,0
coronacases_006,coronacases_006,final_outer_cv,2.0,C100_COH,1.0,coherent,2,2,0,10,10,10,1;2,5;5,4dcd4ff114800d50d3a7bc340c0e18561c102de45773d1e359f6c13b73b3b336,9dd9e0edaaef26ffb41adc5e86bf07f16e83a9a9f7ac820374f05c57f497b5c1,data/cova3d_training_grid_candidates_v1_3/coronacases_006/C100_COH.npz,5cd4bc7be81ceda40c80eb863fabdf8d4c25d6f625c1a30a7bd318c5cae0a5c7,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,2,0,0,0
coronacases_006,coronacases_006,final_outer_cv,2.0,C100_DIS,1.0,dispersed,2,2,0,10,10,10,1;2,5;5,4dcd4ff114800d50d3a7bc340c0e18561c102de45773d1e359f6c13b73b3b336,382e49ae8161360f289729066de3ac81cbc8aaaff507272667dc698fb6ce7a06,data/cova3d_training_grid_candidates_v1_3/coronacases_006/C100_DIS.npz,59f0d77c29550ca1d6e539c652e1d98b4488eaf28e18f1457d178fad7428d02b,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,2,0,0,0
coronacases_006,coronacases_006,final_outer_cv,2.0,C100_FRG,1.0,fragmented,2,2,0,10,10,10,1;2,5;5,4dcd4ff114800d50d3a7bc340c0e18561c102de45773d1e359f6c13b73b3b336,3e55bc48e661fd598e50f73fd5be221d684a10088e3e592d77fcbf1beaef524c,data/cova3d_training_grid_candidates_v1_3/coronacases_006/C100_FRG.npz,fbc82c5b03566c53fc0c10a03e4d3500665b57b35d2b50c5b01b8b912b22e87f,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,2,0,0,0
coronacases_007,coronacases_007,final_outer_cv,2.0,C50_COH,0.5,coherent,5,5,0,41,41,41,9;4;8;5;2,8;8;8;8;9,02114148899f2212233d4519fb42d40478a377c7547abe6d6bdeebff9b6ec05a,931f9ad575c49bd52733aad34c6155a827cab7436f3bd7fec4a0622b5f66e3f5,data/cova3d_training_grid_candidates_v1_3/coronacases_007/C50_COH.npz,d64954cc6a3d66b5cc483add5ee81a766ead6417a713781baef557e12d055268,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,5,0,0,0
coronacases_007,coronacases_007,final_outer_cv,2.0,C50_DIS,0.5,dispersed,5,5,0,41,41,41,9;4;8;5;2,8;8;8;8;9,02114148899f2212233d4519fb42d40478a377c7547abe6d6bdeebff9b6ec05a,416759b2af685e3465aba07bb620252e9efcab152d03e881866a4a51a46fd8ca,data/cova3d_training_grid_candidates_v1_3/coronacases_007/C50_DIS.npz,7b0779064263895d814f58a5c7ace44eace944c6f8c97e4acb1b0cafd6b7ff68,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,5,0,0,0
coronacases_007,coronacases_007,final_outer_cv,2.0,C50_FRG,0.5,fragmented,5,5,0,41,41,41,9;4;8;5;2,8;8;8;8;9,02114148899f2212233d4519fb42d40478a377c7547abe6d6bdeebff9b6ec05a,9023cf264f2d7cacbad78f7ec0e11138ec5565d1f2e013c86de41a9be369e8b4,data/cova3d_training_grid_candidates_v1_3/coronacases_007/C50_FRG.npz,a91139c79cec7b843626397bb52955ea9ebc4ce7270ef9bfcab462c0aa24af98,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,5,0,0,0
coronacases_007,coronacases_007,final_outer_cv,2.0,C100_COH,1.0,coherent,9,8,1,41,41,41,9;4;8;5;2;7;1;6;3,5;5;4;5;5;5;4;4;4,02114148899f2212233d4519fb42d40478a377c7547abe6d6bdeebff9b6ec05a,813f0a7e327f6605721ba4e7ab5cb5cfef60efd76a07adb39186f2d83d320fce,data/cova3d_training_grid_candidates_v1_3/coronacases_007/C100_COH.npz,15180a845496ce44a9c7c17d0901f11ffe5f26d90dced3a64925f7e44478c6af,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,8,1,0,0
coronacases_007,coronacases_007,final_outer_cv,2.0,C100_DIS,1.0,dispersed,9,8,1,41,41,41,9;4;8;5;2;7;1;6;3,5;5;4;5;5;5;4;4;4,02114148899f2212233d4519fb42d40478a377c7547abe6d6bdeebff9b6ec05a,c90025fac13efc274f884450fa4156038906641ecb6235991c200a0fd21feb5c,data/cova3d_training_grid_candidates_v1_3/coronacases_007/C100_DIS.npz,be6a919e9873b1bfd235d234fe0a0ab4e11a5d894428fb281cff8724ba0c72bb,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,8,1,0,0
coronacases_007,coronacases_007,final_outer_cv,2.0,C100_FRG,1.0,fragmented,9,8,1,41,41,41,9;4;8;5;2;7;1;6;3,5;5;4;5;5;5;4;4;4,02114148899f2212233d4519fb42d40478a377c7547abe6d6bdeebff9b6ec05a,030a0ba7a60dcfde59e96d46677993e29ec5e40b6cbeef45f47e15493cd8a676,data/cova3d_training_grid_candidates_v1_3/coronacases_007/C100_FRG.npz,1b3f26f6510c02cbe6d91e0ea088392f443ad3ceb4c9016327f1704af56fea65,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2,True,False,8,1,0,0
