case_id,condition_id,artifact_file,file_sha256,semantic_sha256,trainer_eligible
coronacases_004,C50_FRG,data/cova3d_native_candidates_v1_0/coronacases_004/C50_FRG.npz,04628b81fb7481b26fc284b98142d58b2ad2e17e38828a29f780936126d57e28,9f6148dd5e7cee62cfcc7d28c98f81cd9e4efd2fd1c64be08756851978b3b9e6,False
coronacases_005,C100_COH,data/cova3d_native_candidates_v1_0/coronacases_005/C100_COH.npz,d9666cfef9f7d679619901bc7770795e6dd855b8cf09f7913fa02290506a7d68,7563644bfed132cbf4f8aae97a8d2b64c41c6fea29883356f25f2e48d30c7be3,False
coronacases_005,C100_DIS,data/cova3d_native_candidates_v1_0/coronacases_005/C100_DIS.npz,9e7c3d1b532205545edc05b5275f0d403ce2f61337888124fe3a1af69eeb3885,52055b2129f67e6902e44dd48e895f8015b68b2f06dcb389fcc865babc4e490a,False
coronacases_005,C100_FRG,data/cova3d_native_candidates_v1_0/coronacases_005/C100_FRG.npz,ae3c64d5105781b0afb49e41be06c4fe0c86c93f0f69596d8385b0a8869e5bb9,8392638e953eb6cd475d82ee1dde736ae92f678bdaff59c5011d67473831c29a,False
coronacases_005,C50_COH,data/cova3d_native_candidates_v1_0/coronacases_005/C50_COH.npz,56da3d36efaa374beae1f595682ef6507d1b2030f5776dc30246ee9adceeb3f4,ed8ecbd3318a2ca430ff91b3d8771d017f7104769b12fa3d672278bc07cd062f,False
coronacases_005,C50_DIS,data/cova3d_native_candidates_v1_0/coronacases_005/C50_DIS.npz,1bd44ae6f4713bd843dc87ea3f4fb6d838638b30f2549f247e93f036129bc996,95db1ca212813cb5fd953fd2ef295240bf3c1d32644517bd85ad51e828892691,False
coronacases_005,C50_FRG,data/cova3d_native_candidates_v1_0/coronacases_005/C50_FRG.npz,fabbaee41e243760f07720d031a6989b1e28d5b55fc5bff09a4c5937477ccdd1,c00fdcf828cd8d4811a4dd81aa9b3daf7ee27b70a88aa03f7c3fbec8a9850c67,False
coronacases_006,C100_COH,data/cova3d_native_candidates_v1_0/coronacases_006/C100_COH.npz,4c2653c489d3ebac638ce036b430998bb5022ded00ca998e2ec5d586cc7e2f69,889a3f326c702cc2496b88fe682f93cc428bc1f3454de8e35bd2c7ce9d1d14f0,False
coronacases_006,C100_DIS,data/cova3d_native_candidates_v1_0/coronacases_006/C100_DIS.npz,6f78dffda803b2a89e013277b20fe2d12fdc3603a9eb69f73e444222b79048ae,901f4d634d0228b786ec711ea59a21c29ea8bd54a586b82c865132170be0b952,False
coronacases_006,C100_FRG,data/cova3d_native_candidates_v1_0/coronacases_006/C100_FRG.npz,27d006bb61f4418ea6e43d882dd422a5befdb4dc90b54705793f86c334efb6b9,77f0023d32c02258a360d91605f0c4e4bcdafc19787870d0564959e0e6d2bf3e,False
coronacases_006,C50_COH,data/cova3d_native_candidates_v1_0/coronacases_006/C50_COH.npz,f00ccc39715fb3bfc4c622a4d104d8e52c4497cc5bd190c0401660f37196139c,a670ce4ad6201119a04cac9d4ccf7cb48ad9a903b5ba87eda9c8e03a507a6f71,False
coronacases_006,C50_DIS,data/cova3d_native_candidates_v1_0/coronacases_006/C50_DIS.npz,6c14e7c7d9eac7983bdf4f97627ccd8a524782adea04442616887d2d58b8faa5,3ba27dad97c8537e59c7f8b3604eef1f57285d30de22dd8655d6b5791ce0bbb7,False
coronacases_006,C50_FRG,data/cova3d_native_candidates_v1_0/coronacases_006/C50_FRG.npz,bf9174bb8c925495f30654cc52ad1af5802272bd06f92b7f77a5effff2bfc7ce,93803390b79013c17d39a6b9186fcb3c218e29d7f52076d9f5fd6ea15dac20e9,False
coronacases_007,C100_COH,data/cova3d_native_candidates_v1_0/coronacases_007/C100_COH.npz,be148e2adc634fa907875994ac5d1ba93b85848209875c0ca98059658b1ac9d1,3cec5b24cd6e9199d6a0d59708be45b3ad35afff78619dfcc3a4ef01d9e4e7d2,False
coronacases_007,C100_DIS,data/cova3d_native_candidates_v1_0/coronacases_007/C100_DIS.npz,d5a70ab2abafed198f897962dac504535f8eb09d769693ddef1f2362b20ef59e,19a3d501547e0e105bc7e9812c2a5bcb82290321e622cf576a1cedfa1b7f3095,False
coronacases_007,C100_FRG,data/cova3d_native_candidates_v1_0/coronacases_007/C100_FRG.npz,46dc75d4e21ed75049762bbd1966e3fe88b5f78c64188e1b87c63d8d6277cc59,89f4c1cc8de9db51f2da2dee58eb0bad64e5854aafee4c83a1ab252998317eab,False
coronacases_007,C50_COH,data/cova3d_native_candidates_v1_0/coronacases_007/C50_COH.npz,fe64c3e3f3a49c65d05d89523cf4eee34f3823192d473b5fb1b685ae2b5a655f,995a5d1a1228f3eb0910b5c30ccb53971f73473b2634f371bf0c841a0a19cffc,False
coronacases_007,C50_DIS,data/cova3d_native_candidates_v1_0/coronacases_007/C50_DIS.npz,d787b89b91adf5ae9610e11f90f61351b13fb4125909151871e79ee529faf622,90e2154166f2198d2df719d9e4d5eb8510e7d97c927f7f8beb55fb328f0b376a,False
coronacases_007,C50_FRG,data/cova3d_native_candidates_v1_0/coronacases_007/C50_FRG.npz,156fd787ee46e235d664f664624864689b0b4794dd4392ad12ea9ffefd2afd3a,62f26aa2cd94abe2fab0f4a5924dd437f5b02ccd945cfde85bc7a26c18732683,False
coronacases_008,C100_COH,data/cova3d_native_candidates_v1_0/coronacases_008/C100_COH.npz,6c8d8e56793b49aaa0b049a976b0ad9f517c7dfeedbc4f872a3d19dc09760ff1,8193ab02ae64fc1709695d0479fc2fd80c8ad6b07ec0c070253986e32b47ed1f,False
coronacases_008,C100_DIS,data/cova3d_native_candidates_v1_0/coronacases_008/C100_DIS.npz,bc534cc58ef431f15421ef8bff08924bd7e74fe17250e2adf9d6bf2834206763,9bf3389739f5b3d9563a295f645b33c6ad48ec928a03edf5796a472f69f36921,False
coronacases_008,C100_FRG,data/cova3d_native_candidates_v1_0/coronacases_008/C100_FRG.npz,e74d366260d83794aa87b0685ebd23f1bd64b0932a0500c6827a01017bec7a3c,c53c29ef960de4d5046a12dc690cf678f5925fc75edc5507d4e2648aaa7caaf7,False
coronacases_008,C50_COH,data/cova3d_native_candidates_v1_0/coronacases_008/C50_COH.npz,41ddcfb1e47473ce8503f9a7778444573c494d741387c2d76310539b8d0d4d74,d58d9d4a128799a4a7b80521d75b252564a9a44d954a74f52f045b1de1f669cc,False
coronacases_008,C50_DIS,data/cova3d_native_candidates_v1_0/coronacases_008/C50_DIS.npz,ce5887a5e28338b5babe63598a94984678013afc7acf3e0f828d16aa263235ee,2d0243c3164012a9cc168ff8ae544eb5d5e0820801b68a90bf92a97d8af945e2,False
coronacases_008,C50_FRG,data/cova3d_native_candidates_v1_0/coronacases_008/C50_FRG.npz,c8f8632f5cb37b4f2c5b432a11cf1c25124120f06a0c8dd00a573798147adef5,395c263bcbf66489c6dd3b71134f462dec36e92156ae71da9809a222cd1b184c,False
coronacases_009,C100_COH,data/cova3d_native_candidates_v1_0/coronacases_009/C100_COH.npz,6794b01fc2069d2e5411f3b24d09ff0cec22bb984f19fcf86b2f81bc978b3b7c,4ba4e22ad56e960b3a1449131363de3251bafac469f17bf43febf2603038d84e,False
coronacases_009,C100_DIS,data/cova3d_native_candidates_v1_0/coronacases_009/C100_DIS.npz,82fb55052be1631f937772aa909751b99f5cbdde3598ef538d02fbafa17ef110,86595e8ce16fd3677364186be6ae717aa86c2fb13a9476446c54962c8a9a741d,False
coronacases_009,C100_FRG,data/cova3d_native_candidates_v1_0/coronacases_009/C100_FRG.npz,01b87b23c1012c157f4f2f401e10ceecce930002dfe6de5bb9712f35cda02858,0b4a01dd2efab5b059d5dce2a9b48b9198818fc8e8ddfc90049061e95928122c,False
coronacases_009,C50_COH,data/cova3d_native_candidates_v1_0/coronacases_009/C50_COH.npz,30951a7eedd6efcc3439439ba14970c84bc8845c33021fe61c388c219b88a58b,24ac316eaf4a87cdd3cca9acead3b1360d3dfe6a9b2858be11687836fc5e847a,False
coronacases_009,C50_DIS,data/cova3d_native_candidates_v1_0/coronacases_009/C50_DIS.npz,0017c71ca5206e63f4feacfba9bd984b40ede777926d2e105f7953e3d00969db,923691131b2a32bfbea6592e156a2e0e49e689242b2ba54b78479d325f5e1ace,False
coronacases_009,C50_FRG,data/cova3d_native_candidates_v1_0/coronacases_009/C50_FRG.npz,6f10a34fd5f03dfe052a7e1ba24a521f17debb463c07256065a6f33f48dbbaa0,8485a09e67b836f53c4c7ffe54d737eca47a23fdec9200d7b1f27bcbc1954e9f,False
coronacases_010,C100_COH,data/cova3d_native_candidates_v1_0/coronacases_010/C100_COH.npz,92969a08c14fdc95a4002cb7ace23f690f284eb9a8059cb6f3f6ec92800ce766,23a8f06868dc5823668afed550e1bdac14df46d368e014bfef95ebb2df100280,False
coronacases_010,C100_DIS,data/cova3d_native_candidates_v1_0/coronacases_010/C100_DIS.npz,2fdf71b3cae6bed7636e2a9bd681bd4540a199487171980b2e2323674e5bf155,8fc9aa8f7743cd2fced294103f54edd3eb2f481d350b8492880524a682ca9a44,False
coronacases_010,C100_FRG,data/cova3d_native_candidates_v1_0/coronacases_010/C100_FRG.npz,316afa0deb7e7fdb2c9d6d4fce9dd752e8e8f41ee20dcc78929330d2348aefa3,c0c8de368e1f30c7cc982161f1f56b9ba39270eb626bb393ea47ad155be6f09a,False
coronacases_010,C50_COH,data/cova3d_native_candidates_v1_0/coronacases_010/C50_COH.npz,174ffb4ef31455fe1c0dc36f90319ec64c4f4597f885b08bc7b59a79a288349b,264a187e7a80a44fb744d7854ce24d64de02ea52d119030c54ee2169ca9c3ce2,False
coronacases_010,C50_DIS,data/cova3d_native_candidates_v1_0/coronacases_010/C50_DIS.npz,09a051604a3a8cd42062e045d639bbea96b5a38687130e0ae8be218f8a32c705,e64dae26bfb23bfa90adb5fc41cf5fdcc97a0189b0b9170dc98b9aea2074625d,False
coronacases_010,C50_FRG,data/cova3d_native_candidates_v1_0/coronacases_010/C50_FRG.npz,1eb57a1e40fcd4b7d7552dcb36a13a4029e10258582152f5eac5a946658f9a92,ff7fe6b895f4a9ced7aaf980f569e98bbffbad1fe1b8782675f81edd770b9aab,False
radiopaedia_10_85902_1,C100_COH,data/cova3d_native_candidates_v1_0/radiopaedia_10_85902_1/C100_COH.npz,94e45fd1cf0cd2a73c5fe09eee284862b3ff2b157c12f2ae69677b2a2edbe21e,95f3465344a9e466ec3aabc2f453dc51d2baa761ba86116641dcc065287508f6,False
radiopaedia_10_85902_1,C100_DIS,data/cova3d_native_candidates_v1_0/radiopaedia_10_85902_1/C100_DIS.npz,34de7f2d62911010500631aeef1f2c49d248f63b95ce6a13f45f7faf79e3a91b,f5a911487e495558a29054e65ccb474b82f23356cdabd5a7647cd4ddd49f320e,False
radiopaedia_10_85902_1,C100_FRG,data/cova3d_native_candidates_v1_0/radiopaedia_10_85902_1/C100_FRG.npz,90041d4ee432e5d27a6ac3754907af6cc511760b7a2823700fcba42db3397339,94169437e5dfff090e224836e0dd0c52ea720a354f4e58cc8d2676bf9cf29bb6,False
radiopaedia_10_85902_1,C50_COH,data/cova3d_native_candidates_v1_0/radiopaedia_10_85902_1/C50_COH.npz,60474f6b6429022a89e634834d92c2336c2acbe5affe6d65539821a1fffdbe65,62c4e8986b46a4bdf7e05f36003f31c4adf936e9acea74e0e17283870d7ef994,False
radiopaedia_10_85902_1,C50_DIS,data/cova3d_native_candidates_v1_0/radiopaedia_10_85902_1/C50_DIS.npz,9731a39cbf6633ca99b81d9f9f48429a9a19690467ac50e06d2c8aeaca4da34b,c16ea0f003b460a1a1fb8dc8bdec5c80cd34c4024d984366b5e86dc302b980d7,False
radiopaedia_10_85902_1,C50_FRG,data/cova3d_native_candidates_v1_0/radiopaedia_10_85902_1/C50_FRG.npz,f95866c14af821bd3ee0c9109dc9120c43d654b7e3fab8be00dd9d1bb8b4f233,77d7ee63440063a807809f4282ba5b66794ceda195493810735970e1d0c3fbf1,False
radiopaedia_10_85902_3,C100_COH,data/cova3d_native_candidates_v1_0/radiopaedia_10_85902_3/C100_COH.npz,ab8f1c443e60cedd33a49e6682689e318bd4c8e388bae9daf6b5772e6f1ca26b,b10c745cdefe0646759565100600e7ab932765c7138364f5eba6fdc8d94810f5,False
radiopaedia_10_85902_3,C100_DIS,data/cova3d_native_candidates_v1_0/radiopaedia_10_85902_3/C100_DIS.npz,4a31442661619ebf1ecdf6f9427df9b1c3213e1856a6f259c2d5bdd5961c1d8f,c7ee2ca5587ad77ef2e17acf67708e301d34ac07cef457f8ef87b8108d7e76fa,False
radiopaedia_10_85902_3,C100_FRG,data/cova3d_native_candidates_v1_0/radiopaedia_10_85902_3/C100_FRG.npz,7c667306d83f9e4b6c8d80bb68660cb294b2359916230a5dc441414505a89a7e,a42e13c8e6bdefab4e3e2ceb29eb5bfda5c3d66b23050345b550c1e641a598ad,False
radiopaedia_10_85902_3,C50_COH,data/cova3d_native_candidates_v1_0/radiopaedia_10_85902_3/C50_COH.npz,70ea3d5eaac1cd74f6f7b2764872c8a27abf0b5004c29f574929412fe56e580a,492e505a9ffdc400bb066a02a65af7b29129967a2ac133d163e003990dc26033,False
radiopaedia_10_85902_3,C50_DIS,data/cova3d_native_candidates_v1_0/radiopaedia_10_85902_3/C50_DIS.npz,ecaf130b72381b87a3fb50a093ae05ac2e0c5cc603fc9084bc1b071b4a1c226f,9b44fef6279cb44a5e78269792ff6d7c387198d367c7856fc549cfe49ad9333a,False
radiopaedia_10_85902_3,C50_FRG,data/cova3d_native_candidates_v1_0/radiopaedia_10_85902_3/C50_FRG.npz,2a22949d4fdf0adb5046a08f176f3ad8785f7aa6eb0d4b8ec7141e214532b55e,7db06daebef16ea15d448861126aa83c19798a51d1cad8157b957e85aa3a164c,False
radiopaedia_14_85914_0,C100_COH,data/cova3d_native_candidates_v1_0/radiopaedia_14_85914_0/C100_COH.npz,0cd07b73819ecf8a05f65d937a716ad01e0387d629182c9ce7a4cd8ae8050cfa,7e25738a0cf9bfaf86a42387af9c92fa5df97cc16d658bab8ab9f8b8975e0a9d,False
radiopaedia_14_85914_0,C100_DIS,data/cova3d_native_candidates_v1_0/radiopaedia_14_85914_0/C100_DIS.npz,156f952b39be91c2c54fd3fcd01cc64762331bd77057706f9b47de51234e827d,e66cb6a2f95a8ecd76ab21804dc189bf1afea237e5f8f0a0c6c34a1d86e9e405,False
radiopaedia_14_85914_0,C100_FRG,data/cova3d_native_candidates_v1_0/radiopaedia_14_85914_0/C100_FRG.npz,5d400b2bbc70f951a4aa4c889bd3f7cbee231c1357d5c78f1f86c4dc76bd491d,fa7ef24d7cc7ca41e794886162f3470abacb669b89097b3b2e448122a4993b3a,False
radiopaedia_14_85914_0,C50_COH,data/cova3d_native_candidates_v1_0/radiopaedia_14_85914_0/C50_COH.npz,fca2fe0fd1e81076617489101d448e54bb9befe980182276a020c6819a2c9e00,14e29b6bd6605f824bd788307984b072cba922d0dadd28bc9ac7643c0d670a68,False
radiopaedia_14_85914_0,C50_DIS,data/cova3d_native_candidates_v1_0/radiopaedia_14_85914_0/C50_DIS.npz,18199e217a2f79d9355093876c75da13cc191b7e385ec45d5dc4d9ad230350bc,d87dacf6263cdaca2daf3d12aae9d5e449042c6aa9e1f8372343231edb077948,False
radiopaedia_14_85914_0,C50_FRG,data/cova3d_native_candidates_v1_0/radiopaedia_14_85914_0/C50_FRG.npz,cedeaeab9887594ec79c32a7b5825d58164aa331f3a72ac98751444b2833f626,82506ecbecd6adbe7114f08f7acc8f86d7c1810e09a643b4e389c64bacb8fb5c,False
radiopaedia_27_86410_0,C100_COH,data/cova3d_native_candidates_v1_0/radiopaedia_27_86410_0/C100_COH.npz,86cfea335bede7205e5cec4cf7dc4eac5ca48700f1459a54035297d9dceca691,23f2e08e1812ee96529b6e1d09cf3adb8c3c67c7c825f5974ef43f8f59c0ac6f,False
radiopaedia_27_86410_0,C100_DIS,data/cova3d_native_candidates_v1_0/radiopaedia_27_86410_0/C100_DIS.npz,8aeb3348c72f074ce74f75e024d0477914b31e90d995e3670e0b0cc192358097,97befbf76824c6018106c12a7da1bb5ef29cfecef065500c7d81b7a8b9de6394,False
radiopaedia_27_86410_0,C100_FRG,data/cova3d_native_candidates_v1_0/radiopaedia_27_86410_0/C100_FRG.npz,0c8f1787b824951dbe3adbed2073d05aec194c80f0febaa4c6464d4280a59a47,bdd6b638e48b3dcd5897ee95cd02465a376f5825c446306865352fba622f1fd5,False
radiopaedia_27_86410_0,C50_COH,data/cova3d_native_candidates_v1_0/radiopaedia_27_86410_0/C50_COH.npz,a984651245542971266e65d59bb52140c2696a240d928dbfe1a52c5f9e232d0d,44623c7166c6c48c99eef6503463342d2243797e0dc127b924977124622224ae,False
radiopaedia_27_86410_0,C50_DIS,data/cova3d_native_candidates_v1_0/radiopaedia_27_86410_0/C50_DIS.npz,3ec65baa35e7d3c8c30016a7ed1318c2104186a4666db3750eca904da2323162,35a2c1179ad789812630ceb5d1843be3773214ede630eebb786b695cfe7c2b67,False
radiopaedia_27_86410_0,C50_FRG,data/cova3d_native_candidates_v1_0/radiopaedia_27_86410_0/C50_FRG.npz,0857733811c42fa9a1bac5e9b8208bdf56d9213d2d2b551769a8422ca1bd9d54,ed3916d00c6eac882733c79f275a7acfcc8a4fab3ee987a5eabafe0c4086516c,False
radiopaedia_29_86490_1,C100_COH,data/cova3d_native_candidates_v1_0/radiopaedia_29_86490_1/C100_COH.npz,6fd88e6993ccf8e17716966052a92a51a070c35cdef60700cca81db3eb2f73ec,f7d0ababf1fd2be6dfc3fc217b92fae4c60530b980b57961835a0945501325b8,False
radiopaedia_29_86490_1,C100_DIS,data/cova3d_native_candidates_v1_0/radiopaedia_29_86490_1/C100_DIS.npz,9655fc277c4385114936a76d8d068d86a711cbf48ce37bc99eb7148f0fa8d8c4,d25ed25b5ff4a9b5ac3d018e360172af0237b5b2d332b7d7995cabe396c0f672,False
radiopaedia_29_86490_1,C100_FRG,data/cova3d_native_candidates_v1_0/radiopaedia_29_86490_1/C100_FRG.npz,5a936e3fb628b93e3f4175d8d13538140078294fbe4e6f8a1bdc9d521f5a4a8e,bdd243f9d810a406789f0a1b2c17d322df3fdd324a0342ec22e32521316cb6e8,False
radiopaedia_29_86490_1,C50_COH,data/cova3d_native_candidates_v1_0/radiopaedia_29_86490_1/C50_COH.npz,566c867e650b75e3e9a170798faeb7016b55715f66052b1a38d5f82e8b5e11ed,a6e1ff543573c2e7cc805b725922ecfbca9ee9d15b1a4d3a6fccab411fefa309,False
radiopaedia_29_86490_1,C50_DIS,data/cova3d_native_candidates_v1_0/radiopaedia_29_86490_1/C50_DIS.npz,f14f1f7b26ad432ce681cf12130a66302a537e56ee98e885e54e323c6a32cc44,aba3ed2a3002758cd19d548d2d2bbb1df459ec69007c1d8ec4fc94a733ed601c,False
radiopaedia_29_86490_1,C50_FRG,data/cova3d_native_candidates_v1_0/radiopaedia_29_86490_1/C50_FRG.npz,f273ae94a2c2ce4b1b9259f9f84597bf9dc2b0ae146e42a8b653b1ed26beda50,5085e519273078f99986ec0d9aca5188456ba72dbc7aef40229efe8a6ecb62e5,False
radiopaedia_29_86491_1,C100_COH,data/cova3d_native_candidates_v1_0/radiopaedia_29_86491_1/C100_COH.npz,8a621303f393d7a0bb141a271c85638b273a253fa5073f9f8804328f9a708031,b84ed0d1345fcfc34b1601aa3b52a6ed923a2a8d11fd7dcdd6a4fa49d0a9ce26,False
radiopaedia_29_86491_1,C100_DIS,data/cova3d_native_candidates_v1_0/radiopaedia_29_86491_1/C100_DIS.npz,26dee735489ee6de1e416bdaad4fcb43069954d9faab0b8c754cad9c9ba5e89e,7bf7827873b0cb1503e8950c4e546327b89bd5f24d38736033572b848d2107d1,False
radiopaedia_29_86491_1,C100_FRG,data/cova3d_native_candidates_v1_0/radiopaedia_29_86491_1/C100_FRG.npz,52e28253f85293fa1a8069217cdd985fdb2cc6303133031d0f438252ac762e28,d6f761074402fdcbf6a6d94c91ece38acafc36b6d12ecde39ca51050c0a18e36,False
radiopaedia_29_86491_1,C50_COH,data/cova3d_native_candidates_v1_0/radiopaedia_29_86491_1/C50_COH.npz,79dd59db9ef13230ddd323f881b7f6312cda4ba062bc71e033d785d22665b73a,bd7267995871d5da7c3e2001b25bcd38aae747de2379b984e5bf40443209f1df,False
radiopaedia_29_86491_1,C50_DIS,data/cova3d_native_candidates_v1_0/radiopaedia_29_86491_1/C50_DIS.npz,31e803e7bf6c6f0062baf9eefaaf3c7b070a9a2754ead42f413dd7c052fefe41,95a80e0934577d58e94b2813c54d3d9056ddeb3118904b7401d947bb1d5900bc,False
radiopaedia_29_86491_1,C50_FRG,data/cova3d_native_candidates_v1_0/radiopaedia_29_86491_1/C50_FRG.npz,7febcd7b44e2663d7ddb2e5faa195015aa778a02deae39a40aa4c5440a339598,17e147ac3cd8faa33d42da6760c903d1df4f764a6a3792eddb6cb9b1a86cb379,False
radiopaedia_36_86526_0,C100_COH,data/cova3d_native_candidates_v1_0/radiopaedia_36_86526_0/C100_COH.npz,73c5a532a3da2ee19433ad06943a2a237d0403e94fd0dece164165432a4c3fb8,0436967feab442fcf298dbf1c4706ab7cea1af3a0b798819685a4b2d722837d3,False
radiopaedia_36_86526_0,C100_DIS,data/cova3d_native_candidates_v1_0/radiopaedia_36_86526_0/C100_DIS.npz,7869dc9179fe1e34477dfba24874b92711b0cc3038379ed1a6bf8517693924e6,9e352ee36cc605f8fbbbad0f87ccb852534382f15b7b99603d337bee52293214,False
