run_id,condition,outer_fold,seed,initialization_seed,training_cases,heldout_cases,training_case_count,heldout_case_count,epochs,microbatches_per_epoch,accumulation_steps,optimizer_steps,checkpoint_selection,paired_initialization_across_conditions,paired_schedule_across_conditions,paired_augmentation_rng_across_conditions,dense_training_labels,dense_heldout_outcomes_open_during_fit,training_authorized,sanity_gate_dependency,execution_status,final_dense_outcome_access_during_fit,paired_batch_id,paired_batch_order,condition_execution_order_within_batch
cova3d_c100_dis_fold0_seed29,C100_DIS,0,29,489370112,coronacases_001;coronacases_003;coronacases_006;coronacases_007;coronacases_009;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_36_86526_0;radiopaedia_40_86625_0;radiopaedia_4_85506_1;radiopaedia_7_85703_0,coronacases_002;coronacases_005;radiopaedia_29_86490_1;radiopaedia_29_86491_1,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PREDICTIONS_FROZEN,False,fold0_seed29,2,5
cova3d_c100_frg_fold0_seed29,C100_FRG,0,29,489370112,coronacases_001;coronacases_003;coronacases_006;coronacases_007;coronacases_009;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_36_86526_0;radiopaedia_40_86625_0;radiopaedia_4_85506_1;radiopaedia_7_85703_0,coronacases_002;coronacases_005;radiopaedia_29_86490_1;radiopaedia_29_86491_1,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PREDICTIONS_FROZEN,False,fold0_seed29,2,6
cova3d_c50_coh_fold0_seed43,C50_COH,0,43,3037986844,coronacases_001;coronacases_003;coronacases_006;coronacases_007;coronacases_009;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_36_86526_0;radiopaedia_40_86625_0;radiopaedia_4_85506_1;radiopaedia_7_85703_0,coronacases_002;coronacases_005;radiopaedia_29_86490_1;radiopaedia_29_86491_1,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PREDICTIONS_FROZEN,False,fold0_seed43,3,1
cova3d_c50_dis_fold0_seed43,C50_DIS,0,43,3037986844,coronacases_001;coronacases_003;coronacases_006;coronacases_007;coronacases_009;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_36_86526_0;radiopaedia_40_86625_0;radiopaedia_4_85506_1;radiopaedia_7_85703_0,coronacases_002;coronacases_005;radiopaedia_29_86490_1;radiopaedia_29_86491_1,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PREDICTIONS_FROZEN,False,fold0_seed43,3,2
cova3d_c50_frg_fold0_seed43,C50_FRG,0,43,3037986844,coronacases_001;coronacases_003;coronacases_006;coronacases_007;coronacases_009;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_36_86526_0;radiopaedia_40_86625_0;radiopaedia_4_85506_1;radiopaedia_7_85703_0,coronacases_002;coronacases_005;radiopaedia_29_86490_1;radiopaedia_29_86491_1,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PREDICTIONS_FROZEN,False,fold0_seed43,3,3
cova3d_c100_coh_fold0_seed43,C100_COH,0,43,3037986844,coronacases_001;coronacases_003;coronacases_006;coronacases_007;coronacases_009;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_36_86526_0;radiopaedia_40_86625_0;radiopaedia_4_85506_1;radiopaedia_7_85703_0,coronacases_002;coronacases_005;radiopaedia_29_86490_1;radiopaedia_29_86491_1,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PREDICTIONS_FROZEN,False,fold0_seed43,3,4
cova3d_c100_dis_fold0_seed43,C100_DIS,0,43,3037986844,coronacases_001;coronacases_003;coronacases_006;coronacases_007;coronacases_009;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_36_86526_0;radiopaedia_40_86625_0;radiopaedia_4_85506_1;radiopaedia_7_85703_0,coronacases_002;coronacases_005;radiopaedia_29_86490_1;radiopaedia_29_86491_1,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PREDICTIONS_FROZEN,False,fold0_seed43,3,5
cova3d_c100_frg_fold0_seed43,C100_FRG,0,43,3037986844,coronacases_001;coronacases_003;coronacases_006;coronacases_007;coronacases_009;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_36_86526_0;radiopaedia_40_86625_0;radiopaedia_4_85506_1;radiopaedia_7_85703_0,coronacases_002;coronacases_005;radiopaedia_29_86490_1;radiopaedia_29_86491_1,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PREDICTIONS_FROZEN,False,fold0_seed43,3,6
cova3d_c50_coh_fold1_seed17,C50_COH,1,17,3864554962,coronacases_001;coronacases_002;coronacases_003;coronacases_005;coronacases_006;coronacases_007;coronacases_009;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_36_86526_0;radiopaedia_40_86625_0;radiopaedia_7_85703_0,coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_4_85506_1,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PENDING,False,fold1_seed17,4,1
cova3d_c50_dis_fold1_seed17,C50_DIS,1,17,3864554962,coronacases_001;coronacases_002;coronacases_003;coronacases_005;coronacases_006;coronacases_007;coronacases_009;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_36_86526_0;radiopaedia_40_86625_0;radiopaedia_7_85703_0,coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_4_85506_1,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PENDING,False,fold1_seed17,4,2
cova3d_c50_frg_fold1_seed17,C50_FRG,1,17,3864554962,coronacases_001;coronacases_002;coronacases_003;coronacases_005;coronacases_006;coronacases_007;coronacases_009;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_36_86526_0;radiopaedia_40_86625_0;radiopaedia_7_85703_0,coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_4_85506_1,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PENDING,False,fold1_seed17,4,3
cova3d_c100_coh_fold1_seed17,C100_COH,1,17,3864554962,coronacases_001;coronacases_002;coronacases_003;coronacases_005;coronacases_006;coronacases_007;coronacases_009;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_36_86526_0;radiopaedia_40_86625_0;radiopaedia_7_85703_0,coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_4_85506_1,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PENDING,False,fold1_seed17,4,4
cova3d_c100_dis_fold1_seed17,C100_DIS,1,17,3864554962,coronacases_001;coronacases_002;coronacases_003;coronacases_005;coronacases_006;coronacases_007;coronacases_009;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_36_86526_0;radiopaedia_40_86625_0;radiopaedia_7_85703_0,coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_4_85506_1,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PENDING,False,fold1_seed17,4,5
cova3d_c100_frg_fold1_seed17,C100_FRG,1,17,3864554962,coronacases_001;coronacases_002;coronacases_003;coronacases_005;coronacases_006;coronacases_007;coronacases_009;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_36_86526_0;radiopaedia_40_86625_0;radiopaedia_7_85703_0,coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_4_85506_1,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PENDING,False,fold1_seed17,4,6
cova3d_c50_coh_fold1_seed29,C50_COH,1,29,1864415079,coronacases_001;coronacases_002;coronacases_003;coronacases_005;coronacases_006;coronacases_007;coronacases_009;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_36_86526_0;radiopaedia_40_86625_0;radiopaedia_7_85703_0,coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_4_85506_1,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PENDING,False,fold1_seed29,5,1
cova3d_c50_dis_fold1_seed29,C50_DIS,1,29,1864415079,coronacases_001;coronacases_002;coronacases_003;coronacases_005;coronacases_006;coronacases_007;coronacases_009;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_36_86526_0;radiopaedia_40_86625_0;radiopaedia_7_85703_0,coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_4_85506_1,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PENDING,False,fold1_seed29,5,2
cova3d_c50_frg_fold1_seed29,C50_FRG,1,29,1864415079,coronacases_001;coronacases_002;coronacases_003;coronacases_005;coronacases_006;coronacases_007;coronacases_009;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_36_86526_0;radiopaedia_40_86625_0;radiopaedia_7_85703_0,coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_4_85506_1,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PENDING,False,fold1_seed29,5,3
cova3d_c100_coh_fold1_seed29,C100_COH,1,29,1864415079,coronacases_001;coronacases_002;coronacases_003;coronacases_005;coronacases_006;coronacases_007;coronacases_009;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_36_86526_0;radiopaedia_40_86625_0;radiopaedia_7_85703_0,coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_4_85506_1,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PENDING,False,fold1_seed29,5,4
cova3d_c100_dis_fold1_seed29,C100_DIS,1,29,1864415079,coronacases_001;coronacases_002;coronacases_003;coronacases_005;coronacases_006;coronacases_007;coronacases_009;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_36_86526_0;radiopaedia_40_86625_0;radiopaedia_7_85703_0,coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_4_85506_1,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PENDING,False,fold1_seed29,5,5
cova3d_c100_frg_fold1_seed29,C100_FRG,1,29,1864415079,coronacases_001;coronacases_002;coronacases_003;coronacases_005;coronacases_006;coronacases_007;coronacases_009;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_36_86526_0;radiopaedia_40_86625_0;radiopaedia_7_85703_0,coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_4_85506_1,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PENDING,False,fold1_seed29,5,6
cova3d_c50_coh_fold1_seed43,C50_COH,1,43,1250903718,coronacases_001;coronacases_002;coronacases_003;coronacases_005;coronacases_006;coronacases_007;coronacases_009;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_36_86526_0;radiopaedia_40_86625_0;radiopaedia_7_85703_0,coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_4_85506_1,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PENDING,False,fold1_seed43,6,1
cova3d_c50_dis_fold1_seed43,C50_DIS,1,43,1250903718,coronacases_001;coronacases_002;coronacases_003;coronacases_005;coronacases_006;coronacases_007;coronacases_009;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_36_86526_0;radiopaedia_40_86625_0;radiopaedia_7_85703_0,coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_4_85506_1,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PENDING,False,fold1_seed43,6,2
cova3d_c50_frg_fold1_seed43,C50_FRG,1,43,1250903718,coronacases_001;coronacases_002;coronacases_003;coronacases_005;coronacases_006;coronacases_007;coronacases_009;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_36_86526_0;radiopaedia_40_86625_0;radiopaedia_7_85703_0,coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_4_85506_1,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PENDING,False,fold1_seed43,6,3
cova3d_c100_coh_fold1_seed43,C100_COH,1,43,1250903718,coronacases_001;coronacases_002;coronacases_003;coronacases_005;coronacases_006;coronacases_007;coronacases_009;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_36_86526_0;radiopaedia_40_86625_0;radiopaedia_7_85703_0,coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_4_85506_1,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PENDING,False,fold1_seed43,6,4
cova3d_c100_dis_fold1_seed43,C100_DIS,1,43,1250903718,coronacases_001;coronacases_002;coronacases_003;coronacases_005;coronacases_006;coronacases_007;coronacases_009;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_36_86526_0;radiopaedia_40_86625_0;radiopaedia_7_85703_0,coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_4_85506_1,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PENDING,False,fold1_seed43,6,5
cova3d_c100_frg_fold1_seed43,C100_FRG,1,43,1250903718,coronacases_001;coronacases_002;coronacases_003;coronacases_005;coronacases_006;coronacases_007;coronacases_009;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_36_86526_0;radiopaedia_40_86625_0;radiopaedia_7_85703_0,coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_4_85506_1,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PENDING,False,fold1_seed43,6,6
cova3d_c50_coh_fold2_seed17,C50_COH,2,17,2061093944,coronacases_001;coronacases_002;coronacases_003;coronacases_005;coronacases_009;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_40_86625_0;radiopaedia_4_85506_1,coronacases_006;coronacases_007;radiopaedia_36_86526_0;radiopaedia_7_85703_0,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PENDING,False,fold2_seed17,7,1
cova3d_c50_dis_fold2_seed17,C50_DIS,2,17,2061093944,coronacases_001;coronacases_002;coronacases_003;coronacases_005;coronacases_009;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_40_86625_0;radiopaedia_4_85506_1,coronacases_006;coronacases_007;radiopaedia_36_86526_0;radiopaedia_7_85703_0,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PENDING,False,fold2_seed17,7,2
cova3d_c50_frg_fold2_seed17,C50_FRG,2,17,2061093944,coronacases_001;coronacases_002;coronacases_003;coronacases_005;coronacases_009;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_40_86625_0;radiopaedia_4_85506_1,coronacases_006;coronacases_007;radiopaedia_36_86526_0;radiopaedia_7_85703_0,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PENDING,False,fold2_seed17,7,3
cova3d_c100_coh_fold2_seed17,C100_COH,2,17,2061093944,coronacases_001;coronacases_002;coronacases_003;coronacases_005;coronacases_009;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_40_86625_0;radiopaedia_4_85506_1,coronacases_006;coronacases_007;radiopaedia_36_86526_0;radiopaedia_7_85703_0,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PENDING,False,fold2_seed17,7,4
cova3d_c100_dis_fold2_seed17,C100_DIS,2,17,2061093944,coronacases_001;coronacases_002;coronacases_003;coronacases_005;coronacases_009;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_40_86625_0;radiopaedia_4_85506_1,coronacases_006;coronacases_007;radiopaedia_36_86526_0;radiopaedia_7_85703_0,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PENDING,False,fold2_seed17,7,5
cova3d_c100_frg_fold2_seed17,C100_FRG,2,17,2061093944,coronacases_001;coronacases_002;coronacases_003;coronacases_005;coronacases_009;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_40_86625_0;radiopaedia_4_85506_1,coronacases_006;coronacases_007;radiopaedia_36_86526_0;radiopaedia_7_85703_0,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PENDING,False,fold2_seed17,7,6
cova3d_c50_coh_fold2_seed29,C50_COH,2,29,2393148140,coronacases_001;coronacases_002;coronacases_003;coronacases_005;coronacases_009;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_40_86625_0;radiopaedia_4_85506_1,coronacases_006;coronacases_007;radiopaedia_36_86526_0;radiopaedia_7_85703_0,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PREDICTIONS_FROZEN,False,fold2_seed29,8,1
cova3d_c50_dis_fold2_seed29,C50_DIS,2,29,2393148140,coronacases_001;coronacases_002;coronacases_003;coronacases_005;coronacases_009;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_40_86625_0;radiopaedia_4_85506_1,coronacases_006;coronacases_007;radiopaedia_36_86526_0;radiopaedia_7_85703_0,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PREDICTIONS_FROZEN,False,fold2_seed29,8,2
cova3d_c50_frg_fold2_seed29,C50_FRG,2,29,2393148140,coronacases_001;coronacases_002;coronacases_003;coronacases_005;coronacases_009;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_40_86625_0;radiopaedia_4_85506_1,coronacases_006;coronacases_007;radiopaedia_36_86526_0;radiopaedia_7_85703_0,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PREDICTIONS_FROZEN,False,fold2_seed29,8,3
cova3d_c100_coh_fold2_seed29,C100_COH,2,29,2393148140,coronacases_001;coronacases_002;coronacases_003;coronacases_005;coronacases_009;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_40_86625_0;radiopaedia_4_85506_1,coronacases_006;coronacases_007;radiopaedia_36_86526_0;radiopaedia_7_85703_0,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PREDICTIONS_FROZEN,False,fold2_seed29,8,4
cova3d_c100_dis_fold2_seed29,C100_DIS,2,29,2393148140,coronacases_001;coronacases_002;coronacases_003;coronacases_005;coronacases_009;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_40_86625_0;radiopaedia_4_85506_1,coronacases_006;coronacases_007;radiopaedia_36_86526_0;radiopaedia_7_85703_0,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PREDICTIONS_FROZEN,False,fold2_seed29,8,5
cova3d_c100_frg_fold2_seed29,C100_FRG,2,29,2393148140,coronacases_001;coronacases_002;coronacases_003;coronacases_005;coronacases_009;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_40_86625_0;radiopaedia_4_85506_1,coronacases_006;coronacases_007;radiopaedia_36_86526_0;radiopaedia_7_85703_0,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PREDICTIONS_FROZEN,False,fold2_seed29,8,6
cova3d_c50_coh_fold2_seed43,C50_COH,2,43,2566699473,coronacases_001;coronacases_002;coronacases_003;coronacases_005;coronacases_009;coronacases_010;radiopaedia_10_85902_1;radiopaedia_10_85902_3;radiopaedia_29_86490_1;radiopaedia_29_86491_1;radiopaedia_40_86625_0;radiopaedia_4_85506_1,coronacases_006;coronacases_007;radiopaedia_36_86526_0;radiopaedia_7_85703_0,12,4,40,120,2,2400,FINAL_EPOCH_ONLY,True,True,True,False,False,True,PASS_09E,PENDING,False,fold2_seed43,9,1
