case_id,condition_id,artifact_file,artifact_file_sha256,annotation_semantic_sha256,sparse_only,coordinate_level_QA,trainer_candidate,training_authorized,effective_protocol
coronacases_002,C100_FRG,data/cova3d_training_grid_candidates_v1_3/coronacases_002/C100_FRG.npz,a6b6b547c08b8f88c48d0c4a138d0370e260b8daf525aabfbb4ad85437162d76,12ed58c6c8bd3ce7454afab0b0f60e375b682430fdabd8aed71d83efecba5003,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_003,C50_COH,data/cova3d_training_grid_candidates_v1_3/coronacases_003/C50_COH.npz,e090aa183dd1ebf02dc6a0e9ed8d30926f1d93d63519f4bb2c91111738081eca,149e93419ff0cbeb900bb05635961c5037dc4b262961fda9696b3798b6c7fdd5,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_003,C50_DIS,data/cova3d_training_grid_candidates_v1_3/coronacases_003/C50_DIS.npz,428166a40b53c58eafbc9392e63ab5b59535b625e252e019df1b38578c705dc7,73f3beda64df73795ce048c248ab6d7cc4eee9bc576816aa56ca40223ba3c910,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_003,C50_FRG,data/cova3d_training_grid_candidates_v1_3/coronacases_003/C50_FRG.npz,a6fc18fefdcd34ad6d42534a7ac0df7497d0ac1eefb60c9eeb1d38ef74f25ab8,5f6fc0b878d0e6963bc09ae89fab36790a3d97270fb8f8b29f6bd6d9b4fb61ea,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_003,C100_COH,data/cova3d_training_grid_candidates_v1_3/coronacases_003/C100_COH.npz,9c096aeaa40326823145a141637ef3b9ff7401ffd22867b204b64df2317737c9,4078146d85a94c4e8f14cd623592f347c4247a9aa87884bb562cfac57f76a7e0,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_003,C100_DIS,data/cova3d_training_grid_candidates_v1_3/coronacases_003/C100_DIS.npz,59c19a222a5571e99dda94f5264c75bcdaf4fdc020156bc16d6e87794c3f4b71,deff2cdee1c1a853f048c04ffda308289d134dc56c4a9bc5f044fbc1f77f8a9f,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_003,C100_FRG,data/cova3d_training_grid_candidates_v1_3/coronacases_003/C100_FRG.npz,d4b967993e37964da1b1e0f79b770ec7255e100b50cbf724ccf33cce71e4b93b,45cc4124ccd9f75d127987f1195fb9e7479d68cd8ae9bed607ccbbdfd74ce703,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_004,C50_COH,data/cova3d_training_grid_candidates_v1_3/coronacases_004/C50_COH.npz,df53a00f6b184513962b8ec8b5a09065f6d91bc9eb25a95d682016fd27419f5f,fd8655814dc0714e43a3e4fbd90eb2ab1f115501f7b15604db3ce68cebc3e223,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_004,C50_DIS,data/cova3d_training_grid_candidates_v1_3/coronacases_004/C50_DIS.npz,998c8c9c13d91ecb7bc40e1758c0d2c802b33b1ddf8bf139f7e58bbc46c011fc,bb41d5b15d6f964026d09329e9d45fd3e75d20ace9806d1e160e86c338fdbc3d,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_004,C50_FRG,data/cova3d_training_grid_candidates_v1_3/coronacases_004/C50_FRG.npz,128d974a3e0e253d1d2991549092781944c276e44918fc92b814d3f78f4e609f,97653916ed034c762e88c6a7772d08c72cfc9fe8234a40f4b697d828ccc4249f,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_004,C100_COH,data/cova3d_training_grid_candidates_v1_3/coronacases_004/C100_COH.npz,42ddfe2a3d5611d6ab120334718fb0ecf624d66364088fc388ee4bb36728399e,285187669fb153301cec45a22d4feae97ac30eb3324560a88dc86f48c64133be,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_004,C100_DIS,data/cova3d_training_grid_candidates_v1_3/coronacases_004/C100_DIS.npz,340c6a0d4f73b040f52d6ec24c05afff60335435c3f245bb6e3f123be16ec117,afba9164dd191c1c763202f298bfff946f11307c94d9b502e056b6e2ebcc5746,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_004,C100_FRG,data/cova3d_training_grid_candidates_v1_3/coronacases_004/C100_FRG.npz,c558c7d5e61bd56c0f5717265a846d34b4f1628163f33cd95db8b3cb1602bef0,0ac9ddbb32e7c0af36463a3cc91eac446a8c90bc4ae35f1b260cd18bbd735668,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_005,C50_COH,data/cova3d_training_grid_candidates_v1_3/coronacases_005/C50_COH.npz,8c8442cb0de353fc32863677962f022ca2b6599cea2e20295dbe97fcb825c358,b129045a722f9ad76c96cce1ea0cb48496525237ef0e38fa58bfdffeba5eb32f,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_005,C50_DIS,data/cova3d_training_grid_candidates_v1_3/coronacases_005/C50_DIS.npz,19d6a0be456e7a0261aebb68eef408d7886c0b91b4204ccf2f3a9e63b24c936f,d08819d736a2e099df240241012e5690ccb06527a005cf46cf17c447fd683844,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_005,C50_FRG,data/cova3d_training_grid_candidates_v1_3/coronacases_005/C50_FRG.npz,c1372a6d20ffe6a2cee2838eb8e746477c696e6da343ad241d0183eabb4eea62,aac109d8c41c81bd35578e369cee9d782b90e6304c5b39b88ca69d5e5ab2b9cb,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_005,C100_COH,data/cova3d_training_grid_candidates_v1_3/coronacases_005/C100_COH.npz,a36230b15a3120e432aedc0b3bd289497777a1a70dac5818c0a47ac35eda5e7b,9781d93a4a367f79ec4d8c72c19cae22c57b5b00c55a92dcd40d31ec85c690b7,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_005,C100_DIS,data/cova3d_training_grid_candidates_v1_3/coronacases_005/C100_DIS.npz,7ff9d4c4b619d4873f486c5da68002aaa9d0e74bc707782dcc45e30adc5a213a,8cc07484b86393ff58547afbf30aed835e804f61ca280545eab962479eeb2a71,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_005,C100_FRG,data/cova3d_training_grid_candidates_v1_3/coronacases_005/C100_FRG.npz,562092492e3ba7237531dcffd02934a980ea03bdc4d6a70b67654a61ce7d7173,8c9a2b9f6cf83aeec5626434ce63f8cf0fb4c8c6222800d5bc0e999ad07b0a70,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_006,C50_COH,data/cova3d_training_grid_candidates_v1_3/coronacases_006/C50_COH.npz,7fcdeb748fb78c7f86e1c8e759f38b1c7052f5e8569a2cc80008c0d953775850,55c01cf0eb48ec558a9a9337b7cf7f8f4f37a8edf63a750aacb9820aea4d9d41,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_006,C50_DIS,data/cova3d_training_grid_candidates_v1_3/coronacases_006/C50_DIS.npz,3aa7b74628374cf850bffe22b16f1c9567400fe328bf1e503ef0e02b6ab248cb,72ecd1762a5af4a9b71eda5339b7f3b636f95e5c03cae8aba3a619873be958b4,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_006,C50_FRG,data/cova3d_training_grid_candidates_v1_3/coronacases_006/C50_FRG.npz,c2e77cdb113858fdd269ba2586ddb39720113e3980f30ff4c2a2bbc1c5e09e84,6dbfb8f5e9d01ea71ea2578f7e8bb09820dc5e9db9295a28892162535e8f1be9,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_006,C100_COH,data/cova3d_training_grid_candidates_v1_3/coronacases_006/C100_COH.npz,5cd4bc7be81ceda40c80eb863fabdf8d4c25d6f625c1a30a7bd318c5cae0a5c7,9dd9e0edaaef26ffb41adc5e86bf07f16e83a9a9f7ac820374f05c57f497b5c1,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_006,C100_DIS,data/cova3d_training_grid_candidates_v1_3/coronacases_006/C100_DIS.npz,59f0d77c29550ca1d6e539c652e1d98b4488eaf28e18f1457d178fad7428d02b,382e49ae8161360f289729066de3ac81cbc8aaaff507272667dc698fb6ce7a06,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_006,C100_FRG,data/cova3d_training_grid_candidates_v1_3/coronacases_006/C100_FRG.npz,fbc82c5b03566c53fc0c10a03e4d3500665b57b35d2b50c5b01b8b912b22e87f,3e55bc48e661fd598e50f73fd5be221d684a10088e3e592d77fcbf1beaef524c,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_007,C50_COH,data/cova3d_training_grid_candidates_v1_3/coronacases_007/C50_COH.npz,d64954cc6a3d66b5cc483add5ee81a766ead6417a713781baef557e12d055268,931f9ad575c49bd52733aad34c6155a827cab7436f3bd7fec4a0622b5f66e3f5,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_007,C50_DIS,data/cova3d_training_grid_candidates_v1_3/coronacases_007/C50_DIS.npz,7b0779064263895d814f58a5c7ace44eace944c6f8c97e4acb1b0cafd6b7ff68,416759b2af685e3465aba07bb620252e9efcab152d03e881866a4a51a46fd8ca,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_007,C50_FRG,data/cova3d_training_grid_candidates_v1_3/coronacases_007/C50_FRG.npz,a91139c79cec7b843626397bb52955ea9ebc4ce7270ef9bfcab462c0aa24af98,9023cf264f2d7cacbad78f7ec0e11138ec5565d1f2e013c86de41a9be369e8b4,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_007,C100_COH,data/cova3d_training_grid_candidates_v1_3/coronacases_007/C100_COH.npz,15180a845496ce44a9c7c17d0901f11ffe5f26d90dced3a64925f7e44478c6af,813f0a7e327f6605721ba4e7ab5cb5cfef60efd76a07adb39186f2d83d320fce,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_007,C100_DIS,data/cova3d_training_grid_candidates_v1_3/coronacases_007/C100_DIS.npz,be6a919e9873b1bfd235d234fe0a0ab4e11a5d894428fb281cff8724ba0c72bb,c90025fac13efc274f884450fa4156038906641ecb6235991c200a0fd21feb5c,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_007,C100_FRG,data/cova3d_training_grid_candidates_v1_3/coronacases_007/C100_FRG.npz,1b3f26f6510c02cbe6d91e0ea088392f443ad3ceb4c9016327f1704af56fea65,030a0ba7a60dcfde59e96d46677993e29ec5e40b6cbeef45f47e15493cd8a676,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_008,C50_COH,data/cova3d_training_grid_candidates_v1_3/coronacases_008/C50_COH.npz,ae5cfcad06c4f1f63ba3b7de50b1e6bfec9a46b5a3ebf8aeb33a053706b8e8e8,885289c298e6b9d39dc0573a5a4b43de8ec3403c9dec7ba1eb1cd8ec3363bc58,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_008,C50_DIS,data/cova3d_training_grid_candidates_v1_3/coronacases_008/C50_DIS.npz,283e755df915256efc0e10bfe10e5fd78f52cde0dce22d032441d6f7927db651,d845c7f67f41ec33e3f426a4d04a314dba60ab76976391167b108e525540808f,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_008,C50_FRG,data/cova3d_training_grid_candidates_v1_3/coronacases_008/C50_FRG.npz,799c6212e7f8a5bc0eabee52bac433cbfcbdad81575a034c04bbe3f70191891e,4224e5dc7cbf8f6847c86fcdf51483b46ccb8b71592615c8eccd1efd985b18f9,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_008,C100_COH,data/cova3d_training_grid_candidates_v1_3/coronacases_008/C100_COH.npz,90193fe8053dc07642541a28fa23d671eb9b477a6fe6857b27e956b8052e623d,a8563d09772cbd8e32ede4144c025c5c5c282c1736da8810afe8fbee7fc4d4d0,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_008,C100_DIS,data/cova3d_training_grid_candidates_v1_3/coronacases_008/C100_DIS.npz,e7a07a5fb6fbb62f3309f8873b863b60d946a8168797c696f28e3a6cac78a6cf,0acd848288a1f2563497ebaa5ed118a0acdcbc7832e8999b78acf671a5b4859f,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_008,C100_FRG,data/cova3d_training_grid_candidates_v1_3/coronacases_008/C100_FRG.npz,9daba1943b12999b6ca70b62727f9dc37397bd77cf1b7889168365c6b5cc84ef,ff80ea98350abec5de221dc9f9f5ab9256707354932e7f7185b6cb11fe06a96f,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_009,C50_COH,data/cova3d_training_grid_candidates_v1_3/coronacases_009/C50_COH.npz,94de5a292a407602150d60d4c29460f8e33de0ee2de1f083079bafd66cf49d9f,69aad8fa17ffdf17ecfe00c95fb361a9f13d8d06c5e952ea7bb5dc4c88564080,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_009,C50_DIS,data/cova3d_training_grid_candidates_v1_3/coronacases_009/C50_DIS.npz,a5755e0ab3f769dd9acc2abf773e7c5eee24af75e45d08f69171c9c88aa6309b,1f9bb46d133f862a9e7fb87b86b3bf4eeeb85f1462d54e1d8d482dc7a6f87d23,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_009,C50_FRG,data/cova3d_training_grid_candidates_v1_3/coronacases_009/C50_FRG.npz,399a6f8ec72123b6097c9444701b9ff1967600111608c7d876ecdccdf33bc1f6,a3a09521ee649f7aa07044a2facf2acbf915be1de7ba9fa5e562023ba696deef,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_009,C100_COH,data/cova3d_training_grid_candidates_v1_3/coronacases_009/C100_COH.npz,76839d23231270c9ea791fd2188ee2bff6626118023370fd728d2ecbb01612c8,5959bae9b50ecc5475c6cca88f08700c34fd7ddd379692e2b350b315ecd03eeb,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_009,C100_DIS,data/cova3d_training_grid_candidates_v1_3/coronacases_009/C100_DIS.npz,7b9b05146e009d806fd9eed7d208c323bc6159620e4caa33e27d75d350fc21be,74bbf25fa601b2db029bd963089ea3c4d12635ce014020ab8c2d81bdb8391488,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_009,C100_FRG,data/cova3d_training_grid_candidates_v1_3/coronacases_009/C100_FRG.npz,bb0760ce534db2c6ba30ffa0fb85128e9c9b1bd0131ac06c182cb601bbc4677c,c3eaaee7399d68448650715dbe8839f0f6aab2f7ea25627f8ecf9133e6a3a9a9,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_010,C50_COH,data/cova3d_training_grid_candidates_v1_3/coronacases_010/C50_COH.npz,ff3f7125ba0c571c9d5c47d2556ae3182dbc9101868fa0a5c23e7dbc050ffbf1,2be82af0e7fca50522130b8c01c4eb1dcb11536df61ad035bbf1b67a24b96d67,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_010,C50_DIS,data/cova3d_training_grid_candidates_v1_3/coronacases_010/C50_DIS.npz,925cf9371c495c2d7ef7e340f604dbd2cc1c1ee012aeccd184cfb1e179be1021,71dff5eaf7924103fc98490fe249448c7553f06b9d09b115da3a550ddf20ae87,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_010,C50_FRG,data/cova3d_training_grid_candidates_v1_3/coronacases_010/C50_FRG.npz,2eeb2727c52f134336995114b1b2a4b894e4e34ca6af96c556f0fd44340cb36e,319e72c52ccd55f29c298580dea93f4b1a6007bb3b733e2ba9d655570ac1ae18,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_010,C100_COH,data/cova3d_training_grid_candidates_v1_3/coronacases_010/C100_COH.npz,a8efe646ef6e50bc872c299fb9b7d008db62be79d3d4b8ac0a74003d5c071c6f,436555e100b5115f819bf4929ac6d14ae6983d70543de1420b1a7c4064ee4d1b,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_010,C100_DIS,data/cova3d_training_grid_candidates_v1_3/coronacases_010/C100_DIS.npz,0a2d87c17b7963e661229de005170d017dc44e29aaedb469fcbb0df25bfc7b2d,b663721fc22965eaa3b02f5b0c1a5936f12a61926e59c56236468a281bcbd994,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
coronacases_010,C100_FRG,data/cova3d_training_grid_candidates_v1_3/coronacases_010/C100_FRG.npz,bff5beb71aae2740559b80191f6f25d939b6baa53b7f212f2508546c1144aa95,6605e6a9015c9b6f442791fed42c930cb80c51e18db072963fb4947a431a58c5,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_10_85902_1,C50_COH,data/cova3d_training_grid_candidates_v1_3/radiopaedia_10_85902_1/C50_COH.npz,43c45dfd53c25438732780fee1ed187df6b62fbc9aae1b45b0723b7279904428,dfc54558b2f533a5d557f95780243dffaa6a39b848f9582b0e3c198804712542,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_10_85902_1,C50_DIS,data/cova3d_training_grid_candidates_v1_3/radiopaedia_10_85902_1/C50_DIS.npz,d959b1df09621244183299339c634db709f3fd6ff38f8b1b2339f6fc4397e6ff,414380ebc0b7ad0de267bc7a79baecd33f84837c3f10fe88b286ed850a5c7618,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_10_85902_1,C50_FRG,data/cova3d_training_grid_candidates_v1_3/radiopaedia_10_85902_1/C50_FRG.npz,b0c540c65f4d3ca1f1fa065a3aacb7908a50118e30bf6f2a152855d7be457484,6ac0aaf84f1d8feffd6cb1d666d4bf7e82ae6b7ebd9d714201f9532b63e20f45,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_10_85902_1,C100_COH,data/cova3d_training_grid_candidates_v1_3/radiopaedia_10_85902_1/C100_COH.npz,a19c22d76c8e08b8f225ea2bd91446422c27bd07f43ed279da5b479c5d3aaca6,6544d07ec947181826221e122ddc6118fc0b1d39330003eb147de01fd57fd252,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_10_85902_1,C100_DIS,data/cova3d_training_grid_candidates_v1_3/radiopaedia_10_85902_1/C100_DIS.npz,436a3819cbd870a132ac251dcb518e559d8aafef64f23bc2af0465f6c43023b1,6bb123b9604225fb5f8849891fdfe9a6ade5aea742c30e35504935703ea48e78,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_10_85902_1,C100_FRG,data/cova3d_training_grid_candidates_v1_3/radiopaedia_10_85902_1/C100_FRG.npz,1702fb799fb0b5144785a7ae1b016ada4492ee83cf50ddcb1d9f63bee74cdb74,2ef3df189831d5806230ae475cc974b70edffed0b319bb0348cf8de4da044907,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_10_85902_3,C50_COH,data/cova3d_training_grid_candidates_v1_3/radiopaedia_10_85902_3/C50_COH.npz,5dccf3a4a9545d9026b7998c5ebd18996f541083708084de0acac6f5b54279e3,fcf72bdf1c406820c0c01dadbc40b00583cfda964d874ab77127a36edb9f81c6,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_10_85902_3,C50_DIS,data/cova3d_training_grid_candidates_v1_3/radiopaedia_10_85902_3/C50_DIS.npz,31717905ef46477c2b8fa391ccd0943f11b6fcc5b559278a5ea577d201a405e9,945c8ad64f3a82679b33fc9bc010f1cfff4818420b16f27db3c38b8c2714ff4a,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_10_85902_3,C50_FRG,data/cova3d_training_grid_candidates_v1_3/radiopaedia_10_85902_3/C50_FRG.npz,a2f1106876ee51ea7ae62b857c2c3f31a71c7e522b973b90a915f15299708ca6,d025e504425567bd754ce47c6ba601db638c2989913268f66f142f534ceca102,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_10_85902_3,C100_COH,data/cova3d_training_grid_candidates_v1_3/radiopaedia_10_85902_3/C100_COH.npz,524fdf41f03d5a76c10ffb9e0b62b70fc679edcafacd97b106eaff9b611e4fe4,94b8d6e587ffb8156ba757955ce60e3361dfbf17c577dc6b8de95384008e2b4e,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_10_85902_3,C100_DIS,data/cova3d_training_grid_candidates_v1_3/radiopaedia_10_85902_3/C100_DIS.npz,d50fa42cc7d94fc51f1bcb0fc2c794fc143219ee09c775fec0458bfb40e4bc2a,906e4f61f4d9dd1f100d7723b120aa8a3ed67732af996ad5b4bae63ca8c07ee3,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_10_85902_3,C100_FRG,data/cova3d_training_grid_candidates_v1_3/radiopaedia_10_85902_3/C100_FRG.npz,47297cd0880df6b79b544a93f33551d8d9d13e050636c9aa21d1cdcc7e9ca67d,b2e60a76947d2b66e304512024efccbd385ff0e6d668194d1d2559665cbabc97,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_14_85914_0,C50_COH,data/cova3d_training_grid_candidates_v1_3/radiopaedia_14_85914_0/C50_COH.npz,e27ba1d95143b06bd8fd4fb74062a2e36577539bf947403c2487fce1a666224a,3661c5b79e1d23ec3148b6a31318e0751e905ea1a5af71a6b1a9d358065c8091,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_14_85914_0,C50_DIS,data/cova3d_training_grid_candidates_v1_3/radiopaedia_14_85914_0/C50_DIS.npz,b8cb623309d0cccd8c4ec42cc424d2a860b27095ec58ad8a0a6736eca424a811,8ee39b7ee66a9ab91535230cb05fc21b7a6bdf6acec1d44a708d5acd703c3cfd,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
radiopaedia_14_85914_0,C50_FRG,data/cova3d_training_grid_candidates_v1_3/radiopaedia_14_85914_0/C50_FRG.npz,aaab43568387ec563bcf5d93b32eba402555d9a42e91946eb135a344e687e546,531658d26bb52604fc1657995136bb275b12054f603845b0cf74ef5a1ad516ea,True,True,True,False,COVA3D_1.0+A1+A1.1+A1.2+A1.3+N1+N2
