case_id,role,coverage_fraction,component_native_id,resolution_class,quota,coh_connected_sets,dis_connected_sets,frg_connected_sets,coh_component_sizes,dis_component_sizes,frg_component_sizes,coh_mean_nn_mm,dis_mean_nn_mm,frg_mean_nn_mm,coh_equals_dis,coh_equals_frg,dis_equals_frg,any_pairwise_alias,jaccard_coh_dis,jaccard_coh_frg,jaccard_dis_frg,geometry_claim_COH,geometry_claim_DIS,geometry_claim_FRG,limited_identity_pass,geometry_claim_pass,topology_pass,operational_distinct_pass,component_operationality_pass,common_capacity
coronacases_002,final_outer_cv,0.5,15,GLOBAL_GEOMETRY_RESOLVABLE,7,1,7,3,7,1;1;1;1;1;1;1,3;2;2,1.7648717094642408,5.474571753925535,1.5,False,False,False,False,0.0,0.16666666666666666,0.16666666666666666,True,True,True,True,True,True,True,True,7
coronacases_002,final_outer_cv,0.5,16,GLOBAL_GEOMETRY_RESOLVABLE,8,1,8,3,8,1;1;1;1;1;1;1;1,4;2;2,1.6875,19.693020995324776,1.5,False,False,False,False,0.0,0.14285714285714285,0.14285714285714285,True,True,True,True,True,True,True,True,8
coronacases_002,final_outer_cv,0.5,18,GLOBAL_GEOMETRY_RESOLVABLE,11,1,9,3,11,3;1;1;1;1;1;1;1;1,4;4;3,1.5,3.522187117581035,1.5,False,False,False,False,0.047619047619047616,0.15789473684210525,0.047619047619047616,True,True,True,True,True,True,True,True,11
coronacases_002,final_outer_cv,0.5,19,GLOBAL_GEOMETRY_RESOLVABLE,10,1,10,3,10,1;1;1;1;1;1;1;1;1;1,4;3;3,1.5621320343559641,7.760780184336008,1.5,False,False,False,False,0.0,0.1111111111111111,0.1111111111111111,True,True,True,True,True,True,True,True,10
coronacases_002,final_outer_cv,0.5,20,GLOBAL_GEOMETRY_RESOLVABLE,11,1,11,3,11,1;1;1;1;1;1;1;1;1;1;1,4;4;3,1.612967335192662,9.856358113223047,1.5,False,False,False,False,0.0,0.1,0.1,True,True,True,True,True,True,True,True,11
coronacases_002,final_outer_cv,0.5,21,GLOBAL_GEOMETRY_RESOLVABLE,10,1,10,3,10,1;1;1;1;1;1;1;1;1;1,4;3;3,1.5,7.534101241965705,1.5,False,False,False,False,0.0,0.1111111111111111,0.1111111111111111,True,True,True,True,True,True,True,True,10
coronacases_002,final_outer_cv,0.5,23,GLOBAL_GEOMETRY_RESOLVABLE,7,1,7,3,7,1;1;1;1;1;1;1,3;2;2,1.588760049079949,8.166180506404798,1.5,False,False,False,False,0.0,0.16666666666666666,0.0,True,True,True,True,True,True,True,True,7
coronacases_002,final_outer_cv,0.5,26,GLOBAL_GEOMETRY_RESOLVABLE,10,1,10,3,10,1;1;1;1;1;1;1;1;1;1,4;3;3,1.5,5.286604497402567,1.5,False,False,False,False,0.05263157894736842,0.1111111111111111,0.1111111111111111,True,True,True,True,True,True,True,True,10
coronacases_002,final_outer_cv,0.5,27,GLOBAL_RESOLUTION_LIMITED,30,1,1,1,30,30,30,1.5,1.5,1.5,True,True,True,True,1.0,1.0,1.0,False,False,False,True,True,True,True,True,30
coronacases_002,final_outer_cv,1.0,1,GLOBAL_GEOMETRY_RESOLVABLE,4,1,4,3,4,1;1;1;1,2;1;1,1.5,22.79610323875549,10.612071234652063,False,False,False,False,0.0,0.14285714285714285,0.14285714285714285,True,True,True,True,True,True,True,True,4
coronacases_002,final_outer_cv,1.0,2,GLOBAL_GEOMETRY_RESOLVABLE,6,1,6,3,6,1;1;1;1;1;1,3;2;1,1.5,25.1137393851602,6.422040216394301,False,False,False,False,0.0,0.2,0.2,True,True,True,True,True,True,True,True,6
coronacases_002,final_outer_cv,1.0,3,GLOBAL_GEOMETRY_RESOLVABLE,4,1,4,3,4,1;1;1;1,2;1;1,1.6553300858899105,29.2829139804758,15.0,False,False,False,False,0.0,0.3333333333333333,0.14285714285714285,True,True,True,True,True,True,True,True,4
coronacases_002,final_outer_cv,1.0,4,GLOBAL_GEOMETRY_RESOLVABLE,3,1,3,3,3,1;1;1,1;1;1,1.5,8.849266422272258,7.021645711795972,False,False,False,False,0.0,0.2,0.2,True,True,True,True,True,True,True,True,3
coronacases_002,final_outer_cv,1.0,5,GLOBAL_GEOMETRY_RESOLVABLE,6,1,6,3,6,1;1;1;1;1;1,2;2;2,1.8090169943749475,6.5336887678084095,1.5,False,False,False,False,0.0,0.2,0.2,True,True,True,True,True,True,True,True,6
coronacases_002,final_outer_cv,1.0,6,GLOBAL_GEOMETRY_RESOLVABLE,4,1,4,3,4,1;1;1;1,2;1;1,2.25,7.768023825005685,3.1217082451262845,False,False,False,False,0.0,0.14285714285714285,0.0,True,True,True,True,True,True,True,True,4
coronacases_002,final_outer_cv,1.0,7,GLOBAL_GEOMETRY_RESOLVABLE,5,1,5,3,5,1;1;1;1;1,2;2;1,1.7485281374238568,12.594365436914405,3.9166155414412245,False,False,False,False,0.0,0.1111111111111111,0.25,True,True,True,True,True,True,True,True,5
coronacases_002,final_outer_cv,1.0,8,GLOBAL_GEOMETRY_RESOLVABLE,6,1,6,3,6,1;1;1;1;1;1,2;2;2,1.5,27.43281166623149,1.5,False,False,False,False,0.0,0.2,0.2,True,True,True,True,True,True,True,True,6
coronacases_002,final_outer_cv,1.0,9,GLOBAL_GEOMETRY_RESOLVABLE,4,1,4,3,4,1;1;1;1,2;1;1,1.8106601717798212,18.445060854994438,8.897085368400163,False,False,False,False,0.0,0.14285714285714285,0.0,True,True,True,True,True,True,True,True,4
coronacases_002,final_outer_cv,1.0,10,GLOBAL_GEOMETRY_RESOLVABLE,5,1,5,3,5,1;1;1;1;1,2;2;1,1.5,12.111090561532873,3.3840329667841558,False,False,False,False,0.0,0.25,0.1111111111111111,True,True,True,True,True,True,True,True,5
coronacases_002,final_outer_cv,1.0,11,GLOBAL_RESOLUTION_LIMITED,11,1,1,1,11,11,11,1.5,1.5,1.5,True,True,True,True,1.0,1.0,1.0,False,False,False,True,True,True,True,True,41
coronacases_002,final_outer_cv,1.0,12,GLOBAL_GEOMETRY_RESOLVABLE,6,1,6,3,6,1;1;1;1;1;1,3;2;1,1.75,5.004847454889565,2.368033988749895,False,False,False,False,0.0,0.0,0.3333333333333333,True,True,True,True,True,True,True,True,6
coronacases_002,final_outer_cv,1.0,13,GLOBAL_GEOMETRY_RESOLVABLE,6,1,6,3,6,1;1;1;1;1;1,2;2;2,1.8090169943749475,7.165403174820021,1.5,False,False,False,False,0.09090909090909091,0.2,0.09090909090909091,True,True,True,True,True,True,True,True,6
coronacases_002,final_outer_cv,1.0,14,GLOBAL_GEOMETRY_RESOLVABLE,3,1,3,3,3,1;1;1,1;1;1,1.5,5.22383047297721,3.5811388300841895,False,False,False,False,0.0,0.2,0.0,True,True,True,True,True,True,True,True,3
coronacases_002,final_outer_cv,1.0,15,GLOBAL_GEOMETRY_RESOLVABLE,6,1,6,3,6,1;1;1;1;1;1,3;2;1,1.5,6.955572638964868,2.280776406404415,False,False,False,False,0.0,0.2,0.2,True,True,True,True,True,True,True,True,6
coronacases_002,final_outer_cv,1.0,16,GLOBAL_GEOMETRY_RESOLVABLE,6,1,6,3,6,1;1;1;1;1;1,3;2;1,1.6035533905932737,20.664698168906337,5.947073557013984,False,False,False,False,0.0,0.2,0.2,True,True,True,True,True,True,True,True,6
coronacases_002,final_outer_cv,1.0,17,GLOBAL_GEOMETRY_RESOLVABLE,6,1,5,3,6,2;1;1;1;1,2;2;2,1.75,3.9804064244456896,1.5,False,False,False,False,0.0,0.2,0.2,True,True,True,True,True,True,True,True,6
coronacases_002,final_outer_cv,1.0,18,GLOBAL_GEOMETRY_RESOLVABLE,6,1,6,3,6,1;1;1;1;1;1,2;2;2,1.8090169943749475,5.4309462104211415,1.5,False,False,False,False,0.09090909090909091,0.2,0.3333333333333333,True,True,True,True,True,True,True,True,6
coronacases_002,final_outer_cv,1.0,19,GLOBAL_GEOMETRY_RESOLVABLE,5,1,5,3,5,1;1;1;1;1,2;2;1,1.8727922061357856,10.501625519641385,3.363330765278394,False,False,False,False,0.0,0.1111111111111111,0.25,True,True,True,True,True,True,True,True,5
coronacases_002,final_outer_cv,1.0,20,GLOBAL_GEOMETRY_RESOLVABLE,4,1,4,3,4,1;1;1;1,2;1;1,1.875,16.025052343558016,8.518555786126363,False,False,False,False,0.0,0.14285714285714285,0.3333333333333333,True,True,True,True,True,True,True,True,4
coronacases_002,final_outer_cv,1.0,21,GLOBAL_GEOMETRY_RESOLVABLE,4,1,4,3,4,1;1;1;1,2;1;1,1.875,13.632461039987913,6.441783234309364,False,False,False,False,0.0,0.14285714285714285,0.14285714285714285,True,True,True,True,True,True,True,True,4
coronacases_002,final_outer_cv,1.0,22,GLOBAL_GEOMETRY_RESOLVABLE,4,1,4,3,4,1;1;1;1,2;1;1,1.875,44.36467074420909,22.870613034542103,False,False,False,False,0.0,0.0,0.3333333333333333,True,True,True,True,True,True,True,True,4
coronacases_002,final_outer_cv,1.0,23,GLOBAL_GEOMETRY_RESOLVABLE,5,1,5,3,5,1;1;1;1;1,2;2;1,1.7485281374238568,8.580348979385525,3.637211521390788,False,False,False,False,0.0,0.25,0.0,True,True,True,True,True,True,True,True,5
coronacases_002,final_outer_cv,1.0,24,GLOBAL_GEOMETRY_RESOLVABLE,4,1,4,3,4,1;1;1;1,2;1;1,1.5,16.551702999370832,9.695646988798973,False,False,False,False,0.14285714285714285,0.14285714285714285,0.6,True,True,True,True,True,True,True,True,4
