case_id,role,condition_id,coverage_fraction,geometry,component_native_id,component_volume_ml,pool_source,pool_size,quota,selected_point_components,mean_nearest_neighbor_mm
coronacases_001,final_outer_cv,C100_COH,1.0,coherent,24,0.19118305107811878,largest_1mm_eroded_component,65,5,1,0.8105469942092896
coronacases_001,final_outer_cv,C100_COH,1.0,coherent,25,56.20650304410728,largest_1mm_eroded_component,63849,5,1,0.8105469942092896
coronacases_001,final_outer_cv,C100_COH,1.0,coherent,26,51.29618646761979,largest_1mm_eroded_component,30989,5,1,0.8105469942092896
coronacases_001,final_outer_cv,C100_COH,1.0,coherent,27,0.10905974735040454,full_component_fallback,166,5,1,0.8105469942092896
coronacases_001,final_outer_cv,C100_COH,1.0,coherent,28,2.795477258891393,largest_1mm_eroded_component,1929,5,1,0.9526725611188013
coronacases_001,final_outer_cv,C100_COH,1.0,coherent,29,0.8534253723384065,largest_1mm_eroded_component,116,4,1,0.9052734971046448
coronacases_001,final_outer_cv,C100_COH,1.0,coherent,30,0.33834801135818277,largest_1mm_eroded_component,195,5,1,0.8484375953674317
coronacases_001,final_outer_cv,C100_COH,1.0,coherent,31,0.17410140390275422,largest_1mm_eroded_component,74,5,1,0.8484375953674317
coronacases_001,final_outer_cv,C100_COH,1.0,coherent,32,7.16378003077597,largest_1mm_eroded_component,6671,5,1,0.8105469942092896
coronacases_001,final_outer_cv,C100_COH,1.0,coherent,33,0.3869650071649896,largest_1mm_eroded_component,211,4,1,0.8105469942092896
coronacases_001,final_outer_cv,C100_COH,1.0,coherent,35,5.336700769441784,largest_1mm_eroded_component,4298,5,1,0.8105469942092896
coronacases_001,final_outer_cv,C100_COH,1.0,coherent,37,6.659871439102715,largest_1mm_eroded_component,5170,5,1,0.8776949057977363
coronacases_001,final_outer_cv,C100_COH,1.0,coherent,38,0.2647655312181508,largest_1mm_eroded_component,138,4,1,0.8105469942092896
coronacases_001,final_outer_cv,C100_COH,1.0,coherent,39,12.372368446402518,largest_1mm_eroded_component,12736,5,1,0.8105469942092896
coronacases_001,final_outer_cv,C100_COH,1.0,coherent,40,0.3547726721037256,largest_1mm_eroded_component,112,5,1,1.0119907289746302
coronacases_001,final_outer_cv,C100_COH,1.0,coherent,42,0.21680552184116564,largest_1mm_eroded_component,52,5,1,0.8105469942092896
coronacases_001,final_outer_cv,C100_COH,1.0,coherent,43,5.407655303862528,largest_1mm_eroded_component,4248,5,1,0.8776949057977363
coronacases_001,final_outer_cv,C100_COH,1.0,coherent,44,0.21614853541134393,largest_1mm_eroded_component,24,4,1,0.8105469942092896
coronacases_001,final_outer_cv,C100_COH,1.0,coherent,45,0.18592715963954506,largest_1mm_eroded_component,41,4,1,0.8105469942092896
coronacases_001,final_outer_cv,C100_COH,1.0,coherent,46,0.10643180163111768,largest_1mm_eroded_component,30,4,1,0.8105469942092896
coronacases_001,final_outer_cv,C100_COH,1.0,coherent,48,2.476838840427862,largest_1mm_eroded_component,1644,4,1,0.894481883694848
coronacases_001,final_outer_cv,C100_COH,1.0,coherent,50,0.1261413945257691,largest_1mm_eroded_component,51,4,1,0.8579102456569672
coronacases_001,final_outer_cv,C100_COH,1.0,coherent,51,0.6103403933043724,largest_1mm_eroded_component,369,5,1,0.8105469942092896
coronacases_001,final_outer_cv,C100_COH,1.0,coherent,53,0.17541537676239766,largest_1mm_eroded_component,59,4,1,0.8105469942092896
coronacases_001,final_outer_cv,C100_COH,1.0,coherent,55,0.2154915489815222,largest_1mm_eroded_component,90,4,1,1.0488934217926773
coronacases_001,final_outer_cv,C100_COH,1.0,coherent,56,0.5157343474100455,largest_1mm_eroded_component,355,5,1,1.0683720478644465
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,1,197.84095155793204,largest_1mm_eroded_component,214588,5,5,73.22212512513246
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,2,33.67581041980142,largest_1mm_eroded_component,31913,5,5,29.440100156960064
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,3,0.4677743380330604,largest_1mm_eroded_component,249,5,5,4.614686685949442
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,4,0.14453701456077708,largest_1mm_eroded_component,52,5,5,2.318119431783524
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,6,0.6254510811902718,largest_1mm_eroded_component,437,5,5,5.471831903936315
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,7,1.8132825463079307,largest_1mm_eroded_component,1433,5,5,8.903168377746159
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,8,2.5760437913309406,largest_1mm_eroded_component,1209,4,4,8.67571867353658
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,9,0.10051892376272226,largest_1mm_eroded_component,29,5,5,2.112732767727926
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,10,0.4060176136298193,largest_1mm_eroded_component,219,5,5,4.592576941144282
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,11,31.682513591722337,largest_1mm_eroded_component,33975,4,4,34.284897991897836
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,12,0.3692263735598033,largest_1mm_eroded_component,202,5,5,4.105571756397008
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,14,0.771959055040514,largest_1mm_eroded_component,533,5,5,5.769580834728562
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,15,0.16161866173614164,largest_1mm_eroded_component,30,5,5,2.334738881884867
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,16,0.6576434162515358,largest_1mm_eroded_component,382,5,5,5.474233985608828
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,17,0.13731016383273822,largest_1mm_eroded_component,67,5,5,2.4662600962083356
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,21,0.45989050087519984,largest_1mm_eroded_component,287,5,5,4.582921669915689
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,23,1.1470983064687128,largest_1mm_eroded_component,917,5,5,7.193332689978567
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,24,0.19118305107811878,largest_1mm_eroded_component,65,5,5,2.6760730434236963
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,25,56.20650304410728,largest_1mm_eroded_component,63849,5,5,32.77177846324973
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,26,51.29618646761979,largest_1mm_eroded_component,30989,5,5,32.424392947873024
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,27,0.10905974735040454,full_component_fallback,166,5,5,4.198559241939078
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,28,2.795477258891393,largest_1mm_eroded_component,1929,5,5,11.70727900615071
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,29,0.8534253723384065,largest_1mm_eroded_component,116,4,4,4.092864955601796
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,30,0.33834801135818277,largest_1mm_eroded_component,195,5,5,3.75218764167132
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,31,0.17410140390275422,largest_1mm_eroded_component,74,5,5,2.7700984304971223
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,32,7.16378003077597,largest_1mm_eroded_component,6671,5,5,18.2244882514045
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,33,0.3869650071649896,largest_1mm_eroded_component,211,4,4,5.06843421369189
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,35,5.336700769441784,largest_1mm_eroded_component,4298,5,5,17.095407541669168
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,37,6.659871439102715,largest_1mm_eroded_component,5170,5,5,21.063749766405884
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,38,0.2647655312181508,largest_1mm_eroded_component,138,4,4,4.739272067840968
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,39,12.372368446402518,largest_1mm_eroded_component,12736,5,5,20.105971588116528
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,40,0.3547726721037256,largest_1mm_eroded_component,112,5,5,4.130577530860344
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,42,0.21680552184116564,largest_1mm_eroded_component,52,5,5,2.6350334716026933
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,43,5.407655303862528,largest_1mm_eroded_component,4248,5,5,15.050954950766322
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,44,0.21614853541134393,largest_1mm_eroded_component,24,4,4,2.1115556897484615
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,45,0.18592715963954506,largest_1mm_eroded_component,41,4,4,2.5647383987259884
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,46,0.10643180163111768,largest_1mm_eroded_component,30,4,4,2.120156028156978
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,48,2.476838840427862,largest_1mm_eroded_component,1644,4,4,12.990992183895742
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,50,0.1261413945257691,largest_1mm_eroded_component,51,4,4,2.474914874603453
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,51,0.6103403933043724,largest_1mm_eroded_component,369,5,5,6.335899003008423
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,53,0.17541537676239766,largest_1mm_eroded_component,59,4,4,3.284884791828933
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,55,0.2154915489815222,largest_1mm_eroded_component,90,4,4,3.0655860100555894
coronacases_001,final_outer_cv,C100_DIS,1.0,dispersed,56,0.5157343474100455,largest_1mm_eroded_component,355,5,5,5.439540885571004
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,1,197.84095155793204,largest_1mm_eroded_component,214588,5,3,19.472191992060807
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,2,33.67581041980142,largest_1mm_eroded_component,31913,5,3,10.915291223780901
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,3,0.4677743380330604,largest_1mm_eroded_component,249,5,3,1.6737074562892977
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,4,0.14453701456077708,largest_1mm_eroded_component,52,5,3,1.1742846403679879
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,6,0.6254510811902718,largest_1mm_eroded_component,437,5,3,1.8653774583729106
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,7,1.8132825463079307,largest_1mm_eroded_component,1433,5,3,2.99400779910909
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,8,2.5760437913309406,largest_1mm_eroded_component,1209,4,3,5.178199845994659
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,9,0.10051892376272226,largest_1mm_eroded_component,29,5,3,1.1610725258283647
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,10,0.4060176136298193,largest_1mm_eroded_component,219,5,3,1.6414433652113274
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,11,31.682513591722337,largest_1mm_eroded_component,33975,4,3,16.842036012387005
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,12,0.3692263735598033,largest_1mm_eroded_component,202,5,3,1.5523106117927004
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,14,0.771959055040514,largest_1mm_eroded_component,533,5,3,1.9422586261299664
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,15,0.16161866173614164,largest_1mm_eroded_component,30,5,3,1.5214234249163359
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,16,0.6576434162515358,largest_1mm_eroded_component,382,5,3,2.2575079318376092
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,17,0.13731016383273822,largest_1mm_eroded_component,67,5,3,1.0109252309694514
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,21,0.45989050087519984,largest_1mm_eroded_component,287,5,3,2.2575079318376092
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,23,1.1470983064687128,largest_1mm_eroded_component,917,5,3,2.594105208924297
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,24,0.19118305107811878,largest_1mm_eroded_component,65,5,2,1.4004942048439866
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,25,56.20650304410728,largest_1mm_eroded_component,63849,5,3,10.443986708855062
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,26,51.29618646761979,largest_1mm_eroded_component,30989,5,3,7.0714087429241985
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,27,0.10905974735040454,full_component_fallback,166,5,3,1.9554053522522203
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,28,2.795477258891393,largest_1mm_eroded_component,1929,5,3,3.0800785779953004
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,29,0.8534253723384065,largest_1mm_eroded_component,116,4,3,2.482093646373177
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,30,0.33834801135818277,largest_1mm_eroded_component,195,5,3,1.6345105724518547
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,31,0.17410140390275422,largest_1mm_eroded_component,74,5,3,1.3461128581356951
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,32,7.16378003077597,largest_1mm_eroded_component,6671,5,3,6.342703197316717
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,33,0.3869650071649896,largest_1mm_eroded_component,211,4,3,2.908212054330442
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,35,5.336700769441784,largest_1mm_eroded_component,4298,5,3,4.800743843148846
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,37,6.659871439102715,largest_1mm_eroded_component,5170,5,3,5.321724399528372
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,38,0.2647655312181508,largest_1mm_eroded_component,138,4,3,2.975434503434154
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,39,12.372368446402518,largest_1mm_eroded_component,12736,5,3,5.222815383559895
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,40,0.3547726721037256,largest_1mm_eroded_component,112,5,3,1.4750365833988606
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,42,0.21680552184116564,largest_1mm_eroded_component,52,5,3,1.316831769697793
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,43,5.407655303862528,largest_1mm_eroded_component,4248,5,3,6.187701690155235
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,44,0.21614853541134393,largest_1mm_eroded_component,24,4,3,1.694981029121664
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,45,0.18592715963954506,largest_1mm_eroded_component,41,4,3,1.823725343679109
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,46,0.10643180163111768,largest_1mm_eroded_component,30,4,3,1.499176704683336
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,48,2.476838840427862,largest_1mm_eroded_component,1644,4,3,7.498239115232622
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,50,0.1261413945257691,largest_1mm_eroded_component,51,4,3,1.7339018195565736
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,51,0.6103403933043724,largest_1mm_eroded_component,369,5,3,2.015245818029432
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,53,0.17541537676239766,largest_1mm_eroded_component,59,4,3,2.2811196930441255
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,55,0.2154915489815222,largest_1mm_eroded_component,90,4,3,1.9496846784033854
coronacases_001,final_outer_cv,C100_FRG,1.0,fragmented,56,0.5157343474100455,largest_1mm_eroded_component,355,5,3,1.8991208155260684
coronacases_001,final_outer_cv,C50_COH,0.5,coherent,1,197.84095155793204,largest_1mm_eroded_component,214588,10,1,0.8294922947883606
coronacases_001,final_outer_cv,C50_COH,0.5,coherent,3,0.4677743380330604,largest_1mm_eroded_component,249,9,1,0.9272564528166105
coronacases_001,final_outer_cv,C50_COH,0.5,coherent,4,0.14453701456077708,largest_1mm_eroded_component,52,9,1,0.8635128670055979
coronacases_001,final_outer_cv,C50_COH,0.5,coherent,6,0.6254510811902718,largest_1mm_eroded_component,437,9,1,0.8478513895362044
coronacases_001,final_outer_cv,C50_COH,0.5,coherent,7,1.8132825463079307,largest_1mm_eroded_component,1433,9,1,0.8315973281860352
coronacases_001,final_outer_cv,C50_COH,0.5,coherent,10,0.4060176136298193,largest_1mm_eroded_component,219,10,1,0.8630662505825841
coronacases_001,final_outer_cv,C50_COH,0.5,coherent,14,0.771959055040514,largest_1mm_eroded_component,533,9,1,0.8105469942092896
coronacases_001,final_outer_cv,C50_COH,0.5,coherent,15,0.16161866173614164,largest_1mm_eroded_component,30,9,1,0.8851557848631193
coronacases_001,final_outer_cv,C50_COH,0.5,coherent,16,0.6576434162515358,largest_1mm_eroded_component,382,9,1,0.8526476621627808
coronacases_001,final_outer_cv,C50_COH,0.5,coherent,17,0.13731016383273822,largest_1mm_eroded_component,67,9,1,0.8635128670055979
coronacases_001,final_outer_cv,C50_COH,0.5,coherent,21,0.45989050087519984,largest_1mm_eroded_component,287,9,1,0.8105469942092896
coronacases_001,final_outer_cv,C50_COH,0.5,coherent,23,1.1470983064687128,largest_1mm_eroded_component,917,9,1,0.9164787398019063
coronacases_001,final_outer_cv,C50_COH,0.5,coherent,24,0.19118305107811878,largest_1mm_eroded_component,65,10,1,0.8105469942092896
coronacases_001,final_outer_cv,C50_COH,0.5,coherent,25,56.20650304410728,largest_1mm_eroded_component,63849,9,1,0.8105469942092896
coronacases_001,final_outer_cv,C50_COH,0.5,coherent,26,51.29618646761979,largest_1mm_eroded_component,30989,9,1,0.8105469942092896
coronacases_001,final_outer_cv,C50_COH,0.5,coherent,27,0.10905974735040454,full_component_fallback,166,9,1,0.8105469942092896
coronacases_001,final_outer_cv,C50_COH,0.5,coherent,28,2.795477258891393,largest_1mm_eroded_component,1929,9,1,0.8105469942092896
coronacases_001,final_outer_cv,C50_COH,0.5,coherent,30,0.33834801135818277,largest_1mm_eroded_component,195,10,1,0.8105469942092896
coronacases_001,final_outer_cv,C50_COH,0.5,coherent,31,0.17410140390275422,largest_1mm_eroded_component,74,9,1,0.8105469942092896
coronacases_001,final_outer_cv,C50_COH,0.5,coherent,32,7.16378003077597,largest_1mm_eroded_component,6671,10,1,0.8105469942092896
coronacases_001,final_outer_cv,C50_COH,0.5,coherent,37,6.659871439102715,largest_1mm_eroded_component,5170,9,1,0.8105469942092896
coronacases_001,final_outer_cv,C50_COH,0.5,coherent,51,0.6103403933043724,largest_1mm_eroded_component,369,9,1,0.8315973281860352
coronacases_001,final_outer_cv,C50_DIS,0.5,dispersed,1,197.84095155793204,largest_1mm_eroded_component,214588,10,10,48.05588188747349
coronacases_001,final_outer_cv,C50_DIS,0.5,dispersed,3,0.4677743380330604,largest_1mm_eroded_component,249,9,9,3.985893319884983
coronacases_001,final_outer_cv,C50_DIS,0.5,dispersed,4,0.14453701456077708,largest_1mm_eroded_component,52,9,6,1.6932409700250233
coronacases_001,final_outer_cv,C50_DIS,0.5,dispersed,6,0.6254510811902718,largest_1mm_eroded_component,437,9,9,4.3648243111552
coronacases_001,final_outer_cv,C50_DIS,0.5,dispersed,7,1.8132825463079307,largest_1mm_eroded_component,1433,9,9,6.808018699443043
coronacases_001,final_outer_cv,C50_DIS,0.5,dispersed,10,0.4060176136298193,largest_1mm_eroded_component,219,10,10,3.1842089180184985
coronacases_001,final_outer_cv,C50_DIS,0.5,dispersed,14,0.771959055040514,largest_1mm_eroded_component,533,9,9,4.544439170943402
coronacases_001,final_outer_cv,C50_DIS,0.5,dispersed,15,0.16161866173614164,largest_1mm_eroded_component,30,9,9,1.895853341820607
coronacases_001,final_outer_cv,C50_DIS,0.5,dispersed,16,0.6576434162515358,largest_1mm_eroded_component,382,9,9,4.646945026136121
coronacases_001,final_outer_cv,C50_DIS,0.5,dispersed,17,0.13731016383273822,largest_1mm_eroded_component,67,9,8,1.8247028877225704
coronacases_001,final_outer_cv,C50_DIS,0.5,dispersed,21,0.45989050087519984,largest_1mm_eroded_component,287,9,9,3.7678841523182465
coronacases_001,final_outer_cv,C50_DIS,0.5,dispersed,23,1.1470983064687128,largest_1mm_eroded_component,917,9,9,5.7962730297461444
coronacases_001,final_outer_cv,C50_DIS,0.5,dispersed,24,0.19118305107811878,largest_1mm_eroded_component,65,10,8,1.8404199699861459
coronacases_001,final_outer_cv,C50_DIS,0.5,dispersed,25,56.20650304410728,largest_1mm_eroded_component,63849,9,9,29.25139105216396
coronacases_001,final_outer_cv,C50_DIS,0.5,dispersed,26,51.29618646761979,largest_1mm_eroded_component,30989,9,9,25.07125694581076
coronacases_001,final_outer_cv,C50_DIS,0.5,dispersed,27,0.10905974735040454,full_component_fallback,166,9,9,3.1311423549259114
coronacases_001,final_outer_cv,C50_DIS,0.5,dispersed,28,2.795477258891393,largest_1mm_eroded_component,1929,9,9,8.318070505554921
coronacases_001,final_outer_cv,C50_DIS,0.5,dispersed,30,0.33834801135818277,largest_1mm_eroded_component,195,10,10,3.0321522542924573
coronacases_001,final_outer_cv,C50_DIS,0.5,dispersed,31,0.17410140390275422,largest_1mm_eroded_component,74,9,9,2.1049530383913444
coronacases_001,final_outer_cv,C50_DIS,0.5,dispersed,32,7.16378003077597,largest_1mm_eroded_component,6671,10,10,12.706283613308488
coronacases_001,final_outer_cv,C50_DIS,0.5,dispersed,37,6.659871439102715,largest_1mm_eroded_component,5170,9,9,13.098157835964372
coronacases_001,final_outer_cv,C50_DIS,0.5,dispersed,51,0.6103403933043724,largest_1mm_eroded_component,369,9,9,4.467414371133801
coronacases_001,final_outer_cv,C50_FRG,0.5,fragmented,1,197.84095155793204,largest_1mm_eroded_component,214588,10,3,0.8105469942092896
coronacases_001,final_outer_cv,C50_FRG,0.5,fragmented,3,0.4677743380330604,largest_1mm_eroded_component,249,9,3,0.8105469942092896
coronacases_001,final_outer_cv,C50_FRG,0.5,fragmented,4,0.14453701456077708,largest_1mm_eroded_component,52,9,2,0.8315973281860352
coronacases_001,final_outer_cv,C50_FRG,0.5,fragmented,6,0.6254510811902718,largest_1mm_eroded_component,437,9,3,0.8105469942092896
coronacases_001,final_outer_cv,C50_FRG,0.5,fragmented,7,1.8132825463079307,largest_1mm_eroded_component,1433,9,3,0.8105469942092896
coronacases_001,final_outer_cv,C50_FRG,0.5,fragmented,10,0.4060176136298193,largest_1mm_eroded_component,219,10,3,0.8105469942092896
coronacases_001,final_outer_cv,C50_FRG,0.5,fragmented,14,0.771959055040514,largest_1mm_eroded_component,533,9,3,0.8105469942092896
coronacases_001,final_outer_cv,C50_FRG,0.5,fragmented,15,0.16161866173614164,largest_1mm_eroded_component,30,9,3,0.8105469942092896
coronacases_001,final_outer_cv,C50_FRG,0.5,fragmented,16,0.6576434162515358,largest_1mm_eroded_component,382,9,3,0.8105469942092896
coronacases_001,final_outer_cv,C50_FRG,0.5,fragmented,17,0.13731016383273822,largest_1mm_eroded_component,67,9,2,0.8105469942092896
coronacases_001,final_outer_cv,C50_FRG,0.5,fragmented,21,0.45989050087519984,largest_1mm_eroded_component,287,9,3,0.8105469942092896
coronacases_001,final_outer_cv,C50_FRG,0.5,fragmented,23,1.1470983064687128,largest_1mm_eroded_component,917,9,3,0.8105469942092896
coronacases_001,final_outer_cv,C50_FRG,0.5,fragmented,24,0.19118305107811878,largest_1mm_eroded_component,65,10,2,0.8294922947883606
coronacases_001,final_outer_cv,C50_FRG,0.5,fragmented,25,56.20650304410728,largest_1mm_eroded_component,63849,9,3,0.8105469942092896
coronacases_001,final_outer_cv,C50_FRG,0.5,fragmented,26,51.29618646761979,largest_1mm_eroded_component,30989,9,3,0.8105469942092896
coronacases_001,final_outer_cv,C50_FRG,0.5,fragmented,27,0.10905974735040454,full_component_fallback,166,9,3,0.8105469942092896
coronacases_001,final_outer_cv,C50_FRG,0.5,fragmented,28,2.795477258891393,largest_1mm_eroded_component,1929,9,3,0.8105469942092896
coronacases_001,final_outer_cv,C50_FRG,0.5,fragmented,30,0.33834801135818277,largest_1mm_eroded_component,195,10,3,0.8105469942092896
coronacases_001,final_outer_cv,C50_FRG,0.5,fragmented,31,0.17410140390275422,largest_1mm_eroded_component,74,9,3,0.8105469942092896
coronacases_001,final_outer_cv,C50_FRG,0.5,fragmented,32,7.16378003077597,largest_1mm_eroded_component,6671,10,3,0.8105469942092896
coronacases_001,final_outer_cv,C50_FRG,0.5,fragmented,37,6.659871439102715,largest_1mm_eroded_component,5170,9,3,0.8105469942092896
coronacases_001,final_outer_cv,C50_FRG,0.5,fragmented,51,0.6103403933043724,largest_1mm_eroded_component,369,9,3,0.8105469942092896
coronacases_002,final_outer_cv,C100_COH,1.0,coherent,1,15.839381217956543,largest_1mm_eroded_component,19732,10,1,0.68359375
coronacases_002,final_outer_cv,C100_COH,1.0,coherent,2,28.66677761077881,largest_1mm_eroded_component,34480,11,1,0.68359375
coronacases_002,final_outer_cv,C100_COH,1.0,coherent,3,24.04120445251465,largest_1mm_eroded_component,29155,10,1,0.7119091302403483
coronacases_002,final_outer_cv,C100_COH,1.0,coherent,4,0.46543121337890625,largest_1mm_eroded_component,408,10,1,0.68359375
coronacases_002,final_outer_cv,C100_COH,1.0,coherent,5,0.8572626113891602,largest_1mm_eroded_component,790,10,1,0.68359375
coronacases_002,final_outer_cv,C100_COH,1.0,coherent,6,0.4359912872314453,largest_1mm_eroded_component,356,11,1,0.7578125
